idx,item_id,title,family,eval_count_global,r720b_output_sid,r720b_top1_sid,r720b_hit1,r720b_hit10,r720b_hit50,r720b_top1_item_ids,r720b_top1_titles,orig_align_output_sid,orig_align_top1_sid,orig_align_hit1,orig_align_hit10,orig_align_hit50,orig_align_top1_item_ids,orig_align_top1_titles,orig_best_output_sid,orig_best_top1_sid,orig_best_hit1,orig_best_hit10,orig_best_hit50,orig_best_top1_item_ids,orig_best_top1_titles
2141,2210,"HHIP 8000-0001 2 Flute High Speed Steel End Mill Set, 6 Piece, 3/8"" Shank",other,11,<a_212><b_2><c_115>,<a_215><b_211><c_108>,0,0,0,2173,"Schaeffer Manufacturing Co. 0707-012S Extreme V-Twin Synthetic Plus Racing Oil 20W-50, 1 quart",<a_193><b_215><c_181>,<a_71><b_36><c_171>,0,0,0,1663,"Prime-Line Products P 7645 Screen Retainer Spline, .250-in, 25-ft, Gray",<a_193><b_215><c_181>,<a_15><b_135><c_68>,0,0,0,537,"Industrial & Scientific"" />"
2142,2200,"ZING 1885S Zing Safety Sign, Fire Extinguisher with Arrow, 14"" Height x 3.25"" Width, Recycled Polystyrene SelfAdhesive, Red on White",adhesive_epoxy,6,<a_35><b_104><c_16>,<a_47><b_252><c_221>,0,0,0,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_68><b_12><c_64>,<a_71><b_36><c_171>,0,0,0,1663,"Prime-Line Products P 7645 Screen Retainer Spline, .250-in, 25-ft, Gray",<a_68><b_12><c_64>,<a_229><b_245><c_222>,0,0,0,2409,"LAB SCOOP Stainless steel, 6"" long 3pk"
2143,2144,Pomona 6341 Precision Electronic Probe Kit,other,2,<a_181><b_142><c_131>,<a_103><b_247><c_34>,0,0,0,2530,"Think Safe 1095TS 7"" Trauma Shear",<a_36><b_168><c_140>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_36><b_168><c_140>,<a_94><b_166><c_155>,0,0,0,560,"Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips"
2144,1695,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,4,<a_237><b_212><c_97>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_121><c_15>,<a_91><b_29><c_123>,0,0,0,1848,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,<a_223><b_121><c_15>,<a_223><b_198><c_114>,0,0,1,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
2145,583,Marathon Universal Fit Pneumatic (Air Filled) Hand Truck / All Purpose Utility Tire on Wheel with Adapter Kit Included,other,2,<a_54><b_91><c_79>,<a_214><b_21><c_46>,0,0,0,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",<a_87><b_54><c_195>,<a_210><b_156><c_39>,0,0,0,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",<a_87><b_54><c_195>,<a_210><b_156><c_39>,0,0,0,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)"
2146,1604,HONBAY 20 Pcs 1.2inch Thread Green & Red Cap SPST Latching Type Push Button Switch OFF-ON,other,3,<a_117><b_208><c_149>,<a_99><b_213><c_161>,0,0,0,2229,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,<a_236><b_252><c_214>,<a_67><b_123><c_61>,0,0,0,1207,"3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug",<a_236><b_252><c_214>,<a_67><b_123><c_61>,0,0,0,1207,"3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug"
2147,350,"Mill-Rose 70887 Blue Monster PTFE Pipe Thread Sealant Tape, 1-Inch x 1429-Inches, Blue",tape,6,<a_151><b_249><c_7>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_170><b_10><c_12>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_170><b_10><c_12>,<a_107><b_93><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2148,2176,"FLIR E8: Compact Thermal Imaging Camera with 320 x 240 IR Resolution, MSX and Wi-Fi",other,5,<a_152><b_249><c_81>,<a_235><b_227><c_207>,0,0,0,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",<a_107><b_68><c_141>,<a_24><b_127><c_233>,0,0,0,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",<a_107><b_68><c_141>,<a_24><b_127><c_233>,0,0,0,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)"
2149,1369,"Accusize - 2"" Carbide Indexable End Mills, R8 Shank, with 3 TPG 322 Inserts, 3 Flute, 0046-0916",other,1,<a_85><b_20><c_99>,<a_47><b_252><c_221>,0,0,0,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_17><b_167><c_223>,<a_173><b_93><c_124>,0,0,0,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_17><b_167><c_223>,<a_193><b_104><c_2>,0,0,0,534,"Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch"
2150,667,"Maasdam Pow'R Pull PP100, Post Pull'R",other,1,<a_244><b_138><c_248>,<a_247><b_129><c_46>,0,0,0,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,<a_87><b_190><c_53>,<a_67><b_23><c_0>,0,0,0,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,<a_87><b_190><c_53>,<a_180><b_11><c_69>,0,0,0,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear"
2151,1133,"AMMEX - ABNPF46100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, Large, Black (Box of 100)",other,2,<a_146><b_67><c_10>,<a_247><b_129><c_46>,0,0,0,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,<a_44><b_217><c_83>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_44><b_217><c_83>,<a_180><b_11><c_69>,0,0,0,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear"
2152,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_233><b_155><c_40>,0,1,1,1532,"First Voice TS-3183 Sterile Self-Adherent Stretch Sensi-Wrap Bandage, 5 yds Length x 3"" Width (Pack of 10)",<a_107><b_93><c_0>,<a_180><b_183><c_255>,0,1,1,2087,Dynarex Medicut Scalpels Disposable Sterile #15 10/Bx,<a_107><b_93><c_0>,<a_180><b_183><c_255>,0,1,1,2087,Dynarex Medicut Scalpels Disposable Sterile #15 10/Bx
2153,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2154,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,68,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2155,1733,"Bob Smith Industries BSI-151H Insta-Set Super Glue Accelerator, 2 fl. oz.",adhesive_epoxy,6,<a_158><b_144><c_136>,<a_139><b_128><c_213>,0,0,0,663,"Anytime Tools 1-2-3 Blocks Matched Pair Hardened Steel 1 Hole (1""x2""x3"") 123 Set Precision Machinist Milling",<a_99><b_13><c_36>,<a_224><b_239><c_0>,0,0,0,524,"Innovative Components AN4C-5S3L-21 1.75"" Star Knob thru hole&nbsp; 1/4-20 steel zinc lock nut black pp (Pack of 10)",<a_99><b_13><c_36>,<a_224><b_239><c_6>,0,0,0,2448,"Innovative Components AN4C-5S221 1.38"" Star knob thru hole 1/4-20 steel zinc insert black pp (Pack of 10)"
2156,1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",adhesive_epoxy,2,<a_211><b_179><c_7>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_165><b_71><c_28>,<a_193><b_64><c_16>,0,0,0,1042,uxcell Mandrel Mounted White Conical Felt Point Polishing Tool,<a_165><b_71><c_28>,<a_193><b_104><c_2>,0,0,0,534,"Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch"
2157,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",tape,4,<a_179><b_162><c_43>,<a_48><b_237><c_217>,0,0,0,172,"Gorilla Super Glue Gel, 15 Gram, Clear",<a_202><b_198><c_77>,<a_193><b_42><c_1>,0,0,0,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",<a_202><b_198><c_77>,<a_173><b_93><c_124>,0,0,0,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon"
2158,1128,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),adhesive_epoxy,6,<a_211><b_96><c_217>,<a_211><b_179><c_7>,0,0,0,1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",<a_165><b_35><c_57>,<a_202><b_100><c_73>,0,0,0,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",<a_165><b_35><c_57>,<a_165><b_71><c_28>,0,0,0,1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles"
2159,3185,Genuine E3D V6 All-Metal HotEnd 1.75mm Universal w/ Bowden Full Kit 12V (V6-175-B),other,1,<a_120><b_77><c_237>,<a_237><b_128><c_211>,0,0,1,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_91><b_219><c_0>,<a_17><b_80><c_8>,0,0,0,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_91><b_219><c_0>,<a_223><b_217><c_5>,0,0,0,2678,"eSUN 1.75mm White ABS 3D Printer filament 1kg Spool (2.2lbs), White"
2160,2917,Genuine E3D V6 Extra Nozzle - 1.75mm x 0.40mm (V6-NOZZLE-175-400),other,4,<a_120><b_235><c_108>,<a_156><b_114><c_152>,0,0,0,1205,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",<a_91><b_86><c_74>,<a_180><b_128><c_50>,0,0,0,476,Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included,<a_91><b_86><c_74>,<a_223><b_217><c_5>,0,0,0,2678,"eSUN 1.75mm White ABS 3D Printer filament 1kg Spool (2.2lbs), White"
2161,3547,3D Solutech See Through Blue 1.75mm PETG 3D Printer Filament 2.2 LBS (1.0KG),3d_filament,8,<a_58><b_57><c_178>,<a_237><b_128><c_211>,0,0,0,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_187><c_18>,<a_223><b_20><c_233>,0,0,0,1849,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple",<a_223><b_187><c_18>,<a_223><b_198><c_114>,0,0,0,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
2162,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",other,6,<a_35><b_199><c_130>,<a_124><b_98><c_182>,0,0,0,745,"Rockler Cyanoacrylate Quick-Set Medium Adhesive, 4.5 oz Bottle",<a_180><b_11><c_69>,<a_165><b_59><c_69>,0,0,0,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_180><b_11><c_69>,<a_165><b_59><c_69>,0,0,0,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
2163,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,8,<a_237><b_117><c_239>,<a_131><b_6><c_0>,0,0,0,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_158><b_245><c_180>,<a_165><b_59><c_69>,0,0,0,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_158><b_245><c_180>,<a_180><b_41><c_58>,0,0,0,1531,"Prestige Medical Fluoride Scissor, Black, 7 1/2 Inch"
2164,2965,"eSUN 1.75mm Natural PLA 3D Printer filament 1kg Spool (2.2lbs), Natural",3d_filament,1,<a_237><b_63><c_4>,<a_58><b_172><c_168>,0,0,0,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_193><c_72>,<a_158><b_217><c_2>,0,0,0,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_223><b_193><c_72>,<a_223><b_20><c_170>,0,0,0,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
2165,75,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",other,3,<a_88><b_227><c_140>,<a_2><b_42><c_213>,0,0,0,495,National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc,<a_159><b_63><c_34>,<a_165><b_247><c_68>,0,0,0,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_159><b_63><c_34>,<a_165><b_15><c_16>,0,0,0,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882)
2166,3576,5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC,connector_fitting,2,<a_137><b_170><c_160>,<a_121><b_21><c_209>,0,0,0,2624,"Uxcell a13060500ux0042 3 Pins Split Shaft Rotary Linear Taper Potentiometers with Knob, 10 Kohm, 10 Piece, 6 mm",<a_30><b_192><c_4>,<a_30><b_127><c_83>,0,0,0,2880,Texas Instruments LM358N LM358 Dual Operational Amplifier DIP8 1 Pack,<a_30><b_192><c_4>,<a_73><b_224><c_0>,0,0,0,2633,"E-Projects 10EP5144K70 4.7k Ohm Resistors, 1/4 W, 5% (Pack of 10)"
2167,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,11,<a_58><b_78><c_27>,<a_237><b_128><c_211>,0,0,0,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_223><b_80><c_114>,<a_223><b_198><c_230>,0,0,0,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223><b_80><c_114>,<a_223><b_198><c_114>,0,0,0,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
2168,51,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,3d_filament,7,<a_234><b_35><c_99>,<a_58><b_172><c_168>,0,0,0,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_29><c_58>,<a_223><b_80><c_84>,0,0,1,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_29><c_58>,<a_223><b_80><c_3>,0,0,1,3112|3493,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK | 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)"
2169,2933,"FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity",3d_filament,5,<a_200><b_143><c_95>,<a_58><b_172><c_168>,0,0,0,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_197><b_170><c_216>,<a_223><b_86><c_176>,0,0,0,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_197><b_170><c_216>,<a_223><b_160><c_251>,0,0,0,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
2170,563,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,3d_filament,6,<a_113><b_247><c_0>,<a_58><b_172><c_168>,0,0,1,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_223><b_59><c_60>,<a_223><b_160><c_251>,0,0,1,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_223><b_59><c_60>,<a_223><b_160><c_251>,0,0,1,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm
2171,2525,AKRON PRODUCTS C-84 Floor Jack,ventilation_fan,1,<a_73><b_134><c_6>,<a_156><b_114><c_152>,0,0,0,1205,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",<a_87><b_13><c_190>,<a_224><b_163><c_205>,0,0,0,359,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,<a_87><b_13><c_190>,<a_224><b_172><c_198>,0,0,0,1985,"Kreg SML-C2 2-Inch Washer Head #8 Coarse Pocket Screws, 50 Count"
2172,849,Neiko 53100A 4-Inch Pegboard Hooks and Organizer Assortment | 50-Piece Value Pack,other,3,<a_2><b_68><c_135>,<a_247><b_129><c_81>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_71><b_2><c_237>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_71><b_2><c_237>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal
2173,2796,"Crawford PBS9 Screwdriver Holder, Blue",fastener,1,<a_184><b_5><c_230>,<a_2><b_42><c_213>,0,0,0,495,National Hardware S819-841 CD8377 51 Piece Peg Board Hook Kit in Zinc,<a_159><b_222><c_155>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_159><b_222><c_155>,<a_67><b_23><c_3>,0,0,0,2430,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal
2174,1380,Dremel 9933 Structured Tooth Tungsten Carbide Cutter,other,1,<a_78><b_148><c_19>,<a_185><b_253><c_134>,0,0,0,728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",<a_193><b_198><c_164>,<a_251><b_54><c_150>,0,0,0,728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",<a_193><b_198><c_164>,<a_251><b_54><c_150>,0,0,0,728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length"
2175,2111,Shop-Vac 5986100 8-Gallon 5.5 Peak HP Stainless Steel Wet Dry Vacuum,other,2,<a_213><b_63><c_247>,<a_6><b_214><c_68>,0,0,0,914,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_24><b_53><c_138>,<a_224><b_104><c_4>,0,0,0,1862,"The Hillman Group 370326 Ribbed Plastic Anchor, 4-6-8 X 7/8-Inch, Yellow, 100-Pack",<a_24><b_53><c_138>,<a_224><b_104><c_43>,0,0,0,569,"Ribbed Plastic Drywall Anchor Kit with Screws and Masonry Drill Bit, #10-12 x 1"
2176,2743,OctagonStar Flexible Couplings 5mm to 8mm NEMA 17 Shaft for RepRap 3D Printer or CNC Machine2PCS,3d_filament,7,<a_137><b_230><c_162>,<a_237><b_74><c_15>,0,0,0,3414,"eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White",<a_159><b_179><c_39>,<a_223><b_66><c_168>,0,0,0,162,"USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool",<a_159><b_179><c_39>,<a_223><b_126><c_0>,0,0,0,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black"
2177,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_112><b_113><c_4>,0,1,1,385,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)",<a_107><b_93><c_0>,<a_206><b_145><c_160>,0,1,1,1365,"Karter Scientific 210P2 Safety Wash Bottle, Narrow Mouth, 500 mL Capacity, Polypropylene/Plastic (Pack of 6)",<a_107><b_93><c_0>,<a_17><b_57><c_0>,0,0,0,1243,"Parafilm M Roll, 125' Length x 4"" Width"
2178,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,132,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
2179,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,68,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator | AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator"
