variant,l1,size,dominant_family,family_purity,brand_purity,family_counts,sample_titles
l3_collab,<a_189>,39,other,0.48717948717948717,0.5128205128205128,other:19; gauge_meter:11; fastener:4; adhesive_epoxy:3; connector_fitting:2,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRA || Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity || Vestil LID-STL-LL Steel Lever Lock Pail Lid, for 5 gallon, Black || Vestil PAIL-STL-RI Steel Open Head Pail with Handle, 5 gallon Capacity, Black || Rubbermaid Commercial Products FG263100GRAY Rubbermaid Commercial Round Brute Container Lid, Gray, 32G"
l3_collab,<a_238>,30,tape,0.5333333333333333,0.3333333333333333,tape:16; adhesive_epoxy:6; fastener:5; other:3,"3M Dual Lock Reclosable Fastener TB3561/TB3562 400/170 Clear 1 in x 10 ft (1 Mated Strip/Bag) || Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830) || 3M Dual Lock Reclosable Fastener TB3551/TB3552 400/170 Black 1 in x 10 ft (1 Mated Strip/Bag) || M-D Building Products 2758 High Density Foam Tape, White || 3M Company #RF6731 2PR 1x3 Re-Close Strip"
l3_collab,<a_18>,23,other,0.6521739130434783,0.5217391304347826,other:15; tape:4; gauge_meter:2; adhesive_epoxy:1; 3d_filament:1,"Dynarex 2201 Medical Surgical Face Masks (Pack of 50) || 3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS || PhysiciansCare by First Aid Only by First Aid Only 90293 First Aid Titanium Non Stick Bandage Shears, 7"" Bent, Blue || Pac-Kit by First Aid Only 5-600 Sterile Stretch Gauze Bandage, 4 yds Length x 2"" Width || Waterjel 2120 Bacitracin Zinc Triple Antibiotic Ointment, 0.5gm Packet (Pack of 144)"
l3_collab,<a_2>,15,other,0.4666666666666667,0.06666666666666667,other:7; tape:3; fastener:2; gauge_meter:2; adhesive_epoxy:1,"Bentonite - 8 oz. || Uranium Ore || 3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear || Cyalume Military Grade Combat Light Shield Device, 6-3/4"" Length x 1"" Width, For 6"" ChemLight and 6"" SnapLight Lightstic || Duda Energy borp1 Fine Powder Boric Acid H3BO3 99, 1 lb. (Packaging may vary)"
l3_collab,<a_48>,92,other,0.717391304347826,0.2717391304347826,other:66; gauge_meter:21; fastener:3; connector_fitting:1; adhesive_epoxy:1,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100 || Plastic Transfer Pipettes 3ml Graduated Pack of 100 || SEOH GLASS FUNNEL Neutral glass 100 mm 100 mm stem || Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5) || 17 X 100mm Graduated Plastic Test Tubes with Caps, 25 Pack"
l3_collab,<a_84>,25,gauge_meter,0.96,0.2,gauge_meter:24; adhesive_epoxy:1,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and B || Masione Temperature Gun Non-contact Digital Laser Infrared Ir Thermometer -58&deg;f to 716&deg;f (-50 ~ 380) Instant-rea || Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer || Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Bla || Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable"
l3_collab,<a_224>,11,other,0.45454545454545453,0.09090909090909091,other:5; gauge_meter:3; 3d_filament:1; fastener:1; adhesive_epoxy:1,"SA180 Adhesive Standoffs, 24 Pack, 0.180"" Height, Offset 0.6x0.6"" Base, Fits 0.125"" PCB Hole || Learning Resources Skeleton Model || Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included || Hammond 1551KBK Black ABS Plastic Project Box -- Inches (3.15"" x 1.58"" x 0.79"") mm (80mm x 40mm x 20mm) || MakerBeam Regular Starter Kit Black anodized including beams (10x10mm in diameter), brackets, nuts and bolts"
l3_collab,<a_210>,42,other,0.5238095238095238,0.07142857142857142,other:22; tape:8; adhesive_epoxy:6; gauge_meter:3; 3d_filament:2; fastener:1,"Pratt PRA0017 100% Recycled Corrugated Cardboard Box, 8"" Length x 6"" Width x 6"" Height, Kraft || KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal || Accuform MATR901VA Aluminum Safety Sign, Legend ""NO TRESPASSING VIOLATORS WILL BE PROSECUTED"", 7"" Length x 10"" Width, Re || LASCO 02-1048E Rubber Sheet, 6-Inches X 6-Inches and 1/16-Inch Thick || Durable Heavy Duty Aluminum Foil Roll, 18 Width x 1000' Length"
l3_collab,<a_233>,55,fastener,0.43636363636363634,0.10909090909090909,fastener:24; other:18; gauge_meter:10; adhesive_epoxy:3,"ARROW 160455 Drywall Drill Bit, Screw and Anchor Kit || Wall Control ASM-SH-1606 R Deep Pegboard Shelf Assembly for Wall Control Pegboard Only, 6"", Red || Bulldog 131525 Multi-Screwdriver Holder Peg Hook || Storehouse 67543 220 Piece Wall Anchor Assortment || Best Quality Plastic Self Drilling Drywall Anchors with Screws Kit, 100 Pieces All Together, Anchors Made in USA"
l3_collab,<a_225>,70,gauge_meter,0.6285714285714286,0.11428571428571428,gauge_meter:44; other:22; connector_fitting:3; adhesive_epoxy:1,"URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS) || Vktech 280Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size (5 Color) || Avery Shipping Tags, Reinforced Hole, Manila, 4.75 x 2.375 Inches, Pack of 100 (11011) || Koch 015021 Cable, 7 by 7 Construction, Trade Size 1/16 by 125 Feet, Stainless Steel || Stainless Steel 316 Wire Rope on Reel, 7x7 Strand Core, 1/8"" Bare OD, 250' Length, 340 lbs Breaking Strength"
l3_collab,<a_245>,14,other,0.8571428571428571,0.07142857142857142,other:12; fastener:1; 3d_filament:1,"KIM41455 - WypAll X70 WorkHorse Manufactured Rags in a Pop Up Box || Rust-Oleum 278146 NeverWet 11-Ounce Outdoor Fabric Spray, Clear || NoTrax T30 General Purpose Rubber Competitor Safety/Anti-Fatigue Mat, for Wet Areas, 3' Width x 3' Length x 1/2"" Thickne || Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray || Georgia-Pacific 56620 Chrome Combination C-Fold/ Multifold Paper Towel Dispenser, 11.25"" Width x 4.438"" Depth"
l3_collab,<a_1>,23,adhesive_epoxy,0.5652173913043478,0.17391304347826086,adhesive_epoxy:13; other:6; gauge_meter:2; 3d_filament:1; fastener:1,"Oatey 30246 PVC Regular Cement and 4-Ounce NSF Purple Primer Handy Pack, 4 oz || Oatey 30821 Cement, 8-Ounce, Milky-Clear || 5lb co2 Tank- New Aluminum Cylinder with CGA320 Valve || Rectorseal 74026 3-Ounce C-Flux || MEECO'S RED DEVIL 121 Furnace Cement and Fireplace Mortar"
l3_collab,<a_25>,66,gauge_meter,0.5909090909090909,0.12121212121212122,gauge_meter:39; other:11; adhesive_epoxy:7; connector_fitting:6; 3d_filament:2; fastener:1,"Hydro Flow 747058 Premium Barbed Ball Valve, 1/2-Inch || VXB UCP202-10 Ball Bearing Pillow Block, 2 Bolt Holes, Setscrew Locking Collar, 5/8"" Bore Diameter, Cast Iron, Inch || PneumaticPlus PSL15-160 Pressure Gauge, Lower Mount, 1-1/2"" Dial, 0-160 PSI, 1/8"" NPT || 608 ZZ Skateboard Bearings, Double Shielded, Silver (Pack of 8) || SharkBite 22223-0000LFA Ball Valve 1 Inch x 1 Inch, Water Valve Shut Off, Push-to-Connect, PEX, Copper, CPVC, PE-RT"
l3_collab,<a_92>,23,adhesive_epoxy,0.8260869565217391,0.5217391304347826,adhesive_epoxy:19; other:2; gauge_meter:1; tape:1,"Shoreline Marine GOOP, 3.7-Ounce, Clear || Dap 18120 Alex Plus Brown (18112) Raw Building Material || Dap 18370 Self-Leveling Concrete 3.0 Sealant 9.0-Ounce || DAP INC 18152 10.1oz White Alex Plus Acrylic Latex Caulk with Silicone || 3M 08946 Clear Silicone Paste - 8 oz."
l3_collab,<a_236>,29,other,0.3793103448275862,0.10344827586206896,other:11; gauge_meter:8; ventilation_fan:4; adhesive_epoxy:3; connector_fitting:2; fastener:1,"Phresh Duct Silencer 8 in x 24 in || Graham Conderser Kit || Zoeller 30-0181 PVC Plastic Check Valve, 1-1/2 Inch || PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6 || PRO 1 Fuel Line Hose 5/16 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6"
l3_collab,<a_237>,34,other,0.5,0.11764705882352941,other:17; gauge_meter:15; fastener:1; adhesive_epoxy:1,"American Educational Double Burette Clamp with Rubber-Coated Rotating Jaws, 3/8"" - 1-3/8"" Holding Size || EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (opens to 90mm in dia.) with Boss Head || Omron Sprague Rappaport Stethoscope, Black || Lisle 52750 Stethoscope Kit || MDF Acoustica Deluxe Lightweight Dual Head Stethoscope - All Black (MDF747XP-BO)"
l3_collab,<a_208>,20,other,0.5,0.2,other:10; gauge_meter:5; fastener:5,"American Educational Cast Iron Support Ring Stand with Triangular Base, 7-3/4"" Legs, 7/16"" Diameter x 23"" Length Rod Siz || American Educational 7-G15-A Cast Iron Support Ring Stand with Acid Resistant Finish, 8"" Length x 5"" Width Base Size || Trinity TLS-0201 EcoStorage NSF, 48-Inch Stainless Steel Utility Table || T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red || T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 8-Inch, Red"
l3_collab,<a_52>,37,other,0.7027027027027027,0.13513513513513514,other:26; gauge_meter:8; fastener:3,"5 Ml Amber Glass Bottle W/euro Dropper. Black Cap. 12 Pack || 12, Amber,15 ml (1/2 oz) Glass Bottles, with Glass Eye Dropper by Premium Vials || Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24) || 4 oz Amber Glass Boston Round Bottles With Black Ribbed Cap - 12 Pack || Soft 'n Style BMX-8031 Plastic Clear Spray Bottle, 16 fl.oz. Capacity"
l3_collab,<a_81>,10,other,0.7,0.3,other:7; tape:1; gauge_meter:1; adhesive_epoxy:1,"Rothco Duct Tape || DEFRSMVT - SATE-LITE RSMVT Slow-Moving Vehicle Triangle || Copper Sheet Metal - 12"" x 12 || RMP .125 3003 H14 Aluminum Sheet 12"" x 12 || RMP .125 6061 T6 Aluminum Sheet 12"" x 12"
l3_collab,<a_241>,13,other,0.5384615384615384,0.6153846153846154,other:7; gauge_meter:5; adhesive_epoxy:1,FLIR ONE Thermal Imager for Android || FLIR TG54 Spot Infrared Thermometer || FLIR C2 Compact Thermal Imaging System || Fluke VT04 Infrared Imager with Soft Carrying Case || FLIR TG165 Spot Thermal Camera
l3_collab,<a_246>,39,other,0.3333333333333333,0.3333333333333333,other:13; connector_fitting:12; fastener:6; adhesive_epoxy:4; gauge_meter:3; 3d_filament:1,"Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs || TEKTRUM EXTERNALLY POWERED SOLDERLESS 1660 TIE-POINTS EXPERIMENT PLUG-IN BREADBOARD WITH ALUMINUM BACK PLATE AND JUMPER  || SUNKEE 28-pin ZIF Socket || microtivity IM414 Double-sided Prototyping Board (4x6cm, Pack of 5) || SUNKEE 100PCS Dupont Jumper Wire Cable Male Pin Connector 2.54mm"
l3_collab,<a_42>,14,other,0.9285714285714286,0.07142857142857142,other:13; gauge_meter:1,"3M 1860 N95 RESPIRATOR AND SURGICAL MASK Box of 20 || Halyard Health Face Masks with Earloops, 47117, Yellow (Box of 50) || Ambu Res-Cue Key CPR Mask with Mini Keychain Pouch, Red (Pack of 5) || Premium Vials Clear Perforated Shrink Bands (250, 38 X 28 mm) || 10 pcs New A3144 A3144E OH3144E 3144 Hall Effect Sensor"
l3_collab,<a_15>,4,other,1.0,0.5,other:4,"Georgia-Pacific 53010 Automated Soap and Sanitizer Dispenser, Black (WxDxH) 5.680"" x 5.250"" x 10.750"" (1 Each) || Dynarex Tongue Depressor Senior, Sterile, 6 Inches, 100 Count || Dynarex Tongue Depressor, Senior, 6 Inches, Non-Sterile, 500 Count || Tongue Depressors, Sterile, Adult, Wood, 6""x0.6875"", 100/BX"
l3_collab,<a_17>,12,other,0.5833333333333334,0.25,other:7; adhesive_epoxy:2; gauge_meter:2; 3d_filament:1,"ZING 6063 RecycLockout Mini Lockout Station - Stocked || kingsmart Anti Static ESD Wrist Strap Discharge Band Grounding || Angel Premium TENS/EMS Unit 40 Electrode Pads 2""x2"" in. Reusable Self Stick Gel Carbon Electrodes || Ajax Scientific Battery Holder with Lead Wire, 1x AA Cell (Pack of 10) || ZING 7119 RecycLockout Lockout Tagout Kit, 11 Component, General Application"
l3_collab,<a_29>,31,other,0.8709677419354839,0.1935483870967742,other:27; fastener:2; adhesive_epoxy:1; gauge_meter:1,"SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps || Tach-It Model-T Ultra-Rugged Retractable Snap Off Blade Utility Knife (Pack of 12) || MABIS Stainless Steel Tweezers, Thumb Dressing Forceps, Serrated Forceps, Silver || TWEEZERS w/Cross Locking Action, Straight Tips & FIBER HANDLES || Aven 12002 Stainless Steel Hemostat, Curved Serrated Jaws, Ratchet Lock, 3-1/2"" Length"
l3_collab,<a_198>,21,gauge_meter,0.38095238095238093,0.3333333333333333,gauge_meter:8; fastener:6; other:3; adhesive_epoxy:2; connector_fitting:2,"Genie 34107R.S Screw Drive Carriage || HHIP 1012-2528 1/4-28NF H3 4 Flute HSS Taper Hand Tap || Uxcell a13041000ux0023 Metal 6 mm Knurled Shaft Insert Dia. Potentiometer Control Knobs, 10 Piece, Black || Genie Screw & Trac Drive Garage Door Opener Replacement Limit Switch 20113R || Uxcell a15032300ux0532 Potentiometer Volume Control Knob Cap with 100 Piece, Knurled Shaft 6 mm Diameter"
l3_collab,<a_252>,23,other,0.34782608695652173,0.30434782608695654,other:8; fastener:6; adhesive_epoxy:5; gauge_meter:3; connector_fitting:1,"KNAPE & VOGT 208TI550 Hardware Brackets || NATIONAL MFG CO #N104-349 #10SGL Box Rail Bracket Galvanized || Shepherd Hardware 9435 Wedge-It White Plastic Shims || EZ-SHIM JS500BP 4-Count Bath Fixture Shims || National Hardware N199-810 3214BC Fixed Double Pulleys in Zinc, 1-1/2"
l3_collab,<a_49>,10,other,0.8,0.2,other:8; gauge_meter:2,"Medline DYND70102H Enema Bag Sets || Tach-It SWTH Stretch Wrap Cups with Tension Control || Bag-N-Seal Impulse - Cellophane Bag Sealer with Extra Heating Element & Teflon Sheet, 300mm || Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds || BCW 1-T-QTR New Coin Tubes - Quarter"
l3_collab,<a_76>,15,gauge_meter,0.4,0.26666666666666666,gauge_meter:6; fastener:4; connector_fitting:3; other:2,"uxcell Metal Nut LED Mounting Holder Panel w 3mm 50 Pieces Black || IIT 16736 Safety PTO Pin Assortment, 5-Piece || 3M 05539 Roloc 2"" Disc Pad Assembly || STEREN Grip-Clip Single Coaxial Cable Mounting Fastener Clips, 100ct Black || Uxcell a13052700ux0220 6mm to 8mm Bore Rigid Copper Motor Coupling Coupler W Tight Screws, Rubber"
l3_collab,<a_235>,26,3d_filament,0.3076923076923077,0.15384615384615385,3d_filament:8; tape:8; other:5; adhesive_epoxy:5,"Arctic Silver 5 AS5-3.5G Thermal Paste || Gizmo Dorks Kapton Tape for 3D Printers 6.25"" x 100' || Low Cost, Low Volume Resist., Electrically Conductive Silver Epoxy Adhesive, AA-DUCT 906 , 2.5gm kit || Arctic Silver Arctic Alumina Thermal Adhesive 5 Gram 3.5cc RoHS Compliant Two Tube Set with Mixing Wand || 1 Mil Kapton Tape (Polyimide) - 1"" x 36 yds"
l3_collab,<a_115>,33,gauge_meter,0.5454545454545454,0.24242424242424243,gauge_meter:18; other:7; test_strip:6; connector_fitting:1; fastener:1,"URBEST Digital PH Meter, Black || Vktech New Universal 160 Full Range 1-14 pH Test Paper Strips Litmus Testing Kit N || HM Digital DM-1 In-Line Dual TDS Monitor, 0-9990 ppm Range, +/- 2% Readout Accuracy || Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips || Industrial Test Systems WaterWorks 481108 Total Hardness Test Strip, 3 Second Test Time, 0-1000ppm Range (Pack of 30)"
l3_collab,<a_73>,6,other,0.8333333333333334,0.16666666666666666,other:5; tape:1,"Generic 1800088 Taylor Percussion Reflex Hammer || Pro Series 1400750340 6"" Caster || Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap || Bluecell Pack of 9 PCS AA / AAA Battery Storage Hard Case Box || Premium Life 5.5"" KELLY Hemostat FORCEPS (Straight)"
l3_collab,<a_177>,25,other,0.6,0.12,other:15; gauge_meter:8; fastener:1; adhesive_epoxy:1,"Nicholson File and Rasp Cleaner, 10"" Length (Pack of 1) || Nicholson 06706N Axe File, 8-Inch || Stanley 21-106 8-Inch Mill Bastard File || Nicholson 4 Piece Thread Repair File Set, Single Cut, Square Shape, Fine, 8-3/8"" Length || Dophee 10Pcs 240 Grit Flap Sanding Wheel Head Grinding Disc & 3mm Arbor for Rotary Tool"
l3_collab,<a_51>,16,other,0.8125,0.125,other:13; fastener:2; ventilation_fan:1,"Wesco 272018 Deheader with Plastic Hand Grip, For Steel Drums || Bellows Hand Duster BHD001 by Anteater || KitchenAid KSM8990WH 8-Quart Commercial Countertop Mixer, 10-Speed, Gear-Driven, White || WORKSHOP WS1625AM Air Mover Fan & Carpet Dryer, High Velocity Blower Fan/Floor Dryer with Collapsible Handle & Wheels || PowerSmith PAVC101 10 Amp Ash Vacuum"
l3_collab,<a_191>,41,gauge_meter,0.6097560975609756,0.24390243902439024,gauge_meter:25; other:9; connector_fitting:2; fastener:2; adhesive_epoxy:2; 3d_filament:1,"Vktech 5pcs 2M Waterproof Digital Temperature Temp Sensor Probe DS18b20 || Docooler&reg; Digital Temperature Controller Thermocouple with Sensor (-58~194&deg;F) 10A 110V || Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Fre || Uxcell -100-1250C 13 mm Thread 5mm Probe K Type Thermocouple Temperature Sensor || RioRand 12V DC Digital Cooling/Heating Thermostat Temp Control -50-110 &deg;c Temperature Controller 10A Relay With Wate"
l3_collab,<a_4>,59,other,0.7457627118644068,0.22033898305084745,other:44; gauge_meter:5; connector_fitting:4; fastener:4; adhesive_epoxy:1; tape:1,"100 x 2N2222 NPN TO-92 Plastic-Encapsulate Power Transistors 75V 600mA || E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075) || Top-cofrLD 1/4w Resistors Pack 164 values x 10pcs = 1640pcs 0-22M Metal Film Full range resistors Assortment Kits || Electronics-Salon 0.47uF to 1000uF Electrolytic Capacitors Assortment Kit, 13 Values, Total 200 Pieces || uxcell 1N60P Germanium Detector Diode FM AM TV Radio Detection 60 Pcs"
l3_collab,<a_136>,24,gauge_meter,0.375,0.16666666666666666,gauge_meter:9; other:7; connector_fitting:4; 3d_filament:4,"Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack || Honeytek A6013L Capacitor Tester || Hantek DSO5072P Digital Oscilloscope, 70 MHz Bandwidth, 1 GSa/s, 7.0"" Display || Rigol DS1054Z Digital Oscilloscopes - Bandwidth: 50 Mhz, Channels: 4 || Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator"
l3_collab,<a_202>,4,other,1.0,0.25,other:4,"HUMCO HOLDING GROUP 303950303963 Boric Acid Powder, 6 oz. || CloSYS Trial Size Intro Kit TSA Compliant || Purex Sta-Flo Liquid Starch, 64 Ounce || Corn Sugar 4lb"
l3_collab,<a_128>,39,other,0.6410256410256411,0.10256410256410256,other:25; gauge_meter:6; connector_fitting:4; 3d_filament:3; fastener:1,"Parts Express 3A Variable Transformer AC Power 0-130 VAC || FiiO D3 (D03K) Digital to Analog Audio Converter With Micca 6ft Optical Toslink Cable - 192kHz/24bit Optical and Coaxial || Orei DA21X Premium Optical SPDIF/Coaxial Digital to RCA L/R Analog Audio Converter with 3.5mm Jack Support Headphone/Spe || DAOKI 10PCS Digital DC 5V Amplifier Board Class D 23W USB Power Mini PAM8403 Audio Module || KORAD KA3005P - Programmable Precision Variable Adjustable 30V, 5A DC Linear Power Supply Digital Regulated Lab Grade"
l3_collab,<a_181>,12,other,0.6666666666666666,0.25,other:8; gauge_meter:4,"Science Purchase INSTANT Single Panel Drug Test Kit - Test For THC (marijuana) - 10 pk || Acid Test Kit Gold 10K 14K 18K 22K Silver Platinum Testing Stone Jewelers Tool || LabExact 1200158 W33 Cellulose Weighing Paper Sheet, Nitrogen Free, Non-Absorbing, High-Gloss, 3 x 3 Inches (Pack of 500 || Filter Paper, Qualitative, Medium, 11cm || Diffraction Grating Slides-Linear 1000 Line/mm"
l3_collab,<a_77>,6,other,0.5,0.16666666666666666,other:3; adhesive_epoxy:2; tape:1,"SIMMONS MFG 1350 Torque Arrestor || Devcon Epoxy Bathtub Repair Kit (Almond & White) || Dap 18172 10.1 Oz Ant Whi Alex Plus Acrylic Latex Caulk Plus Silicone || 100% Authentic Czech Pipe Tool - Tobacco Pipe Reamer Tamper Pokers Tool || Du-Bro 916 Electric Flyer Hinge Tape (1 roll, 15 ft)"
l3_collab,<a_31>,24,3d_filament,0.3333333333333333,0.25,3d_filament:8; other:8; gauge_meter:3; adhesive_epoxy:2; connector_fitting:2; fastener:1,"XCSOURCE 3D Printer MK8 Extruder Aluminum Frame Block DIY Kit Reprap i3 All Metal BI090 || Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer || Anycubic All Metal Right Hand MK8 Extruder Aluminum Frame Block DIY Kit for Reprap i3 3D Printer || RioRand(TM) RepRap Mega 2560(Arduino compatible),RAMPS 1.4,Stepstick Pololu A4988 Stepper Driver for 3D Printer,Prusa Me || HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3"
l3_collab,<a_137>,2,other,0.5,0.5,other:1; gauge_meter:1,PhysiciansCare by First Aid Only 90423 Handheld Portable Crank Radio with Flashlight || DE-5000 Handheld LCR Meter with accessories
l2_multihop_ranking,<a_196>,34,other,0.5,0.08823529411764706,other:17; connector_fitting:7; adhesive_epoxy:4; gauge_meter:4; ventilation_fan:1; fastener:1,"SUPCO SPP6 Relay/Capacitor Hard Start Kit with 500% Increase Starting Torque || Packard C230B 2 Pole 30 Amp Contactor, 120 Voltage Coil || MotoBatt MBCL5 5' 18AWG Cable Lead Extension || EATON 667-SP 660-Watt 125-volt Medium Base Ceiling Receptacle Lamp Holder with Pull Chain, Porcelain, White || Enerlites HET06A-White 1-5-10-15-20-30 Minutes Preset In-Wall Countdown Timer Switch, w Decorator Wall Plate, White"
l2_multihop_ranking,<a_98>,50,other,0.62,0.12,other:31; fastener:15; gauge_meter:3; adhesive_epoxy:1,"Stanley TRA708T Sharpshooter 1/2-Inch Leg Length Staples, Steel (1000 Count) || Stanley TRA708SST 1/2-Inch HD Stainless Steel Narrow Crown Staple || First Aid Only Scissors & Metal Forcep Pack || SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps || Stanley TRA700BN Heavy-Duty Staple & Brad Assortment, 2500-Pack"
l2_multihop_ranking,<a_186>,61,gauge_meter,0.7704918032786885,0.21311475409836064,gauge_meter:47; fastener:11; adhesive_epoxy:3,"Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack || Kreg SML-C2-250 Pocket Screws 2-Inch, 8 Coarse, Washer Head, 250 Count || BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box || BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box || PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack"
l2_multihop_ranking,<a_2>,42,other,0.5714285714285714,0.23809523809523808,other:24; gauge_meter:15; adhesive_epoxy:2; connector_fitting:1,"Dico 541-774-21/2 Nyalox Cup Brush 21/2-Inch Grey 80 Grit || Brush Research FLEX-HONE Cylinder Hone, GB Series, Silicon Carbide Abrasive, 3-1/4"" (83 mm) Diameter, 240 Grit Size || United Abrasives-SAIT 20063 Type 27 4-1/2-Inch x 1/4-Inch x 7/8-Inch Grade A24R Long Life Depressed Center Grinding Whee || Dico 541-786-21/2 Nyalox Cup Brush 21/2-Inch Blue 240 Grit || Century Drill and Tool 76221 Coarse Drill Cup Wire Brush, 2-3/4-Inch"
l2_multihop_ranking,<a_210>,71,adhesive_epoxy,0.8873239436619719,0.22535211267605634,adhesive_epoxy:63; tape:5; other:2; 3d_filament:1,"Hot Stuff Super T Medium Instant CA Glue, 2oz HST-4 || Loctite 1329837 243 Blue Medium Strength Threadlockers, 0.34 oz., 10 mL, 3/4"" Thread || Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear || Loctite Ultra Gel Control Super Glue 4-Gram (1363589) || Super Glue 15187 Super Glue, 12-Pack"
l2_multihop_ranking,<a_34>,64,other,0.625,0.21875,other:40; gauge_meter:13; adhesive_epoxy:8; fastener:2; connector_fitting:1,"PORTER-CABLE 740000801 4 1/2-Inch x 10yd 80 Grit Adhesive-Backed Sanding Roll || PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll || 4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel || Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4 || Dremel EZ407SA EZ Drum Sanding Band and Mandrel"
l2_multihop_ranking,<a_5>,57,other,0.8245614035087719,0.19298245614035087,other:47; gauge_meter:6; adhesive_epoxy:3; connector_fitting:1,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) || UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) || Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack || Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs || SG-40 Silica Gel Dehumidifier Desiccant 40 Gram Orange/Green No Cobalt (II) Chloride"
l2_multihop_ranking,<a_238>,79,connector_fitting,0.4050632911392405,0.22784810126582278,connector_fitting:32; gauge_meter:32; fastener:9; adhesive_epoxy:3; other:3,"Anderson Metals Brass Tube Fitting, Half-Union, 3/8"" Flare x 1/8"" Male Pipe || The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack || 18-8 Stainless Steel Flat Washer, Plain Finish, #10 Hole Size, 13/64"" ID, 7/16"" OD, 0.03"" Nominal Thickness (Pack of 100 || Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male || Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass"
