label,idx,item_id,family,title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_stage10,r720e_exact_rank,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720b_stage10,r720b_exact_rank,orig_align_stage10,orig_align_exact_rank
e_miss_vs_orig_align,1034,3468,3d_filament,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206>,13,0.7692307692307693,L1_missing_top10,9999,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L1_missing_top10,9999,exact_in_top10,6
e_miss_vs_orig_align,1082,1554,3d_filament,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,13,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,16,exact_in_top10,10
e_miss_vs_orig_align,1085,3546,3d_filament,Inland 1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,21,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,14,exact_in_top10,7
e_miss_vs_orig_align,1103,159,gauge_meter,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",<a_81>,21,0.7619047619047619,L1_missing_top10,48,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",L12_present_leaf_missing_top10,31,exact_in_top10,8
e_miss_vs_orig_align,1106,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,33,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,5,exact_in_top10,2
e_miss_vs_orig_align,1166,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,L1_missing_top10,11,824,other,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",exact_in_top10,1,exact_in_top10,1
e_miss_vs_orig_align,1181,119,other,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",<a_99>,21,0.47619047619047616,L1_missing_top10,9999,677,other,"Kimberly-Clark Professional 55083 PURPLE NITRILE Exam Gloves, 242 mm Length, Large, Purple (Box of 100)",L1_missing_top10,15,exact_in_top10,8
e_miss_vs_orig_align,1210,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_38>,19,1.0,L1_missing_top10,33,414,other,"Koch 7640040 Roller Chain Offset Link, 4-Pack, 40",exact_in_top10,5,exact_in_top10,10
e_miss_vs_orig_align,1225,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_142>,77,0.987012987012987,L1_present_L2_missing_top10,17,444,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",L1_missing_top10,24,exact_in_top10,6
e_miss_vs_orig_align,1229,1848,3d_filament,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,<a_178>,13,0.5384615384615384,L1_missing_top10,23,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",L1_missing_top10,32,exact_in_top10,2
e_miss_vs_orig_align,1254,95,connector_fitting,uxcell 5 Pcs Dual Row 4 Position Covered Screw Terminal Strip 600V 25A,<a_242>,21,0.9523809523809523,L1_present_L2_missing_top10,9999,1825,other,TEMCo 30 AWG Copper Magnet Wire - 2 oz 392 ft 155&deg;C Magnetic Coil Red,L1_missing_top10,9999,exact_in_top10,3
e_miss_vs_orig_align,1358,40,other,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_191>,20,1.0,L1_missing_top10,9999,503,other,"Pratt Plus ST.I-15V.20 Polyethylene Standard Bundling Cast Stretch Wrap, 2000' Length x 15"" Width x 8.1 microns Thick, Clear",exact_in_top10,3,exact_in_top10,4
e_miss_vs_orig_align,1378,415,other,"Miller Electric 229895 Gage, Wire Metal Sizes",<a_153>,22,0.9545454545454546,L1_missing_top10,9999,1353,other,Forney 72395 Reducing Bushing Adapters for 3/4-Inch Thick Bench Grinding Wheels,exact_in_top10,4,exact_in_top10,7
e_miss_vs_orig_align,1386,33,other,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),<a_153>,22,0.9545454545454546,L1_missing_top10,13,384,fastener,Skin Staple Remover Kit,L1_missing_top10,11,exact_in_top10,1
e_miss_vs_orig_align,1426,159,gauge_meter,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",<a_81>,21,0.7619047619047619,L1_missing_top10,9999,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",L12_present_leaf_missing_top10,16,exact_in_top10,8
e_miss_vs_orig_align,1467,72,gauge_meter,"Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter",<a_149>,18,0.5555555555555556,L1_missing_top10,9999,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",L1_missing_top10,9999,exact_in_top10,10
e_miss_vs_orig_align,1475,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168>,67,0.8059701492537313,L1_present_L2_missing_top10,16,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L1_present_L2_missing_top10,29,exact_in_top10,1
e_miss_vs_orig_align,1513,1554,3d_filament,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,13,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),exact_in_top10,10,exact_in_top10,8
e_miss_vs_orig_align,1520,273,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)",<a_0>,20,0.8,L12_present_leaf_missing_top10,12,272,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",L12_present_leaf_missing_top10,21,exact_in_top10,2
e_miss_vs_orig_align,1559,1982,other,"Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags",<a_254>,30,1.0,L1_missing_top10,20,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",exact_in_top10,7,exact_in_top10,9
e_miss_vs_orig_align,1591,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168>,67,0.8059701492537313,L1_present_L2_missing_top10,16,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",exact_in_top10,1,exact_in_top10,1
e_miss_vs_orig_align,1610,2721,3d_filament,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206>,13,0.7692307692307693,L1_missing_top10,9999,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,10,exact_in_top10,1
e_miss_vs_orig_align,1640,281,other,SE TL10 10-Piece Test Lead Set with Alligator Clips,<a_68>,19,0.8421052631578947,L1_missing_top10,15,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",L1_missing_top10,9999,exact_in_top10,10
e_miss_vs_orig_align,1643,1559,other,"Hakko CHP 7-SA Stainless Steel Non-Magnetic Precision Tweezers with Very-Fine Point Curved Tips, 4-1/2"" Length",<a_157>,13,0.38461538461538464,L12_present_leaf_missing_top10,33,698,metadata_placeholder,"Industrial & Scientific"" />",L1_missing_top10,15,exact_in_top10,2
e_miss_vs_orig_align,1687,1552,3d_filament,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,L12_present_leaf_missing_top10,41,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",exact_in_top10,10,exact_in_top10,9
e_miss_vs_orig_align,1697,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_120>,26,0.7692307692307693,L1_missing_top10,9999,1246,other,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply",L1_present_L2_missing_top10,22,exact_in_top10,4
e_miss_vs_orig_align,1710,1809,other,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",<a_76>,16,0.6875,L1_present_L2_missing_top10,44,1205,other,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",exact_in_top10,2,exact_in_top10,7
e_miss_vs_orig_align,1719,917,fastener,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax,<a_207>,20,0.4,L1_missing_top10,9999,1921,fastener,"Rok Hardware #6 x 5/8"" Flat Head Phillips Deep Thread Wood Screws Nickel (Zinc Finish) - Super Value 100 Pack",L1_missing_top10,9999,exact_in_top10,6
e_miss_vs_orig_align,1726,2365,other,SEOH Mohr Pipets Class B 25ml,<a_140>,41,0.975609756097561,L1_present_L2_missing_top10,9999,385,other,"Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)",L12_present_leaf_missing_top10,9999,exact_in_top10,2
e_miss_vs_orig_align,1732,2869,other,"13cm Dia. (5.1"") Filter Funnel, Buchner Style - 2 Parts, Polypropylene, Designed for 11-12.5cm Filter Paper",<a_73>,25,0.8,L1_present_L2_missing_top10,9999,3602,other,American Educational 7-771000 Clear Borosilicate Glass 1000mL Flat Bomex Bottom Boiling Flask,exact_in_top10,8,exact_in_top10,3
e_miss_vs_orig_align,1739,1184,other,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",<a_74>,21,0.9523809523809523,L1_present_L2_missing_top10,13,1246,other,"Keeper (02604 6' x 1"" Lift Sling, 1 Ply",L1_missing_top10,9999,exact_in_top10,10
e_miss_vs_orig_align,1752,2932,3d_filament,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,L12_present_leaf_missing_top10,13,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),exact_in_top10,2,exact_in_top10,1
e_win_vs_orig_align,11,450,tape,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",<a_122>,26,1.0,exact_in_top10,2,457,other,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle,L1_missing_top10,17,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,56,507,other,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.",<a_143>,32,0.59375,exact_in_top10,1,507,other,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.",exact_in_top10,1,L1_missing_top10,40
e_win_vs_orig_align,73,1385,other,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,<a_232>,32,0.9375,exact_in_top10,1,1385,other,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,exact_in_top10,6,L1_missing_top10,9999
e_win_vs_orig_align,78,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,5,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",exact_in_top10,3,L12_present_leaf_missing_top10,39
e_win_vs_orig_align,119,1887,gauge_meter,"Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1)",<a_12>,33,0.7272727272727273,exact_in_top10,7,1839,gauge_meter,"Bare Copper Wire, Bright, 14 AWG, 0.064"" Diameter, 80' Length (Pack of 1)",L12_present_leaf_missing_top10,9999,L12_present_leaf_missing_top10,9999
e_win_vs_orig_align,158,1911,gauge_meter,uxcell 1 Meter 65 Flat width 40mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black,<a_173>,24,0.4583333333333333,exact_in_top10,1,1911,gauge_meter,uxcell 1 Meter 65 Flat width 40mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black,L1_present_L2_missing_top10,9999,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,164,2419,3d_filament,"HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_142>,77,0.987012987012987,exact_in_top10,2,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",exact_in_top10,3,L1_present_L2_missing_top10,38
e_win_vs_orig_align,172,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",<a_123>,27,0.6666666666666666,exact_in_top10,3,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",L1_present_L2_missing_top10,12,L1_missing_top10,38
e_win_vs_orig_align,204,560,test_strip,"Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips",<a_183>,17,0.5294117647058824,exact_in_top10,7,2938,ventilation_fan,"VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''",L1_present_L2_missing_top10,9999,L12_present_leaf_missing_top10,11
e_win_vs_orig_align,247,116,tape,Rescue Tape RT1000201202USCO,<a_190>,17,0.8235294117647058,exact_in_top10,1,116,tape,Rescue Tape RT1000201202USCO,exact_in_top10,1,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,279,3579,3d_filament,Inland 1.75mm Natural PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),<a_165>,58,0.9655172413793104,exact_in_top10,5,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L12_present_leaf_missing_top10,40,L12_present_leaf_missing_top10,9999
e_win_vs_orig_align,280,3198,3d_filament,Inland 1.75mm Translucent Yellow PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),<a_165>,58,0.9655172413793104,exact_in_top10,10,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),L1_present_L2_missing_top10,9999,L12_present_leaf_missing_top10,9999
e_win_vs_orig_align,304,54,metadata_placeholder,"Industrial & Scientific"" />",<a_238>,19,1.0,exact_in_top10,3,1141,other,"Anytime Tools 5 Piece 3/8"" MINI LATHE INDEXABLE CARBIDE INSERT TOOL BIT SET",exact_in_top10,1,L1_missing_top10,17
e_win_vs_orig_align,321,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,exact_in_top10,9,521,connector_fitting,"Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey",exact_in_top10,3,L1_missing_top10,14
e_win_vs_orig_align,360,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,7,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",L1_present_L2_missing_top10,9999,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,372,1171,other,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",<a_14>,24,0.6666666666666666,exact_in_top10,8,1142,other,"Wirezoll a12051600ux0807 3/8"" x 3/8"" High Speed Steel HSS 4 Flute Straight End Mill Cutter",L1_missing_top10,9999,L1_missing_top10,33
e_win_vs_orig_align,401,1107,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_142>,77,0.987012987012987,exact_in_top10,7,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",L12_present_leaf_missing_top10,20,L12_present_leaf_missing_top10,19
e_win_vs_orig_align,404,93,other,"White SiliconeTubing, 1/2""ID, 3/4""OD, 1/8""Wall, 25' Length",<a_255>,19,0.7368421052631579,exact_in_top10,7,769,gauge_meter,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,L1_missing_top10,9999,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,410,2866,other,Innovating Science Gram's Stain Kit,<a_40>,6,0.5,exact_in_top10,7,1056,3d_filament,American Labs BS-144P-200S-22-A 144 Blank Microscope Slides and 200 Cover Glass Pre Cleaned - 2 Packs Ground Edges,L1_missing_top10,34,L1_missing_top10,9999
e_win_vs_orig_align,420,444,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_142>,77,0.987012987012987,exact_in_top10,2,3308,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",exact_in_top10,7,L12_present_leaf_missing_top10,22
e_win_vs_orig_align,425,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,exact_in_top10,6,150,other,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),exact_in_top10,5,L1_missing_top10,23
e_win_vs_orig_align,429,2151,3d_filament,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,<a_168>,67,0.8059701492537313,exact_in_top10,3,2297,adhesive_epoxy,"Bob Smith Industries BSI-161H UN-CURE Super Glue Debonder, 1 oz.",L1_missing_top10,17,L1_missing_top10,9999
e_win_vs_orig_align,475,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,5,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L1_present_L2_missing_top10,9999,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,478,37,other,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",<a_143>,32,0.59375,exact_in_top10,5,796,fastener,Hillman Toggle Bolt 90 Lb. 5 / Card,exact_in_top10,7,L1_present_L2_missing_top10,46
e_win_vs_orig_align,479,796,fastener,Hillman Toggle Bolt 90 Lb. 5 / Card,<a_187>,36,0.75,exact_in_top10,2,37,other,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",exact_in_top10,6,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,501,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,2,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",L12_present_leaf_missing_top10,9999,L12_present_leaf_missing_top10,26
e_win_vs_orig_align,515,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",L12_present_leaf_missing_top10,19,L12_present_leaf_missing_top10,16
e_win_vs_orig_align,529,1184,other,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",<a_74>,21,0.9523809523809523,exact_in_top10,3,1268,other,"Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408",L1_present_L2_missing_top10,44,L1_present_L2_missing_top10,17
e_win_vs_orig_align,566,218,ventilation_fan,Phresh Duct Silencer 8 in x 24 in,<a_31>,18,0.5555555555555556,exact_in_top10,3,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",L1_missing_top10,9999,L1_missing_top10,21
e_win_vs_orig_align,618,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_165>,58,0.9655172413793104,exact_in_top10,6,2739,3d_filament,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,L12_present_leaf_missing_top10,9999,L12_present_leaf_missing_top10,31
e_win_vs_orig_align,644,1285,connector_fitting,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",<a_222>,44,1.0,exact_in_top10,1,1285,connector_fitting,"Anderson Metals Brass Pipe Fitting, Coupling, 1/2"" x 1/2"" Female Pipe",exact_in_top10,2,L12_present_leaf_missing_top10,29
e_win_vs_orig_align,681,199,adhesive_epoxy,J-B Weld 50133 Plastic Bonder Structural Adhesive Syringe - Dries Tan - 25 ml,<a_67>,20,0.55,exact_in_top10,10,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",L1_missing_top10,9999,L1_missing_top10,9999
e_win_vs_orig_align,694,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,exact_in_top10,4,140,other,DuPont Teflon Silicone Lubricant,L1_missing_top10,9999,L1_missing_top10,14
e_win_vs_orig_align,727,970,gauge_meter,Wixey WR25 Mini Digital Height Gauge,<a_160>,14,0.6428571428571429,exact_in_top10,5,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,exact_in_top10,6,L1_missing_top10,19
e_win_vs_orig_align,728,1395,fastener,KREG Tools SSW Kreg Screw Selector Wheel. Woodworking,<a_251>,33,0.9090909090909091,exact_in_top10,2,359,fastener,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,L1_present_L2_missing_top10,15,L12_present_leaf_missing_top10,16
e_win_vs_orig_align,785,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_81>,21,0.7619047619047619,exact_in_top10,7,926,other,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",exact_in_top10,3,L1_missing_top10,9999
e_win_vs_orig_align,798,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_142>,77,0.987012987012987,exact_in_top10,7,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,L1_missing_top10,14,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,802,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,exact_in_top10,4,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",L1_present_L2_missing_top10,9999,L12_present_leaf_missing_top10,9999
e_win_vs_orig_align,853,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",<a_122>,26,1.0,exact_in_top10,3,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",exact_in_top10,6,L1_missing_top10,13
e_win_vs_orig_align,855,125,tape,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",<a_122>,26,1.0,exact_in_top10,5,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",exact_in_top10,3,L1_missing_top10,36
e_win_vs_orig_align,861,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160>,14,0.6428571428571429,exact_in_top10,4,1957,adhesive_epoxy,Devcon Epoxy Bathtub Repair Kit (Almond & White),exact_in_top10,1,L1_missing_top10,9999
e_win_vs_orig_align,917,3654,3d_filament,1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_165>,58,0.9655172413793104,exact_in_top10,2,2739,3d_filament,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,L12_present_leaf_missing_top10,48,L1_present_L2_missing_top10,9999
e_win_vs_orig_align,925,42,connector_fitting,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",<a_233>,17,0.6470588235294118,exact_in_top10,10,101,connector_fitting,"Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass",exact_in_top10,9,L1_missing_top10,32
