variant,l1,l2,size,dominant_family,family_purity,brand_purity,family_counts,sample_titles
l3_collab,<a_78>,<b_39>,1,gauge_meter,1.0,1.0,gauge_meter:1,GQ GMC300EPlus Fulfill Digital Nuclear Radiation Detector Monitor Meter
l3_collab,<a_31>,<b_55>,1,connector_fitting,1.0,1.0,connector_fitting:1,HICTOP 3D Printer Control Board MKS Base V1.3 RepRap Arduino-Compatible Mother Board
l3_collab,<a_48>,<b_171>,2,other,0.5,0.5,other:1; connector_fitting:1,"SEOH 500ml Long Neck Round Bottom Boiling Flask || American Educational 7-880500-A Filtering Flask, Bomex Brand Clear Borosilicate Glass, 500mL Capacity"
l3_collab,<a_210>,<b_38>,1,other,1.0,1.0,other:1,"ZING 2268 Eco Parking Sign, No Parking Anytime, Left and Right Arrow, 18Hx12W, Engineer Grade Prismatic, Recycled Alumin"
l3_collab,<a_121>,<b_28>,1,gauge_meter,1.0,1.0,gauge_meter:1,ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food
l3_collab,<a_250>,<b_157>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Legris 6340 60 00WP2 LIQUIfit Push-to-Connect Fitting, Wye, 3/8"" Tube OD"
l3_collab,<a_130>,<b_101>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"System Three 1-Quart SculpWood Moldable Epoxy Putty, 90301"
l3_collab,<a_198>,<b_181>,1,other,1.0,1.0,other:1,Strmlght Tlr Remote Door/Switch Assy
l3_collab,<a_149>,<b_130>,1,other,1.0,1.0,other:1,30-10071 Spdt N.o./n.c. Magnetic Reed Switch (1)
l3_collab,<a_148>,<b_165>,1,other,1.0,1.0,other:1,Wixey WR550 Remote Planer Readout
l3_collab,<a_34>,<b_203>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Corning Pyrex 1000-600 Glass 600mL Graduated Low Form Griffin Beaker, 50mL Graduation Interval, with Double Scale"
l3_collab,<a_236>,<b_158>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Whirlpool 9709231 Replacement Gear Parts
l3_collab,<a_4>,<b_186>,2,other,1.0,0.5,other:2,"2x ATMEL ATTINY85-20PU 8-BIT 20MHz MCU || ATMEL ATTINY85-20PU MCU, 8BIT, ATTINY, 20MHZ, DIP-8 (10 pieces)"
l3_collab,<a_254>,<b_33>,1,3d_filament,1.0,1.0,3d_filament:1,"Filabot TB1 Taulman BRIDGE Filament, 1.75 mm, White"
l3_collab,<a_252>,<b_6>,1,connector_fitting,1.0,1.0,connector_fitting:1,Cast Corner Bracket for 20mm Aluminum Extrusion 20x20x17mm (Pack of 10)
l3_collab,<a_125>,<b_8>,1,fastener,1.0,1.0,fastener:1,"Stanley Swkbn625S Brad Nails, 5/8-Inch, 1000-Pack"
l3_collab,<a_48>,<b_185>,1,other,1.0,1.0,other:1,"Uxcell a12073000ux0897 Plastic 5.3"" Liquid Dropper Pasteur Pipette"
l3_collab,<a_250>,<b_158>,1,gauge_meter,1.0,1.0,gauge_meter:1,"5/8"" Heavy Duty Double Gripping Nylon Hose Clamps, 225&deg; F / 200 PSI Rated, 10 Pack (Made in USA/UK)"
l3_collab,<a_163>,<b_56>,1,fastener,1.0,1.0,fastener:1,"Ribbed ""L"" Series Rivet Nuts - Material: Steel-Yellow Zinc, Thread Size: 8-32 UNC, Grip Range: .020-.080, 100 Piece Box"
l3_collab,<a_48>,<b_242>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes
l3_collab,<a_251>,<b_140>,1,other,1.0,1.0,other:1,"GSC International RS-SOLID-A Stoppers Rubber, Assorted Solid, 1 lb., Pack of 30"
l3_collab,<a_48>,<b_137>,1,other,1.0,1.0,other:1,"213U6 Karter Scientific Reagent Bottle, Amber, 500mL, Narrow Mouth w/Stopper Size 33, 85mm x 172mm"
l3_collab,<a_48>,<b_126>,1,gauge_meter,1.0,1.0,gauge_meter:1,SEOH Graduated Cylinder Borosilicate Glass Round Base - Capacity (ml) 100 -
l3_collab,<a_245>,<b_211>,1,other,1.0,1.0,other:1,"Stanley Interlocking Anti-Fatigue Utility Mat &ndash; Edge (2-pack), 24-inch x 24-inch x 0.6-inch"
l3_collab,<a_115>,<b_126>,1,gauge_meter,1.0,1.0,gauge_meter:1,"HM Digital 716160 COM-100 Waterproof Professional Series Combo Meter, 7"", White/Purple"
l3_collab,<a_115>,<b_175>,1,other,1.0,1.0,other:1,Learning Resources Ph Paper
l3_collab,<a_158>,<b_209>,1,other,1.0,1.0,other:1,Propylene Glycol - Food Grade USP - 1 Gallon
l3_collab,<a_38>,<b_85>,1,other,1.0,1.0,other:1,"Colgate Extra Clean Full Head, Medium Toothbrush, 4 Count"
l3_collab,<a_96>,<b_0>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Pomona 1296 BNC (M) Binding Posts
l3_collab,<a_1>,<b_172>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Rectorseal 31631 1/4 Pint Brush Top Tru-Blu&nbsp;Pipe Thread Sealant
l3_collab,<a_251>,<b_139>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Funnel, Short stem, Glass - 100 mm. [ 1 Ea.]"
l3_collab,<a_39>,<b_219>,1,tape,1.0,1.0,tape:1,"Bertech Double Sided White PE Foam Tape, 1/16"" Thick, 3/4"" Wide x 36 Yards Long, White"
l3_collab,<a_25>,<b_40>,1,gauge_meter,1.0,1.0,gauge_meter:1,"LDR 020 9645 Pressure Gauge, 3/4-Inch IPS, 200 lb. Pressure"
l3_collab,<a_250>,<b_101>,1,connector_fitting,1.0,1.0,connector_fitting:1,"Malida 1/4 inch Quick Connect Check Valve for RO purifiers Water Reverse Osmosis System,5PCS"
l3_collab,<a_191>,<b_148>,1,other,1.0,1.0,other:1,Lightobject ETC-JLD612-A Dual Display PID Temperature Controller
l3_collab,<a_254>,<b_143>,2,3d_filament,1.0,1.0,3d_filament:2,"PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm || PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm"
l3_collab,<a_252>,<b_74>,1,fastener,1.0,1.0,fastener:1,5 Pcs 50mm x 50mm Right Angle Stainless Steel Corner Bracket
l3_collab,<a_149>,<b_223>,1,connector_fitting,1.0,1.0,connector_fitting:1,URBESTAC 250V 5A SPDT 1NO 1NC Momentary Hinge Roller Lever Micro Switches 3 Pins 10 Pcs
l3_collab,<a_38>,<b_112>,1,other,1.0,1.0,other:1,O-Cedar O-Duster Robotic Floor Cleaner
l3_collab,<a_84>,<b_160>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Fieldpiece ST4 Dual Temperature Meter, -58 to 2000F(-50 to 1300C)"
l3_collab,<a_251>,<b_155>,1,fastener,1.0,1.0,fastener:1,100 Pcs Empty Eye Dropper Bottle Plastic Eye Liquid Screw Cap Lids 5ml
l3_collab,<a_52>,<b_79>,2,fastener,0.5,0.5,fastener:1; other:1,"LabStock Brand 120ml / 4oz Amber Glass Packer Bottle, Pack of 12 || Amber Glass Bottle 4oz with Dropper(12 pack)"
l3_collab,<a_156>,<b_126>,1,other,1.0,1.0,other:1,ieasysexy 2015 style 50pcs Empty plastic dropper bottle/Dropping Bottles(Drops of plug can removable)plastic bottle Eye 
l3_collab,<a_49>,<b_141>,1,other,1.0,1.0,other:1,Black Iron Oxide - Fe3O4 - Natural - 5 Pounds
l3_collab,<a_29>,<b_218>,1,fastener,1.0,1.0,fastener:1,"SE 70778696 Alligator Forceps, 6.5"
l3_collab,<a_246>,<b_120>,1,other,1.0,1.0,other:1,"Aketek 3x Solderless BreadBoard, 400 tie-points, 4 power rails, 3.3 x 2.1 x 0.3in (84 x 54 x 9mm)"
l3_collab,<a_252>,<b_198>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Pack of 12 Double Sided Plated-through Holes (THP) 2""x1.34"" 250hole Epoxy Fiber Pitch 0.1"" (Veroboard)"
l3_collab,<a_34>,<b_236>,1,other,1.0,1.0,other:1,"Electronics-Salon 20PCS Double-Side Prototype Board PCB, FR-4 Glass Fiber(50x70mm 5PCS, 40x60mm 5PCS, 30x70mm 5PCS, 20x8"
l3_collab,<a_252>,<b_86>,1,gauge_meter,1.0,1.0,gauge_meter:1,Ajax Scientific 7 Piece Plastic Gear and Bushing Set
l3_collab,<a_101>,<b_56>,1,other,1.0,1.0,other:1,50pcs x Superbright 10mm Round LED Light Lamp Ultra Bright 10mm White led 30000MCD
l3_collab,<a_106>,<b_216>,1,other,1.0,1.0,other:1,"Sponge Neoprene With Adhesive 1/8"" Thick X 54"" Wide X 1'"
l3_collab,<a_143>,<b_191>,1,connector_fitting,1.0,1.0,connector_fitting:1,Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor
l3_collab,<a_4>,<b_37>,1,other,1.0,1.0,other:1,"E-Projects 25EP514150R 150 Ohm Resistors, 1/4 W, 5% (Pack of 25)"
l3_collab,<a_131>,<b_98>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Female Pipe"
l3_collab,<a_202>,<b_72>,1,other,1.0,1.0,other:1,Corn Sugar 4lb
l3_collab,<a_48>,<b_91>,1,other,1.0,1.0,other:1,SEOH 10ml All Glass Graduated Cylinder
l3_collab,<a_25>,<b_121>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,"Valterra 700-10 PVC Ball Valve, White, 1"" Slip"
l3_collab,<a_198>,<b_40>,1,gauge_meter,1.0,1.0,gauge_meter:1,Coaxial Centering Indicator
l3_collab,<a_54>,<b_9>,1,gauge_meter,1.0,1.0,gauge_meter:1,"211 Silicone O-Ring, 70A Durometer, Red, 13/16"" ID, 1-1/16"" OD, 1/8"" Width (Pack of 5)"
l3_collab,<a_25>,<b_205>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Duda Energy VCV-WOG1000-F075 Vertical Check Valve, 304 Stainless Steel, 3/4"" NPT Spring Loaded In-line Low Cracking Pres"
l3_collab,<a_86>,<b_122>,2,other,1.0,0.5,other:2,"HFS(R) 4"" x 4"" 100mm Stainless Steel Lab Jack Scissor Stand Platform 3kg/6.6lbs Load Bearing 3kg/6.6lbs || Drillpro 4x4'' Scientific Lab Jack Aluminum Lab Lifting Platform Stand Rack Scissor Lab-Lift Lifter"
l3_collab,<a_84>,<b_69>,1,gauge_meter,1.0,1.0,gauge_meter:1,"12"" Laboratory Thermometer"
l3_collab,<a_172>,<b_39>,1,fastener,1.0,1.0,fastener:1,PURE Potassium Hydroxide Flakes - 2 LB (Caustic Potash Anhydrous KOH Dry)
l3_collab,<a_76>,<b_0>,1,connector_fitting,1.0,1.0,connector_fitting:1,JISTL 75 Type Plastic Crown Gear Single Double Reduction Gear Worm Gear
l3_collab,<a_172>,<b_214>,1,other,1.0,1.0,other:1,Fermcap-S Foam Inhibitor- 1 oz.
l3_collab,<a_236>,<b_205>,1,other,1.0,1.0,other:1,"Taco 007-F5 Cast Iron Circulator, 1/25 HP"
l3_collab,<a_96>,<b_245>,1,gauge_meter,1.0,1.0,gauge_meter:1,Electronic Specialties 618 Green/Yellow/Red/Black 3.25 x 0.25 x 0.25 Mini Back Probe/Wire Piercer
l3_collab,<a_81>,<b_117>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Rotometals Kilo Bismuth Metal 99.99% Premium Grade
l3_collab,<a_21>,<b_125>,1,gauge_meter,1.0,1.0,gauge_meter:1,"1 ct CMS Magnetics 120LB Holding Power Round Base Magnet RB85 3.8"" Cup Magnet"
l3_collab,<a_76>,<b_76>,1,other,1.0,1.0,other:1,Mercurry GT2 Timing Belt Torsion Spring For 3D Printer 6mm Width Belt Pack of 10
l3_collab,<a_88>,<b_214>,1,3d_filament,1.0,1.0,3d_filament:1,"BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3)"
l3_collab,<a_224>,<b_71>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,ASI PR005-1M Steel Slotted Din Rail (Pack of 10)
l3_collab,<a_251>,<b_25>,1,fastener,1.0,1.0,fastener:1,MEDLINE Perineal Irrigation Bottle
l3_collab,<a_21>,<b_52>,1,other,1.0,1.0,other:1,"MASTER MAGNETICS TV629097 2.65"" D Round Base Magnet"
l3_collab,<a_84>,<b_84>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Brewcraft Strip Thermometer Carboy Fermenter Homebrew Beer New
l3_collab,<a_172>,<b_183>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,1 lb. Potassium Sorbate Preservative Food Grade Wine Stabilizer Beer Wine Making
l3_collab,<a_251>,<b_224>,1,connector_fitting,1.0,1.0,connector_fitting:1,Ferrari Automatic Bottle Filler
l3_collab,<a_25>,<b_191>,3,gauge_meter,0.6666666666666666,0.3333333333333333,gauge_meter:2; adhesive_epoxy:1,"Uxcell a14041400ux1070 2Pcs LM6LUU 6mm Shaft Dia Double Wide Sealed Linear Motion Bearing, 0.47"" width, 0.24 Metal || TEN-HIGH Linear Motion 8 mm Shaft, 495 mm Length, Chrome Plated, Case Hardened, Metric || Linear Motion 8 mm Shaft, 30"" Length, Chrome Plated, Case Hardened, Metric"
l3_collab,<a_4>,<b_53>,2,other,1.0,1.0,other:2,"E-Projects 25EP514120R 120 Ohm Resistors, 1/4 W, 5% (Pack of 25) || E-Projects 100EP514200R 200 Ohm Resistors, 1/4 W, 5% (Pack of 100)"
l3_collab,<a_34>,<b_177>,1,3d_filament,1.0,1.0,3d_filament:1,Octave Red ABS Filament for 3D Printers - 1.75mm 1kg Spool
l3_collab,<a_115>,<b_152>,1,gauge_meter,1.0,1.0,gauge_meter:1,"HM Digital PH-STOR PH Electrode Storage Solution for Use with PH-200 or PH-80, 60cc Volume"
l3_collab,<a_236>,<b_135>,1,ventilation_fan,1.0,1.0,ventilation_fan:1,"iPower 4 Inch 190 CFM Duct Inline Fan with 4"" Carbon Filter 8 Feet Ducting Combo for Grow Tent Ventilation"
l3_collab,<a_52>,<b_229>,1,other,1.0,1.0,other:1,1 ml (1/4 dram) Amber Glass Vial with Orifice Reducer & Black Plastic Cap (12 Pack)
l3_collab,<a_12>,<b_71>,1,gauge_meter,1.0,1.0,gauge_meter:1,CRC 03084 11oz Dry Moly Lubricant Aerosol Spray
l3_collab,<a_191>,<b_189>,1,other,1.0,1.0,other:1,BestTong Bridge Rectifier 100A 1600V Full Wave Diode Module Single Phase MDQ100A
l3_collab,<a_39>,<b_239>,1,tape,1.0,1.0,tape:1,"Times Microwave Professional Weatherproof Self-Bonding Silicone Sealing Tape for Coax Connectors / Antennas (1.5"" x 15')"
l3_collab,<a_238>,<b_134>,1,tape,1.0,1.0,tape:1,"FibaTape FDW8436-U 2-Inch by 150-Feet Cement Board Tape-Alkali-Resistant/Self-Adhesive, Grey"
l3_collab,<a_21>,<b_82>,1,other,1.0,1.0,other:1,CMS Magnetics Super Strong 1&rdquo; Neodymium Cube Magnet &ndash; Storage Box Included for Added Safety
l3_collab,<a_34>,<b_42>,1,other,1.0,1.0,other:1,"T&J Exclusives&reg; 5mm Assorted Clear LED Light Emitting Diodes w/ Resistors (8 Colors, Pack of 80)"
l3_collab,<a_224>,<b_113>,1,other,1.0,1.0,other:1,"Nite Ize LSBM-01-2R3 S-Biner MicroLock Stainless Steel, 2-Pack, Black"
l3_collab,<a_34>,<b_127>,1,other,1.0,1.0,other:1,uxcell 140 Pcs Breadboard Board Jumper Cable Wire Kit w Box
l3_collab,<a_88>,<b_212>,1,3d_filament,1.0,1.0,3d_filament:1,"High Lubricity Wear Resistant Nozzle Upgrade MK10 0.4 mm (For FlashForge, Wanhao D4 and i3, Dremel)"
l3_collab,<a_48>,<b_255>,1,gauge_meter,1.0,1.0,gauge_meter:1,SEOH Beaker 3000ml Borosilicate Glass
l3_collab,<a_236>,<b_225>,1,fastener,1.0,1.0,fastener:1,"Shurflo 2088-554-144 Fresh Water Pump, 12 Volts, 3.5 Gallons Per Minute, 45 Psi"
l3_collab,<a_189>,<b_69>,1,other,1.0,1.0,other:1,"Rubbermaid Commercial Products BRUTE Heavy-Duty Round Waste/Utility Lid for 20-Gallon Container, White (FG261960WHT)"
l3_collab,<a_224>,<b_17>,1,other,1.0,1.0,other:1,Budget Life-Size Skull
l3_collab,<a_246>,<b_38>,1,connector_fitting,1.0,1.0,connector_fitting:1,Uxcell a13102800ux0447 3V CR2032/ CR2025 Cell Battery Adapter Black Silver Tone (Pack of 10)
l3_collab,<a_136>,<b_39>,1,other,1.0,1.0,other:1,Function Generator DIY KIT by JYE Tech FG085
l3_collab,<a_128>,<b_224>,1,gauge_meter,1.0,1.0,gauge_meter:1,Rigol DP832 Triple Output 195 Watt Power Supply
l3_collab,<a_218>,<b_0>,1,other,1.0,1.0,other:1,"Uxcell a14082700ux0095 Right Latch Hook Antique Wood Box Hasp Catch Decor, Bronze Tone, 20-Piece"
l3_collab,<a_149>,<b_75>,1,gauge_meter,1.0,1.0,gauge_meter:1,uxcell 660V 20A 6 Terminals 4 Positions Rotary Cam Changeover Switch
l3_collab,<a_251>,<b_51>,1,other,1.0,1.0,other:1,60ml Catheter Tip Disposable Syringe by Care Touch (1 60ml Syringe)
l3_collab,<a_245>,<b_155>,1,other,1.0,1.0,other:1,(2 Pack) Petrol Gel Food Grade Equipment LubricantNSF (2/4 oz. Tube)
l3_collab,<a_49>,<b_244>,1,other,1.0,1.0,other:1,Airway Kit - Nasopharygngeal Respiration Tubes In 5 Sizes - With Surgilube Jelly Packets
l3_collab,<a_52>,<b_151>,1,other,1.0,1.0,other:1,6 Gallon Glass Carboy by 6 Gallon Glass Carboy
l3_collab,<a_42>,<b_88>,1,other,1.0,1.0,other:1,1 X Bronze PVC Shrink Capsules- 30 Per Bag
l3_collab,<a_172>,<b_57>,1,other,1.0,1.0,other:1,Lalvin ICV D-47 Wine Yeast (Pack of 10)
l3_collab,<a_246>,<b_15>,1,gauge_meter,1.0,1.0,gauge_meter:1,SODIAL(R) 5x ZY-170 Mini Solderless Prototype Breadboard for Arduino Shield White
l3_collab,<a_121>,<b_177>,1,gauge_meter,1.0,1.0,gauge_meter:1,Ade Advanced Optics Beer Wort and Wine Refractometer Double Scale 1.000-1.120 S.G + Brix 0-32%
l3_collab,<a_106>,<b_51>,1,other,1.0,1.0,other:1,Devcon 12045 Premium Silicone Adhesive - 1.76 oz.
l3_collab,<a_52>,<b_199>,1,fastener,1.0,1.0,fastener:1,1/4 Dram AMBER Glass Vial - Screw Cap w/ Orifice Reducer - Pack of 24
l3_collab,<a_247>,<b_51>,1,connector_fitting,1.0,1.0,connector_fitting:1,"1/2"" Male Hose Barb Adapters Stainless Steel NPT 0.5"
l3_collab,<a_196>,<b_50>,1,fastener,1.0,1.0,fastener:1,StainlessTown K18FNW Stainless Steel Fender Washer Assortment Kit
l3_collab,<a_54>,<b_93>,1,tape,1.0,1.0,tape:1,Harvey 017065 Gas Line PTFE Thread Seal Tape
l3_collab,<a_31>,<b_148>,1,other,1.0,1.0,other:1,HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3
l3_collab,<a_14>,<b_60>,1,fastener,1.0,1.0,fastener:1,TOPINSTOCK 2020 Drop in Post Assembly M4 T-nut for 20 x 20 Aluminum Extrusion Pack of 100
l3_collab,<a_254>,<b_42>,3,3d_filament,1.0,0.6666666666666666,3d_filament:3,"Anycubic 1.75mm Skin Color PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.05mm || Cutequeen 3D-PLA-1.75mm-1KG 3D Printer Filament,1.75 mm Diameter,Dimensional Accuracy +/- 0.05mm,1000g Spool,White || Cutequeen PLA Plastic Filament Cartridge,1.75 mm Diameter,Dimensional Accuracy +/- 0.05mm,1000g,Blue"
l3_collab,<a_76>,<b_130>,1,connector_fitting,1.0,1.0,connector_fitting:1,Uxcell a13052700ux0259 6.35mm to 6.35mm CNC Stepper Motor Shaft Coupling Coupler for Encoder
l3_collab,<a_128>,<b_138>,1,other,1.0,1.0,other:1,SMAKN TB6600 Upgraded Version 32 Segments 4A 40V 57/86 Stepper Motor Driver
l3_collab,<a_31>,<b_83>,1,3d_filament,1.0,1.0,3d_filament:1,Wangdd22 3D Printer J-head Hotend with Fan for 1.75mm 12v V6 Direct Filament Wade Extruder 0.4mm Nozzle+Volcano kit
l3_collab,<a_88>,<b_34>,1,other,1.0,1.0,other:1,"RioRand(TM) Borosilicate glass for heatbed MK2/MK2A of 3D printer,Reprap, Mendel"
l3_collab,<a_88>,<b_19>,1,other,1.0,1.0,other:1,Wisamic 4 Variety Pack 3d Printer 0.2mm 0.3mm 0.4mm 0.5mm Nozzles Extruder Nozzle Print Head for Mk8 Makerbot
l3_collab,<a_174>,<b_139>,1,connector_fitting,1.0,1.0,connector_fitting:1,Uxcell a11091900ux0002 &Acirc; SMA Male to Female Nut Bulkhead Crimp RG316 Cable Jumper Pigtail 15cm
l3_collab,<a_76>,<b_233>,1,gauge_meter,1.0,1.0,gauge_meter:1,SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC
l3_collab,<a_198>,<b_208>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Uxcell a13041000ux0108 Silver Tone Top Rotary Knobs for 6 mm Dia. Shaft Potentiometer, 10 Piece, 19 mm, Black"
l3_collab,<a_254>,<b_87>,2,3d_filament,1.0,0.5,3d_filament:2,"MeltInk3D PLA Filament For 3D Printers - 1.75mm PLA Filament - 1 kg - Made in USA - Dark Green || Dremel PLA 3D Printer Filament, 1.75 mm Diameter, 0.5 kg Spool Weight, White Translucent"
l3_collab,<a_254>,<b_168>,1,3d_filament,1.0,1.0,3d_filament:1,"LulzBot ABS 3D Printer Filament, 3 mm Diameter, 1 kg Spool, Red"
l3_collab,<a_88>,<b_45>,1,3d_filament,1.0,1.0,3d_filament:1,"StrongFinish Thermal Glass for 3D Printer Platform Printing Bed 9"" x 6"" x 0.25"
l3_collab,<a_254>,<b_110>,3,3d_filament,1.0,1.0,3d_filament:3,"MeltInk3D PLA- 1K175BLK05 Black PLA 3D Printer Filament &Oslash; 1.75mm, 1Kg (2.2 Lb), MADE in U.S.A, Dimensional Accura || MeltInk3D PLA-1K175GLD05 Gold PLA 3D Printer Filament &Atilde;&tilde; 1.75mm, 1Kg (2.2 Lb), MADE in USA, Dimensional Acc || MeltInk3D PLA-1K175RED05 Red PLA 3D Printer Filament &Oslash; 1.75mm, 1Kg (2.2 Lb), MADE in USA, Dimensional Accuracy: &"
l3_collab,<a_235>,<b_124>,1,tape,1.0,1.0,tape:1,"4"" x 36 yds - 1 Mil Kapton Tape Polyimide Tape"
l3_collab,<a_96>,<b_204>,1,gauge_meter,1.0,1.0,gauge_meter:1,uxcell 2 Pcs K Type 500C Wire Lead Measuring Thermocouple Sensor 1M 3.3Ft
l3_collab,<a_208>,<b_187>,1,other,1.0,1.0,other:1,Melting Dish Casting Crucible Tool Ingot Mold
l3_collab,<a_176>,<b_5>,1,other,1.0,1.0,other:1,6-36VDC 4mm Detecting Distance NO Inductive Proximity Switch LJ12A3-4-Z/BY
l3_collab,<a_237>,<b_12>,1,other,1.0,1.0,other:1,"Everdixie USA Dual Head Stethoscope, Pink"
l3_collab,<a_38>,<b_207>,1,other,1.0,1.0,other:1,GUM Flosbrush Mint [861] 100 Feet
l3_collab,<a_156>,<b_51>,1,other,1.0,1.0,other:1,"Perineal Irrigation 8 ounce Cleansing Bottle (Pack of 3) lavette irrigation bottle for post-partum, new mothers, and bid"
l3_collab,<a_175>,<b_103>,1,other,1.0,1.0,other:1,"Huhushop(TM) white 0.96"" I2C IIC SPI Serial 128X64 OLED LCD LED Display Module For Arduino"
l3_collab,<a_246>,<b_51>,2,connector_fitting,0.5,1.0,connector_fitting:1; fastener:1,Addicore 5 Pack nRF24L01+ and ESP8266 Breadboard Breakout Adapter Board (BB-ADTR) || Addicore 2 Pack ESP8266 ESP-01 WiFi Wireless Tranceiver Module 1MB Flash in Antistatic Foam Arduino Compatible
l3_collab,<a_235>,<b_39>,1,tape,1.0,1.0,tape:1,Foxnovo High Temperature Heat Resistant Tape Polyimide Film Adhesive Tape (30mm33m)
l3_collab,<a_115>,<b_76>,1,gauge_meter,1.0,1.0,gauge_meter:1,HMD PH-200 Digital Professional Waterproof 0-14 PH & Temperature Meter
l3_collab,<a_115>,<b_163>,1,gauge_meter,1.0,1.0,gauge_meter:1,HM Digital COM100 Waterproof EC/TDS And Temperature Combo Meter
l3_collab,<a_4>,<b_55>,1,gauge_meter,1.0,1.0,gauge_meter:1,"Uxcell a14050500ux0216 HC-49S DIP Quartz Crystal Oscillator, 16 MHz, 16.000 MHz, 10 Piece"
l3_collab,<a_191>,<b_17>,2,adhesive_epoxy,1.0,1.0,adhesive_epoxy:2,"Uxcell a14092200ux0209 50 Piece 10K Ohm 0.05W 3435B NTC Thermistors Resistor, MF52-103 Type || uxcell 100 Pcs 10K Ohm 3% Temperature Measurement NTC Thermistors MF52-103"
l3_collab,<a_4>,<b_153>,1,other,1.0,1.0,other:1,"Genteq Capacitor 10 UF MFD 370V 97F9002, 97F9002s (Replaces Old GE# 97F9002BZ3, Z97F9002, 27L669), 10 MFD at 370V, Oval"
l3_collab,<a_48>,<b_179>,1,other,1.0,1.0,other:1,"SEOH Glass Stir Rod 10"" - 1 EA"
l3_collab,<a_246>,<b_195>,1,adhesive_epoxy,1.0,1.0,adhesive_epoxy:1,Uxcell a13101700ux0207 10 Pcs 20mm x 20mm x 6mm Aluminum Heatsink for IC MOSFET SCR (Pack of 10)
l3_collab,<a_76>,<b_84>,1,gauge_meter,1.0,1.0,gauge_meter:1,Mercurry 10 Meters GT2 timing belt width 6mm Fit for RepRap Mendel Rostock Prusa GT2-6mm Belt
l3_collab,<a_88>,<b_67>,1,other,1.0,1.0,other:1,Anycubic Barrel Stainless Steel Nozzle Throat with PTFE Tube for V6 3D Printer 1.75mm Extruder Hot End
l3_collab,<a_100>,<b_162>,1,fastener,1.0,1.0,fastener:1,Staple Remover Kit
l3_collab,<a_191>,<b_33>,2,gauge_meter,1.0,1.0,gauge_meter:2,5PCS Nema 17 Stepper Motor Bipolar 2A 84oz.in 48mm 4-lead for 3D Printer/CNC || 5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC
l3_collab,<a_88>,<b_161>,1,other,1.0,1.0,other:1,FlashForge FFH001 2 Nozzles and 4 Teflon Tubes kit for FlashForge Creator Pro and Dreamer (Pack of 6)
l3_collab,<a_4>,<b_189>,1,tape,1.0,1.0,tape:1,"SUNKEE 100 pcs Rectifier Diode Tape kit,1N4148 1N4007 1N5819 1N5399 FR107 FR207 1N5408 1N5822"
l3_collab,<a_4>,<b_72>,1,other,1.0,1.0,other:1,"E-Projects 10EP51410K0 10k Ohm Resistors, 1/4 W, 5% (Pack of 10)"
l3_collab,<a_74>,<b_0>,1,other,1.0,1.0,other:1,Gladiator GACK04KDSX Ready-to-Assemble Caster Kit
l3_collab,<a_236>,<b_42>,1,ventilation_fan,1.0,1.0,ventilation_fan:1,"Hydroplanet&trade; 4 Inch Duct Booster Fan,exhaust Fan High Cfm, 4"" 65-100 CFM (4 Inch)"
l3_collab,<a_125>,<b_242>,1,other,1.0,1.0,other:1,KING DO WAY 3pcs HSS Spiral grooved Step Drill Bit 4mm to 12mm/20mm/32mm Cut Tool Set
