idx,item_id,family,title,r720e_target_sid,r720e_pred1_sid,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_top1_l1,r720e_top10_l1,r720e_top1_l2,r720e_top10_l2,r720e_top1_l3,r720e_top10_l3,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720e_pred1_item_id,r720e_pred1_title,r720e_pred1_family,r720b_target_sid,r720b_pred1_sid,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_top1_l1,r720b_top10_l1,r720b_top1_l2,r720b_top10_l2,r720b_top1_l3,r720b_top10_l3,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,r720b_pred1_item_id,r720b_pred1_title,r720b_pred1_family,orig_align_target_sid,orig_align_pred1_sid,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_top1_l1,orig_align_top10_l1,orig_align_top1_l2,orig_align_top10_l2,orig_align_top1_l3,orig_align_top10_l3,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_align_pred1_item_id,orig_align_pred1_title,orig_align_pred1_family,orig_strong_target_sid,orig_strong_pred1_sid,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_top1_l1,orig_strong_top10_l1,orig_strong_top1_l2,orig_strong_top10_l2,orig_strong_top1_l3,orig_strong_top10_l3,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,orig_strong_pred1_item_id,orig_strong_pred1_title,orig_strong_pred1_family,v2_target_sid,v2_pred1_sid,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_top1_l1,v2_top10_l1,v2_top1_l2,v2_top10_l2,v2_top1_l3,v2_top10_l3
1610,2721,3d_filament,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206><b_170><c_4>,<a_168><b_153><c_10>,0,0,0,0,0,0,0,0,0,0,<a_206>,13,0.7692307692307693,other,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_188><b_229><c_32>,<a_58><b_78><c_0>,0,0,0,1,0,1,0,1,0,1,<a_188>,11,0.45454545454545453,other,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_223><b_246><c_2>,<a_223><b_246><c_2>,1,1,1,1,1,1,1,1,1,1,<a_223>,247,0.9271255060728745,3d_filament,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,<a_223><b_246><c_2>,<a_223><b_80><c_128>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2993,"3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,<a_22><b_104><c_15>,<a_112><b_122><c_3>,0,0,0,0,0,1,0,0,0,0
1611,3468,3d_filament,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_206><b_170><c_0>,<a_168><b_63><c_105>,0,0,0,0,0,0,0,0,0,0,<a_206>,13,0.7692307692307693,other,3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,<a_188><b_229><c_2>,<a_58><b_78><c_0>,0,0,0,0,0,0,0,0,0,0,<a_188>,11,0.45454545454545453,other,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_223><b_246><c_0>,<a_223><b_80><c_84>,0,0,0,0,1,1,0,1,0,0,<a_223>,247,0.9271255060728745,3d_filament,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_223><b_246><c_0>,<a_223><b_80><c_84>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3d_filament,<a_22><b_104><c_36>,<a_22><b_122><c_191>,0,0,0,0,1,1,0,0,0,0
1612,1808,other,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length",<a_120><b_18><c_1>,<a_29><b_168><c_17>,0,0,0,0,0,0,0,0,0,0,<a_120>,26,0.7692307692307693,other,1802,"Loos Cableware Division Stainless Steel 302/304 Wire Rope, 1x7 Strand, 0.027"" Bare OD, 25' Length, 150 lbs Breaking Strength",other,<a_156><b_244><c_72>,<a_50><b_235><c_31>,0,0,0,0,0,0,0,0,0,0,<a_156>,12,0.8333333333333334,other,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_17><b_62><c_84>,<a_71><b_70><c_16>,0,0,0,0,0,1,0,0,0,0,<a_17>,99,0.5959595959595959,other,433,"Lord & Hodge 1073A-0 1/4"" Handi Grommet KIT",other,<a_17><b_62><c_84>,<a_17><b_180><c_0>,0,0,0,0,1,1,0,0,0,0,<a_17>,99,0.5959595959595959,other,2094,"Fowler 54-101-150-2 Xtra-Value Cal Electronic Caliper, Stainless Steel, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD",gauge_meter,<a_137><b_51><c_0>,<a_209><b_169><c_44>,0,0,0,0,0,0,0,0,0,0
1613,1809,other,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",<a_76><b_244><c_235>,<a_120><b_18><c_136>,0,0,0,0,0,1,0,1,0,0,<a_76>,16,0.6875,other,1205,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",other,<a_67><b_222><c_147>,<a_156><b_244><c_157>,0,1,1,1,0,1,0,1,0,1,<a_67>,21,0.9047619047619048,other,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",other,<a_79><b_114><c_108>,<a_17><b_180><c_0>,0,0,0,0,0,1,0,0,0,0,<a_79>,60,0.5166666666666667,other,2094,"Fowler 54-101-150-2 Xtra-Value Cal Electronic Caliper, Stainless Steel, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD",gauge_meter,<a_79><b_114><c_108>,<a_17><b_62><c_1>,0,0,0,0,0,0,0,0,0,0,<a_79>,60,0.5166666666666667,other,108,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length",other,<a_73><b_140><c_72>,<a_137><b_51><c_36>,0,1,1,1,0,1,0,1,0,1
1614,1466,other,Seek Thermal Compact Imager for iOS-Apple,<a_96><b_238><c_70>,<a_74><b_25><c_30>,0,0,0,0,0,0,0,0,0,0,<a_96>,8,0.875,other,381,"Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity",other,<a_152><b_234><c_127>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_152>,12,0.75,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_36><b_64><c_122>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_36><b_64><c_122>,<a_87><b_37><c_190>,0,0,0,0,0,0,0,0,0,0,<a_36>,54,0.5925925925925926,other,381,"Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity",other,<a_194><b_194><c_233>,<a_243><b_140><c_221>,0,0,0,0,0,0,0,0,0,0
1615,2053,other,"Sika Corporation 106711 Self Leveling Sealant, 29-Ounce, Gray",<a_226><b_201><c_239>,<a_239><b_9><c_41>,0,0,0,0,0,0,0,0,0,0,<a_226>,18,0.8333333333333334,other,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)",other,<a_230><b_146><c_227>,<a_113><b_155><c_217>,0,0,0,0,0,0,0,0,0,0,<a_230>,12,0.6666666666666666,adhesive_epoxy,2143,"3Doodler Start Emoji & Symbol DoodleBlock Kit with 2 Plastic Packs, (3D Pen not Included)",other,<a_244><b_21><c_84>,<a_210><b_12><c_10>,0,0,0,0,0,0,0,0,0,0,<a_244>,72,0.7083333333333334,other,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",other,<a_244><b_21><c_84>,<a_210><b_12><c_10>,0,0,0,0,0,0,0,0,0,0,<a_244>,72,0.7083333333333334,other,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",other,<a_225><b_90><c_7>,<a_63><b_12><c_72>,0,0,0,0,0,0,0,0,0,0
1616,2937,fastener,Pro Magnets Neodymium Round Base Magnet with 20mm Mounting Screws (3-Pieces),<a_240><b_87><c_66>,<a_81><b_152><c_61>,0,0,0,0,0,0,0,0,0,0,<a_240>,26,0.38461538461538464,other,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_188><b_49><c_33>,<a_73><b_69><c_245>,0,0,0,0,0,0,0,0,0,0,<a_188>,11,0.45454545454545453,other,153,"Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack",other,<a_17><b_95><c_200>,<a_17><b_80><c_8>,0,0,0,0,1,1,0,0,0,0,<a_17>,99,0.5959595959595959,other,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,<a_17><b_95><c_200>,<a_87><b_245><c_245>,0,0,0,0,0,1,0,0,0,0,<a_17>,99,0.5959595959595959,other,153,"Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack",other,<a_78><b_166><c_15>,<a_13><b_184><c_86>,0,0,0,0,0,0,0,0,0,0
1617,1024,other,Lehigh Group-Crawford 18025 25PK Peg Locks,<a_171><b_23><c_132>,<a_236><b_125><c_203>,0,0,0,0,0,0,0,0,0,0,<a_171>,21,0.8571428571428571,other,77,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)",tape,<a_2><b_213><c_243>,<a_41><b_212><c_182>,0,0,0,0,0,1,0,0,0,0,<a_2>,19,0.8947368421052632,other,45,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz",adhesive_epoxy,<a_71><b_188><c_205>,<a_202><b_18><c_120>,0,0,0,0,0,1,0,0,0,0,<a_71>,118,0.8305084745762712,other,773,"Duck Brand Standard Packaging Tape Refill, 1.88 Inch x 54.6 Yard, Clear, 1 Roll (240408)",tape,<a_71><b_188><c_205>,<a_202><b_18><c_84>,0,0,0,0,0,0,0,0,0,0,<a_71>,118,0.8305084745762712,other,505,"A+ Grade Clear Carton Sealing Tape, 6 Rolls, 110 yd, 2.0 Mile(330')",tape,<a_184><b_77><c_145>,<a_234><b_162><c_169>,0,0,0,0,0,0,0,0,0,0
1618,139,other,DuPont Teflon Non-Stick,<a_208><b_93><c_0>,<a_89><b_146><c_8>,0,0,0,0,0,0,0,0,0,0,<a_208>,23,0.782608695652174,other,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_12><b_251><c_0>,<a_114><b_11><c_244>,0,0,0,0,0,0,0,0,0,0,<a_12>,10,1.0,other,919,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",other,<a_197><b_204><c_0>,<a_165><b_59><c_69>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_197><b_204><c_0>,<a_244><b_1><c_199>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,919,"Flex Seal Spray Rubber Sealant Coating, 14-oz, Clear",other,<a_43><b_126><c_0>,<a_135><b_27><c_66>,0,0,0,0,0,0,0,0,0,0
1619,140,other,DuPont Teflon Silicone Lubricant,<a_31><b_83><c_170>,<a_31><b_83><c_170>,1,1,1,1,1,1,1,1,1,1,<a_31>,18,0.5555555555555556,other,140,DuPont Teflon Silicone Lubricant,other,<a_10><b_45><c_37>,<a_10><b_45><c_37>,1,1,1,1,1,1,1,1,1,1,<a_10>,11,0.8181818181818182,other,140,DuPont Teflon Silicone Lubricant,other,<a_173><b_201><c_145>,<a_173><b_201><c_145>,1,1,1,1,1,1,1,1,1,1,<a_173>,64,0.921875,other,140,DuPont Teflon Silicone Lubricant,other,<a_173><b_201><c_145>,<a_165><b_59><c_69>,0,1,1,1,0,1,0,1,0,1,<a_173>,64,0.921875,other,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_73><b_243><c_92>,<a_73><b_243><c_92>,1,1,1,1,1,1,1,1,1,1
1620,2045,tape,"X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10', Rectangular, Black",<a_122><b_50><c_31>,<a_221><b_216><c_219>,0,0,0,0,0,1,0,1,0,0,<a_122>,26,1.0,tape,1702,"Kerick Valve MA252 PVC Mini Float Valve, Tank Mount, Adjustable Arm, 1.5 gpm at 60 psi, 1/4"" Tube",other,<a_179><b_162><c_130>,<a_252><b_30><c_219>,0,0,0,0,0,0,0,0,0,0,<a_179>,18,1.0,tape,2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",other,<a_202><b_198><c_10>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_202>,117,0.9829059829059829,tape,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_202><b_198><c_10>,<a_197><b_200><c_115>,0,0,0,0,0,0,0,0,0,0,<a_202>,117,0.9829059829059829,tape,2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",other,<a_177><b_238><c_240>,<a_117><b_141><c_96>,0,0,0,0,0,0,0,0,0,0
1621,509,gauge_meter,GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65,<a_101><b_236><c_111>,<a_122><b_50><c_69>,0,0,0,0,0,0,0,0,0,0,<a_101>,14,0.5,gauge_meter,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",tape,<a_84><b_221><c_62>,<a_179><b_162><c_202>,0,0,0,0,0,0,0,0,0,0,<a_84>,6,0.6666666666666666,other,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",tape,<a_17><b_203><c_23>,<a_202><b_198><c_77>,0,0,0,0,0,0,0,0,0,0,<a_17>,99,0.5959595959595959,other,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",tape,<a_17><b_203><c_23>,<a_202><b_198><c_218>,0,0,0,0,0,0,0,0,0,0,<a_17>,99,0.5959595959595959,other,950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",tape,<a_55><b_145><c_252>,<a_177><b_238><c_237>,0,0,0,0,0,0,0,0,0,0
1622,2904,other,Small Hairpin Cotter Pin Shop Assortment - 150 Pc,<a_189><b_130><c_75>,<a_81><b_152><c_61>,0,0,0,0,0,0,0,0,0,0,<a_189>,13,0.6923076923076923,other,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_172><b_116><c_148>,<a_173><b_46><c_99>,0,0,0,0,0,0,0,0,0,0,<a_172>,14,0.6428571428571429,other,3235,Uxcell s14032800am0476 Red Mushroom Cap 1NO 1NC DPST Emergency Stop Push Button Switch AC 660V 10A,other,<a_224><b_253><c_195>,<a_17><b_80><c_8>,0,0,0,0,0,1,0,0,0,0,<a_224>,191,0.612565445026178,fastener,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,<a_224><b_253><c_195>,<a_67><b_46><c_209>,0,0,0,0,0,0,0,0,0,0,<a_224>,191,0.612565445026178,fastener,1057,50pcs Premium Brass 18-22 (RED) Gauge Male-Female Solderless Crimp Bullet Plug Connectors,connector_fitting,<a_129><b_15><c_142>,<a_238><b_52><c_249>,0,0,0,0,0,0,0,0,0,0
1623,1008,other,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",<a_145><b_187><c_192>,<a_165><b_239><c_143>,0,0,0,0,0,0,0,0,0,0,<a_145>,19,0.8947368421052632,other,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,<a_35><b_199><c_130>,<a_9><b_129><c_64>,0,0,0,0,0,0,0,0,0,0,<a_35>,13,0.6153846153846154,other,2969,BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer,3d_filament,<a_180><b_11><c_69>,<a_158><b_217><c_2>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_180><b_11><c_69>,<a_158><b_217><c_2>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_93><b_56><c_164>,<a_182><b_140><c_49>,0,0,0,0,0,0,0,0,0,0
1624,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",<a_142><b_183><c_61>,<a_123><b_182><c_183>,0,0,0,0,0,1,0,0,0,0,<a_142>,77,0.987012987012987,3d_filament,2333,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",3d_filament,<a_58><b_65><c_0>,<a_234><b_170><c_149>,0,0,0,0,0,0,0,0,0,0,<a_58>,105,1.0,3d_filament,2151,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,3d_filament,<a_223><b_201><c_101>,<a_223><b_198><c_114>,0,0,0,0,1,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,<a_223><b_201><c_101>,<a_158><b_200><c_184>,0,0,0,0,0,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,2927,Barbariol 3 PCS NTC3950 Thermistors for RepRap 3D Printer Extruder or Heated Bed pre-wired with Teflon Insulated Wiring,3d_filament,<a_112><b_249><c_241>,<a_78><b_187><c_112>,0,0,0,0,0,1,0,0,0,0
1625,3443,3d_filament,Inland 1.75mm Translucent Magenta PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),<a_165><b_239><c_0>,<a_123><b_182><c_183>,0,0,0,0,0,0,0,0,0,0,<a_165>,58,0.9655172413793104,3d_filament,2333,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",3d_filament,<a_195><b_44><c_38>,<a_195><b_117><c_224>,0,0,0,0,1,1,0,0,0,0,<a_195>,19,0.5263157894736842,3d_filament,3384,Octave Red ABS Filament for 3D Printers - 1.75mm 1kg Spool,3d_filament,<a_158><b_72><c_13>,<a_158><b_245><c_180>,0,0,0,0,1,1,0,0,0,0,<a_158>,109,0.5596330275229358,3d_filament,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,<a_158><b_72><c_13>,<a_197><b_78><c_121>,0,0,0,0,0,1,0,0,0,0,<a_158>,109,0.5596330275229358,3d_filament,2731,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",other,<a_33><b_126><c_0>,<a_137><b_164><c_72>,0,0,0,0,0,1,0,0,0,0
1626,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_83><b_72><c_227>,0,0,0,1,0,1,0,1,0,1,<a_160>,14,0.6428571428571429,other,1934,"Fermtech Regular 5/16"" Auto Siphon with 8 feet of Tubing, clear, 1 piece",other,<a_131><b_6><c_0>,<a_165><b_91><c_0>,0,0,0,0,0,1,0,0,0,0,<a_131>,15,0.6,other,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_107><b_93><c_0>,<a_228><b_158><c_11>,0,0,1,1,0,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_107><b_93><c_0>,<a_228><b_158><c_11>,0,0,0,0,0,1,0,0,0,0,<a_107>,66,0.5757575757575758,gauge_meter,94,"White SiliconeTubing, 3/16""ID, 1/4""OD, 1/32"" Wall, 10' Length",other,<a_154><b_37><c_0>,<a_233><b_41><c_27>,0,0,0,0,0,0,0,0,0,0
1627,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
1628,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
1629,2888,other,"Singed Polyester Felt Filter Bag 1 Micron Size #1 7""x16",<a_109><b_206><c_7>,<a_191><b_136><c_21>,0,0,0,0,0,0,0,0,0,0,<a_109>,17,0.9411764705882353,other,40,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",other,<a_219><b_71><c_59>,<a_96><b_73><c_239>,0,0,0,0,0,0,0,0,0,0,<a_219>,6,0.8333333333333334,other,1127,"304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS QQ-S 763/ASTM A276, 0.3125"" Diameter, 48"" Length",gauge_meter,<a_210><b_157><c_35>,<a_17><b_217><c_143>,0,0,0,0,0,0,0,0,0,0,<a_210>,95,0.8421052631578947,other,131,"110 Copper Round Rod, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 0.25"" Diameter, 24"" Length",gauge_meter,<a_210><b_157><c_35>,<a_17><b_217><c_93>,0,0,0,0,0,0,0,0,0,0,<a_210>,95,0.8421052631578947,other,1126,"360 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B16, 0.1875"" Diameter, 72"" Length",gauge_meter,<a_101><b_243><c_245>,<a_117><b_21><c_24>,0,0,0,0,0,0,0,0,0,0
1630,924,adhesive_epoxy,"Loctite 234796-6 Super Glue Liquid, 10g Longneck Bottles (Case of 6)",<a_53><b_12><c_159>,<a_99><b_131><c_66>,0,0,0,0,0,0,0,0,0,0,<a_53>,19,0.9473684210526315,adhesive_epoxy,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_128><b_154><c_104>,<a_214><b_21><c_46>,0,0,0,0,0,0,0,0,0,0,<a_128>,13,0.9230769230769231,other,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_165><b_210><c_215>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_165><b_210><c_215>,<a_210><b_156><c_39>,0,0,0,0,0,0,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,119,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",other,<a_63><b_129><c_22>,<a_245><b_86><c_217>,0,0,0,0,0,0,0,0,0,0
