idx,item_id,family,title,brand,target_sid,target_l1,target_l1_size,target_l1_purity,target_l1_top_family,target_family_is_l1_top,target_l1_size_bin,target_l1_purity_bin,l1_rank,l12_rank,exact_rank,hit10,l1_in_top10,l1_in_top50,pred1_sid,pred1_l1,pred1_l1_size,pred1_l1_purity,pred1_l1_top_family,pred1_item_id,pred1_family,pred1_title,top10_unique_l1,top10_has_same_family_bucket,top10_has_same_top_family,top10_pred_l1s
2626,3600,other,"Micro-Swiss HW-NOZ-MK10-04 Plated Brass Wear Resistant Nozzles, 1.75 mm, MK10 (Flash Forge/Dremel/Wanhao) 0.4 mm, Bright Nickel",Micro-Swiss,<a_123><b_99><c_120>,<a_123>,27,0.6666666666666666,3d_filament,False,21-50,0.5-0.75,3,9999,9999,0,1,1,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",4,1,1,<a_168> <a_168> <a_123> <a_177> <a_168> <a_168> <a_209> <a_168> <a_177> <a_168>
2627,1896,other,"Red Star Cote des Blancs Wine Yeast, 5 Gram - 10-Pack",Home Brew Ohio,<a_51><b_94><c_134>,<a_51>,15,0.8666666666666667,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_122><b_27><c_223>,<a_122>,26,1.0,tape,175,tape,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",4,1,1,<a_122> <a_122> <a_236> <a_160> <a_0> <a_236> <a_0> <a_236> <a_122> <a_236>
2628,833,other,WallPeg 43 Pc. Peg Board Storage System - Pegboard Hook Assortment Organizer Bins Y/B # AM 302- 2,WallPeg,<a_24><b_108><c_235>,<a_24>,20,0.55,fastener,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_153><b_164><c_75>,<a_153>,22,0.9545454545454546,other,1415,other,"SE 8436MVC 3"" Universal Table Vise",5,1,1,<a_153> <a_153> <a_160> <a_153> <a_18> <a_236> <a_153> <a_153> <a_153> <a_81>
2629,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",6,1,1,<a_160> <a_31> <a_31> <a_81> <a_183> <a_183> <a_183> <a_2> <a_183> <a_131>
2630,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",6,1,1,<a_160> <a_31> <a_31> <a_183> <a_183> <a_183> <a_225> <a_183> <a_81> <a_2>
2631,3194,other,Silicone Sealant 100% RTV - 2.8 oz Squeeze Tube -Clear-,ASI,<a_175><b_155><c_74>,<a_175>,9,0.5555555555555556,other,True,<=10,0.5-0.75,9999,9999,9999,0,0,0,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",4,1,1,<a_160> <a_196> <a_225> <a_225> <a_196> <a_31> <a_225> <a_31> <a_225> <a_196>
2632,2077,adhesive_epoxy,"Flex Shot 30804 Rubber Adhesive Sealant Caulk, 8-oz, Almond (Mildew Resistant), 1 Pack",Flex Shot,<a_175><b_200><c_119>,<a_175>,9,0.5555555555555556,other,False,<=10,0.5-0.75,9999,9999,9999,0,0,0,<a_158><b_55><c_229>,<a_158>,25,0.8,other,366,other,Lisle 52750 Stethoscope Kit,9,0,0,<a_158> <a_72> <a_105> <a_72> <a_160> <a_101> <a_233> <a_161> <a_252> <a_222>
2633,723,other,"4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100",Plymor,<a_254><b_146><c_132>,<a_254>,30,1.0,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_168><b_146><c_106>,<a_168>,67,0.8059701492537313,3d_filament,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",5,1,0,<a_168> <a_168> <a_123> <a_168> <a_168> <a_142> <a_142> <a_165> <a_168> <a_209>
2634,3171,3d_filament,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,Signstek,<a_165><b_113><c_15>,<a_165>,58,0.9655172413793104,3d_filament,True,51-100,>=0.9,38,9999,9999,0,0,1,<a_142><b_145><c_126>,<a_142>,77,0.987012987012987,3d_filament,2419,3d_filament,"HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",2,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142>
2635,379,connector_fitting,"Pro Tie 33101 SAE Size 12 Range 5/8-Inch-1-1/4-Inch SS Turn Key All Stainless Hose Clamp, 10-Pack",Pro Tie,<a_233><b_221><c_253>,<a_233>,17,0.6470588235294118,connector_fitting,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3,0,0,<a_142> <a_209> <a_142> <a_123> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142>
2636,1798,fastener,"3M Dual Lock Reclosable Fastener TB3550 250/250 Black, 1 in x 10 ft (1 Mated Strip/Bag)",3M Dual Lock,<a_41><b_225><c_163>,<a_41>,15,0.5333333333333333,fastener,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",2,0,0,<a_142> <a_142> <a_142> <a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142>
2637,1821,connector_fitting,Uxcell a12081600ux0477 12 mm Diameter 5 Piece DC 5V 2 Terminals Electronic Continuous Sound Buzzer,uxcell,<a_242><b_203><c_168>,<a_242>,21,0.9523809523809523,connector_fitting,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_142><b_221><c_20>,<a_142>,77,0.987012987012987,3d_filament,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",4,0,0,<a_142> <a_142> <a_142> <a_209> <a_142> <a_142> <a_206> <a_142> <a_142> <a_123>
2638,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3D Solutech,<a_168><b_153><c_17>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,1,29,0,1,1,<a_168><b_153><c_10>,<a_168>,67,0.8059701492537313,3d_filament,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",4,1,1,<a_168> <a_168> <a_168> <a_142> <a_123> <a_168> <a_209> <a_142> <a_168> <a_168>
2639,3494,3d_filament,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_63><c_244>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,1,11,0,1,1,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_123> <a_168> <a_142> <a_142> <a_168>
2640,1013,other,"Homewerks VCK-P40-E4B In-Line Check Valve, Solvent x Solvent, PVC Schedule 40, 3/4-Inch",Homewerks,<a_86><b_68><c_56>,<a_86>,24,0.875,other,True,21-50,0.75-0.9,17,9999,9999,0,0,1,<a_222><b_122><c_132>,<a_222>,44,1.0,connector_fitting,101,connector_fitting,"Stainless Steel 304/304L Pipe Fitting, Nipple, Schedule 40 Welded, 4"" X 6"" NPT Male by Merit Brass",5,1,1,<a_222> <a_196> <a_255> <a_221> <a_221> <a_83> <a_222> <a_196> <a_196> <a_255>
2641,724,tape,"Duck Brand EZ Start Packing Tape With Dispenser, 1.88 Inch x 22.2 Yard, Clear, 1 Roll (393185)",Duck,<a_236><b_171><c_12>,<a_236>,39,0.9743589743589743,tape,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",10,1,0,<a_160> <a_81> <a_88> <a_52> <a_38> <a_5> <a_8> <a_153> <a_191> <a_93>
2642,3262,other,30-10071 Spdt N.o./n.c. Magnetic Reed Switch (1),Philmore LKG,<a_25><b_30><c_201>,<a_25>,23,0.9565217391304348,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_130><b_164><c_208>,<a_130>,10,0.8,other,1752,other,Vktech 10pcs 4x6cm Double Side Prototype PCB Universal Printed Circuit Board,8,1,1,<a_130> <a_170> <a_106> <a_106> <a_101> <a_250> <a_154> <a_170> <a_89> <a_246>
2643,471,other,Proxxon 28608 Precision Vise FMZ with Clamp,Proxxon,<a_153><b_29><c_222>,<a_153>,22,0.9545454545454546,other,True,21-50,>=0.9,9,9999,9999,0,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9,1,1,<a_160> <a_89> <a_0> <a_18> <a_208> <a_92> <a_18> <a_81> <a_153> <a_32>
2644,3338,other,Uxcell a15052000ux0115 2Pcs Slotted Metal 35 mm Din Mounting Rail 40 cm Long for AC Contactor,uxcell,<a_25><b_125><c_244>,<a_25>,23,0.9565217391304348,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_143><b_248><c_112>,<a_143>,32,0.59375,fastener,3274,fastener,"Ribbed ""L"" Series Rivet Nuts - Material: Steel-Yellow Zinc, Thread Size: 8-32 UNC, Grip Range: .020-.080, 100 Piece Box",5,1,1,<a_143> <a_143> <a_143> <a_143> <a_143> <a_15> <a_81> <a_189> <a_143> <a_185>
2645,3371,other,ASI PR005-1M Steel Slotted Din Rail (Pack of 10),Automation Systems Interconnect,<a_199><b_188><c_239>,<a_199>,22,0.7727272727272727,connector_fitting,False,21-50,0.75-0.9,9999,9999,9999,0,0,0,<a_25><b_85><c_85>,<a_25>,23,0.9565217391304348,other,1745,other,Uxcell Toggle Switch (10 Piece),7,1,1,<a_25> <a_112> <a_242> <a_81> <a_3> <a_242> <a_222> <a_222> <a_143> <a_3>
2646,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_170> <a_52> <a_81> <a_114> <a_242> <a_242> <a_112> <a_160> <a_225>
2647,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_81> <a_31> <a_225> <a_31> <a_52> <a_2> <a_81> <a_170> <a_242>
2648,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7,1,1,<a_160> <a_31> <a_31> <a_225> <a_81> <a_183> <a_183> <a_2> <a_114> <a_31>
2649,1923,other,POWERTEC 71007 110/220V Paddle Switch,POWERTEC,<a_112><b_183><c_66>,<a_112>,11,0.45454545454545453,connector_fitting,False,11-20,<0.5,9999,9999,9999,0,0,0,<a_81><b_152><c_61>,<a_81>,21,0.7619047619047619,gauge_meter,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",8,1,1,<a_81> <a_160> <a_121> <a_120> <a_122> <a_81> <a_101> <a_31> <a_32> <a_121>
2650,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3D Solutech,<a_168><b_153><c_10>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,9999,9999,9999,0,0,0,<a_25><b_85><c_85>,<a_25>,23,0.9565217391304348,other,1745,other,Uxcell Toggle Switch (10 Piece),6,0,0,<a_25> <a_112> <a_12> <a_12> <a_3> <a_242> <a_12> <a_130> <a_25> <a_242>
2651,3655,3d_filament,"eSUN 1.75mm Brown PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Brown",eSUN,<a_223><b_240><c_62>,<a_223>,42,0.9761904761904762,3d_filament,True,21-50,>=0.9,36,9999,9999,0,0,1,<a_142><b_221><c_20>,<a_142>,77,0.987012987012987,3d_filament,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",4,1,1,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_142> <a_244> <a_123>
2652,3088,3d_filament,6PCS x Custom Machined All Metal Heatbreak for V6 RepRap 3D Printer Hotend 1.75mm and Clones,RepRap Champion,<a_123><b_74><c_88>,<a_123>,27,0.6666666666666666,3d_filament,True,21-50,0.5-0.75,3,9999,9999,0,1,1,<a_223><b_165><c_88>,<a_223>,42,0.9761904761904762,3d_filament,3414,3d_filament,"eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White",4,1,1,<a_223> <a_142> <a_123> <a_223> <a_120> <a_223> <a_123> <a_223> <a_123> <a_142>
2653,2416,gauge_meter,DE-5000 Handheld LCR Meter with accessories,DER EE ELECTRICAL INSTRUMENT,<a_72><b_140><c_232>,<a_72>,12,0.6666666666666666,other,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_225><b_7><c_17>,<a_225>,22,0.5,gauge_meter,769,gauge_meter,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,9,1,1,<a_225> <a_101> <a_104> <a_202> <a_170> <a_96> <a_105> <a_161> <a_122> <a_202>
2654,2926,3d_filament,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,HICTOP,<a_200><b_150><c_168>,<a_200>,16,0.8125,3d_filament,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3,1,1,<a_142> <a_142> <a_142> <a_142> <a_142> <a_168> <a_123> <a_142> <a_142> <a_123>
2655,1724,gauge_meter,"Keynice Digital Thermometer, Temperature Sensor USB Power Supply, Fahrenheit degree and Degrees Celsius color LCD Display, High Accurate-Black",KEYNICE,<a_101><b_13><c_0>,<a_101>,14,0.5,gauge_meter,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_112><b_115><c_101>,<a_112>,11,0.45454545454545453,connector_fitting,870,connector_fitting,"Gardner Bender GSW-111  Electrical Long Bat Handle Toggle Switch, SPST, ON-OFF, 20 A/125V AC,  Screw Terminal",7,1,1,<a_112> <a_3> <a_112> <a_25> <a_130> <a_3> <a_12> <a_222> <a_170> <a_3>
2656,724,tape,"Duck Brand EZ Start Packing Tape With Dispenser, 1.88 Inch x 22.2 Yard, Clear, 1 Roll (393185)",Duck,<a_236><b_171><c_12>,<a_236>,39,0.9743589743589743,tape,True,21-50,>=0.9,1,9999,9999,0,1,1,<a_236><b_125><c_203>,<a_236>,39,0.9743589743589743,tape,77,tape,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)",8,1,1,<a_236> <a_81> <a_0> <a_122> <a_148> <a_148> <a_160> <a_225> <a_122> <a_53>
2657,287,other,"KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal",Small Parts,<a_76><b_4><c_6>,<a_76>,16,0.6875,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_143><b_238><c_193>,<a_143>,32,0.59375,fastener,442,other,"The Hillman Group 300018 Split Lock Zinc Washer, 1/4-Inch, 100-Pack",7,1,1,<a_143> <a_81> <a_15> <a_89> <a_143> <a_132> <a_143> <a_160> <a_143> <a_193>
2658,803,connector_fitting,Koehler Enterprises KE20BX 10 Piece Hose Clamp Box (Size SAE 20),Koehler,<a_233><b_200><c_185>,<a_233>,17,0.6470588235294118,connector_fitting,True,11-20,0.5-0.75,15,9999,9999,0,0,1,<a_222><b_58><c_70>,<a_222>,44,1.0,connector_fitting,979,connector_fitting,"Anderson Metals Brass Threaded Pipe Fitting, Hex Bushing, 3/4"" Male x 1/2"" Female",2,1,1,<a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_222> <a_255>
2659,1138,other,Insta-cure gap filling 2oz Bob Smith Ind.,Bob Smith Industries,<a_67><b_154><c_67>,<a_67>,20,0.55,adhesive_epoxy,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_101><b_91><c_89>,<a_101>,14,0.5,gauge_meter,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",8,1,1,<a_101> <a_103> <a_52> <a_103> <a_88> <a_170> <a_81> <a_105> <a_103> <a_242>
2660,2502,gauge_meter,Dr.Meter 0.01pH High Accuracy Pocket Size pH Meter with ATC Backlit 0-14 pH Measurement Range,Dr.meter,<a_43><b_111><c_217>,<a_43>,15,0.8,gauge_meter,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_129><b_48><c_0>,<a_129>,17,0.7058823529411765,other,7,other,"UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)",10,1,1,<a_129> <a_160> <a_225> <a_194> <a_226> <a_81> <a_69> <a_52> <a_89> <a_163>
2661,1607,ventilation_fan,"Rubbermaid Commercial Products Slim Jim Trash Can Waste Receptacle with Venting Channels, 23 Gallons, Gray (FG354060GRAY)",Rubbermaid Commercial Products,<a_99><b_45><c_89>,<a_99>,21,0.47619047619047616,other,False,21-50,<0.5,2,9999,9999,0,1,1,<a_122><b_81><c_125>,<a_122>,26,1.0,tape,463,tape,"Hosa GFT-450BK BULK 3"" x 180' Gaffer Tape, Black",7,1,0,<a_122> <a_99> <a_99> <a_191> <a_81> <a_230> <a_236> <a_122> <a_122> <a_0>
2662,1002,ventilation_fan,"Rubbermaid Commercial Products FG267360BLUE Slim Jim Trash Can, Swing Lid, Blue",Rubbermaid Commercial Products,<a_99><b_78><c_126>,<a_99>,21,0.47619047619047616,other,False,21-50,<0.5,2,2,7,1,1,1,<a_122><b_81><c_125>,<a_122>,26,1.0,tape,463,tape,"Hosa GFT-450BK BULK 3"" x 180' Gaffer Tape, Black",4,1,0,<a_122> <a_99> <a_99> <a_99> <a_191> <a_122> <a_99> <a_81> <a_99> <a_99>
2663,141,other,Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol,BreakFree,<a_18><b_78><c_0>,<a_18>,18,0.7777777777777778,other,True,11-20,0.75-0.9,32,43,9999,0,0,1,<a_254><b_181><c_50>,<a_254>,30,1.0,other,666,other,"Plymor 8"" x 10"", 2 Mil (Pack of 100) Zipper Reclosable Plastic Bags",3,1,1,<a_254> <a_254> <a_254> <a_254> <a_254> <a_254> <a_254> <a_172> <a_160> <a_254>
2664,2862,other,"Apera Instruments AI311 PH60 Premium Waterproof pH Pocket Tester, Replaceable Probe, &plusmn;0.01 pH Accuracy, -2.00-16.00 pH Range","Apera Instruments, LLC",<a_196><b_245><c_139>,<a_196>,25,0.72,gauge_meter,False,21-50,0.5-0.75,20,9999,9999,0,0,1,<a_31><b_54><c_60>,<a_31>,18,0.5555555555555556,other,2938,ventilation_fan,"VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''",9,1,1,<a_31> <a_160> <a_31> <a_101> <a_191> <a_183> <a_225> <a_255> <a_163> <a_122>
2665,2104,connector_fitting,"Anderson Metals Brass Garden Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Hose",Anderson Metals,<a_222><b_129><c_232>,<a_222>,44,1.0,connector_fitting,True,21-50,>=0.9,6,6,9999,0,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9,1,1,<a_160> <a_183> <a_81> <a_163> <a_101> <a_222> <a_183> <a_221> <a_32> <a_0>
2666,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",RMP,<a_108><b_108><c_1>,<a_108>,15,0.7333333333333333,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_182><b_168><c_173>,<a_182>,5,0.8,other,250,other,"MG Chemicals Liquid Tin, 475 ml Bottle",9,1,1,<a_182> <a_25> <a_182> <a_170> <a_12> <a_130> <a_235> <a_111> <a_3> <a_106>
2667,2969,3d_filament,BLTouch : Auto Bed Leveling Sensor / To be a Premium 3D Printer,ANTCLABS,<a_200><b_184><c_119>,<a_200>,16,0.8125,3d_filament,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_123><b_182><c_183>,<a_123>,27,0.6666666666666666,3d_filament,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",5,1,1,<a_123> <a_123> <a_168> <a_142> <a_123> <a_165> <a_123> <a_123> <a_120> <a_142>
2668,2640,connector_fitting,Uxcell a13052700ux0257 6mm to 8mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,<a_132><b_30><c_209>,<a_132>,15,0.6666666666666666,other,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_165><b_239><c_143>,<a_165>,58,0.9655172413793104,3d_filament,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),2,0,0,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_123> <a_165>
2669,529,adhesive_epoxy,"Gorilla Heavy Duty Construction Adhesive, 9 ounce Cartridge, White",Gorilla,<a_0><b_155><c_1>,<a_0>,20,0.8,adhesive_epoxy,True,11-20,0.75-0.9,10,9999,9999,0,1,1,<a_135><b_205><c_50>,<a_135>,16,0.875,other,1351,other,GRIDMANN NSF Stainless Steel Commercial Kitchen Prep & Work Table with Backsplash - 48 in. x 24 in.,10,1,1,<a_135> <a_160> <a_163> <a_66> <a_89> <a_114> <a_2> <a_225> <a_32> <a_0>
2670,2699,other,"Shark Pet-Perfect Cordless Bagless Portable Hand Vacuum for Carpet and Hard Floor with Rechargeable 12V Battery (SV75Z), Gray",SharkNinja,<a_230><b_254><c_36>,<a_230>,20,0.9,other,True,11-20,>=0.9,8,8,8,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7,1,1,<a_160> <a_31> <a_31> <a_183> <a_31> <a_81> <a_2> <a_230> <a_225> <a_183>
2671,2444,other,"KINGLAKE Plastic Transfer Pipettes 3ML,Essential Oils Pipettes,Graduated,Pack of 100, Makeup Tool",KINGLAKE,<a_215><b_91><c_5>,<a_215>,17,0.8823529411764706,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_170><b_24><c_245>,<a_170>,20,0.95,other,1824,other,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,7,1,1,<a_170> <a_101> <a_112> <a_242> <a_130> <a_246> <a_112> <a_195> <a_170> <a_170>
2672,2295,other,Neewer Internet Network Cable Tester Wire Crimp LAN RJ45 RJ11 CAT5 Analyzer Tool Kit,Neewer,<a_68><b_161><c_81>,<a_68>,19,0.8421052631578947,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_55> <a_55> <a_13> <a_81> <a_172> <a_122> <a_225> <a_121> <a_13>
2673,1909,other,"SE RFW16100 1-1/2"" Reinforced Cut off Wheel with 1/16"" Arbor (100 Count)",SE,<a_126><b_183><c_179>,<a_126>,14,0.9285714285714286,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_89><b_146><c_8>,<a_89>,16,1.0,adhesive_epoxy,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,8,1,1,<a_89> <a_96> <a_246> <a_170> <a_105> <a_161> <a_106> <a_96> <a_96> <a_202>
2674,56,other,"RhinoGear 11909ABMI RhinoRamps Vehicle Ramp - Set of 2 (12,000lb. GVW Capacity)",RhinoGear,<a_92><b_103><c_11>,<a_92>,20,0.95,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",7,1,1,<a_160> <a_31> <a_183> <a_172> <a_183> <a_225> <a_0> <a_172> <a_163> <a_183>
