idx,item_id,family,title,brand,r720e_l1_rank,r720e_l12_rank,r720e_exact_rank,r720e_stage10,r720e_stage50,r720e_exact_rank_bucket,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_hit20,r720e_hit50,r720e_l1_in_top10,r720e_l12_in_top10,r720e_l1_in_top50,r720e_l12_in_top50,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720b_l1_rank,r720b_l12_rank,r720b_exact_rank,r720b_stage10,r720b_stage50,r720b_exact_rank_bucket,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_hit20,r720b_hit50,r720b_l1_in_top10,r720b_l12_in_top10,r720b_l1_in_top50,r720b_l12_in_top50,r720b_pred1_item_id,r720b_pred1_family,r720b_pred1_title,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,orig_align_l1_rank,orig_align_l12_rank,orig_align_exact_rank,orig_align_stage10,orig_align_stage50,orig_align_exact_rank_bucket,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_hit20,orig_align_hit50,orig_align_l1_in_top10,orig_align_l12_in_top10,orig_align_l1_in_top50,orig_align_l12_in_top50,orig_align_pred1_item_id,orig_align_pred1_family,orig_align_pred1_title,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_strong_l1_rank,orig_strong_l12_rank,orig_strong_exact_rank,orig_strong_stage10,orig_strong_stage50,orig_strong_exact_rank_bucket,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_hit20,orig_strong_hit50,orig_strong_l1_in_top10,orig_strong_l12_in_top10,orig_strong_l1_in_top50,orig_strong_l12_in_top50,orig_strong_pred1_item_id,orig_strong_pred1_family,orig_strong_pred1_title,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,v2_l1_rank,v2_l12_rank,v2_exact_rank,v2_stage10,v2_stage50,v2_exact_rank_bucket,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_hit20,v2_hit50,v2_l1_in_top10,v2_l12_in_top10,v2_l1_in_top50,v2_l12_in_top50
3778,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,Anycubic,3,9,9,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2926,3d_filament,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_165>,58,0.9655172413793104,3d_filament,6,21,21,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,2500,other,"Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder",<a_255>,24,1.0,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_158>,109,0.5596330275229358,3d_filament,9,10,10,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,1153,gauge_meter,"6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length",<a_158>,109,0.5596330275229358,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3779,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",RMP,6,6,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,<a_108>,15,0.7333333333333333,other,5,5,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,3097,3d_filament,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,<a_115>,11,0.9090909090909091,other,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3444,3d_filament,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,<a_251>,92,0.6630434782608695,other,1,42,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,1317,other,"RMP .125 6061 T6 Aluminum Sheet 12"" x 12",<a_251>,92,0.6630434782608695,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3780,3302,3d_filament,"PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm",Black Magic 3D,19,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,<a_209>,36,1.0,3d_filament,41,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2926,3d_filament,HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3,<a_58>,105,1.0,3d_filament,9,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_223>,247,0.9271255060728745,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_223>,247,0.9271255060728745,3d_filament,26,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
3781,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",HATCHBOX,5,5,5,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,50,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",<a_209>,36,1.0,3d_filament,3,3,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,1,3,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,1107,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223>,247,0.9271255060728745,3d_filament,1,7,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,1107,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223>,247,0.9271255060728745,3d_filament,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
3782,2703,3d_filament,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",eSUN,13,41,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,2507,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_123>,27,0.6666666666666666,3d_filament,3,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1107,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223>,247,0.9271255060728745,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1107,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",<a_223>,247,0.9271255060728745,3d_filament,22,47,47,L1_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,0,0,1,1
3783,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",eSUN,3,3,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_123>,27,0.6666666666666666,3d_filament,3,4,12,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,1,3,36,L12_present_leaf_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,1,1,1,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_223>,247,0.9271255060728745,3d_filament,1,5,9,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",<a_223>,247,0.9271255060728745,3d_filament,2,2,6,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
3784,2158,3d_filament,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",eSUN,1,1,5,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,2157,3d_filament,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",<a_123>,27,0.6666666666666666,3d_filament,3,3,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,1,3,15,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_223>,247,0.9271255060728745,3d_filament,1,3,16,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",<a_223>,247,0.9271255060728745,3d_filament,1,1,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1
3785,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",HATCHBOX,3,16,16,L1_present_L2_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,0,1,1,3098,3d_filament,"SainSmart PETG-1KG1.75 PETG 3D Printers Filament, 1 kg/2.2 lb.",<a_142>,77,0.987012987012987,3d_filament,1,21,21,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_58>,105,1.0,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,21,21,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
3786,3676,other,"Proto-pasta Composite Iron PLA, 1.75mm 500g",Proto-Pasta,4,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",<a_168>,67,0.8059701492537313,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_140>,16,0.75,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2477,3d_filament,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_223>,247,0.9271255060728745,3d_filament,1,8,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,2477,3d_filament,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_223>,247,0.9271255060728745,3d_filament,6,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0
3787,1342,other,"Ten 1"" Inch Chrome Steel Bearing Balls G25",BC Precision Balls,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,346,gauge_meter,"BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box",<a_44>,26,0.8461538461538461,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",<a_185>,38,0.5526315789473685,other,27,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,346,gauge_meter,"BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box",<a_71>,118,0.8305084745762712,other,16,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,346,gauge_meter,"BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box",<a_71>,118,0.8305084745762712,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3788,459,other,"50 Pack - 4.5""x.040""x7/8"" Quality Thin Cut Off Wheels Metal & Stainless Steel",Benchmark Abrasives,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2569,other,Powerbuilt 640405 Heavy Duty 2-Ton Bottle Jack,<a_137>,13,0.8461538461538461,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2569,other,Powerbuilt 640405 Heavy Duty 2-Ton Bottle Jack,<a_42>,11,0.9090909090909091,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2569,other,Powerbuilt 640405 Heavy Duty 2-Ton Bottle Jack,<a_193>,133,0.8872180451127819,other,20,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2569,other,Powerbuilt 640405 Heavy Duty 2-Ton Bottle Jack,<a_193>,133,0.8872180451127819,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3789,697,other,Waterpik Sensonic Professional Toothbrush (SR-3000),Waterpik,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,983,other,"3M(TM) Cubitron(TM) II Flap Disc 967A, T29 Giant (Multiple Sizes and Grit Types)",<a_131>,24,1.0,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,983,other,"3M(TM) Cubitron(TM) II Flap Disc 967A, T29 Giant (Multiple Sizes and Grit Types)",<a_122>,19,1.0,other,28,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,515,other,Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),<a_24>,119,0.9495798319327731,other,13,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2321,other,"HM Digital C342 TDS and EC Calibration Solution, 342 ppm (NaCl), 90 ml Volume",<a_24>,119,0.9495798319327731,other,30,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
3790,2044,other,"Gorilla 100 Percent Silicone Sealant Caulk, 2.8 ounce Squeeze Tube, Clear",Gorilla,41,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,140,other,DuPont Teflon Silicone Lubricant,<a_0>,20,0.8,adhesive_epoxy,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,353,tape,"Scotch Aluminum Foil Tape 3311 Silver, 2 in x 10 yd 3.6 mil (Pack of 1)",<a_41>,14,0.7857142857142857,other,37,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,140,other,DuPont Teflon Silicone Lubricant,<a_244>,72,0.7083333333333334,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",<a_244>,72,0.7083333333333334,other,6,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0
3791,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",HATCHBOX,15,15,15,L1_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,0,0,1,1,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",<a_209>,36,1.0,3d_filament,4,4,4,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,4,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3593,other,"Linear Motion 8 mm Shaft, 30"" Length, Chrome Plated, Case Hardened, Metric",<a_223>,247,0.9271255060728745,3d_filament,1,15,15,L1_present_L2_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,0,1,1,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_223>,247,0.9271255060728745,3d_filament,3,3,14,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1
3792,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3D Solutech,16,16,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_168>,67,0.8059701492537313,3d_filament,1,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_58>,105,1.0,3d_filament,1,6,6,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2507,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_223>,247,0.9271255060728745,3d_filament,1,2,2,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,2152,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold",<a_223>,247,0.9271255060728745,3d_filament,2,17,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1
3793,1402,tape,Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm,MS WGO,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_71>,15,0.5333333333333333,tape,7,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,2500,other,"Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder",<a_195>,19,0.5263157894736842,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_206>,60,0.5666666666666667,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_206>,60,0.5666666666666667,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3794,3660,other,uxcell Ball Bushing Linear Motion 8mm x 15mm x 24mm Double Sealed 10 Pcs,uxcell,8,45,45,L1_present_L2_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,0,1,1,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_44>,26,0.8461538461538461,other,13,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2500,other,"Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder",<a_180>,20,0.8,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_251>,92,0.6630434782608695,other,20,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_251>,92,0.6630434782608695,other,45,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
3795,937,other,"Covidien 5750 Curity Alcohol Prep, Sterile, Medium, 2-ply (Pack of 200)",COVIDIEN,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,42,connector_fitting,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",<a_33>,11,1.0,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,216,other,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,<a_106>,19,0.8947368421052632,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1035,connector_fitting,"Anderson Metals Brass Pipe Fitting, 90 Degree Barstock Street Elbow, 3/8"" Male Pipe x 3/8"" Female Pipe",<a_44>,65,0.9538461538461539,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1772,connector_fitting,"Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male",<a_44>,65,0.9538461538461539,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
3796,3363,other,Rotometals Kilo Bismuth Metal 99.99% Premium Grade,Roto Metals,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,950,tape,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",<a_108>,15,0.7333333333333333,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,280,ventilation_fan,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_18>,17,1.0,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,533,other,DAP INC 18152 10.1oz White Alex Plus Acrylic Latex Caulk with Silicone,<a_79>,60,0.5166666666666667,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,150,other,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),<a_79>,60,0.5166666666666667,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
