variant,idx,user_id,item_id,family,item_title,target_sid,target_l1,target_l2,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_l1,top1_l2,top1_item_ids,top1_item_titles,top1_families,top1_same_l1,top1_same_l2,top1_same_family,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,history_len,target_l1_in_history,target_l2_in_history,failure_type_at10
r693a,1654,A3571,3549,ventilation_fan,"Hydroplanet&trade; 4 Inch Duct Booster Fan,exhaust Fan High Cfm, 4"" 65-100 CFM (4 Inch)",<a_35><b_73><c_103>,<a_35>,<a_35><b_73>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_64><c_29>,<a_190>,<a_190><b_64>,819,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",3d_filament,0,0,0,0,1,3,0,0,0,0,6,0,0,l1_routing_miss
r693a,1655,A3571,2850,other,Pixnor Measuring Cylinder Graduated Cylinder Lab Test Tube Set of 4,<a_81><b_100><c_25>,<a_81>,<a_81><b_100>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_64><c_29>,<a_190>,<a_190><b_64>,819,"Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)",3d_filament,0,0,0,0,1,3,1,0,1,0,7,1,0,l2_routing_miss_after_l1_hit
r693a,1656,A4750,2314,tape,"Nashua 357 Polyethylene Coated Cloth Premium Grade Duct Tape, 13 mil Thick, 55 m Length, 48 mm Width, Silver",<a_31><b_116><c_217>,<a_31>,<a_31><b_116>,999,,0,0,0,0,0,0,0.0,0.0,<a_180><b_137><c_100>,<a_180>,<a_180><b_137>,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,0,0,0,1,1,1,1,0,1,0,5,1,0,l2_routing_miss_after_l1_hit
r693a,1657,A6635,2200,adhesive_epoxy,"ZING 1885S Zing Safety Sign, Fire Extinguisher with Arrow, 14"" Height x 3.25"" Width, Recycled Polystyrene SelfAdhesive, Red on White",<a_157><b_168><c_177>,<a_157>,<a_157><b_168>,999,,0,0,0,0,0,0,0.0,0.0,<a_211><b_253><c_96>,<a_211>,<a_211><b_253>,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",other,0,0,0,0,1,4,0,0,0,0,9,1,0,l1_routing_miss
r693a,1658,A7629,3662,other,"BuildTak 3D Printing Build Surface, 6.5"" x 10"" Rectangle, Black (Pack of 3)",<a_108><b_189><c_20>,<a_108>,<a_108><b_189>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,0,0,0,2,0,0,1,1,5,0,0,l1_routing_miss
r693a,1659,A617,1887,gauge_meter,"Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1)",<a_115><b_155><c_125>,<a_115>,<a_115><b_155>,999,,0,0,0,0,0,0,0.0,0.0,<a_100><b_87><c_24>,<a_100>,<a_100><b_87>,659,Stanley MR100CG Contractor Grade Riveter,other,0,0,0,0,2,3,0,0,1,0,10,0,0,l1_routing_miss
r693a,1660,A1928,821,other,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit",<a_153><b_36><c_155>,<a_153>,<a_153><b_36>,30,30.0,0,0,0,0,0,1,0.0,0.20184908658209985,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,1,1,3,0,0,1,1,9,0,0,l1_routing_miss
r693a,1661,A2222,562,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_165><c_16>,<a_178>,<a_178><b_165>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_154><c_141>,<a_178>,<a_178><b_154>,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,1,0,1,1,1,3,1,0,1,1,7,1,0,l2_routing_miss_after_l1_hit
r693a,1662,A2872,44,other,"Permatex 51813 Anaerobic Gasket Maker, 50 ml Tube",<a_17><b_227><c_85>,<a_17>,<a_17><b_227>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_50><c_138>,<a_31>,<a_31><b_50>,116,Rescue Tape RT1000201202USCO,tape,0,0,0,0,2,3,0,0,1,0,4,0,0,l1_routing_miss
r693a,1663,A2986,559,other,Racers Edge 3000 1/2-Ounce Bottle W Needle Tip,<a_168><b_221><c_250>,<a_168>,<a_168><b_221>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_171><c_9>,<a_31>,<a_31><b_171>,450,"X-Treme Tape TPE-X36ZLB Silicone Rubber Self Fusing Tape, 1"" x 36', Triangular, Black",tape,0,0,0,0,1,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,1664,A4002,2720,3d_filament,Smartbuy 1.75mm Christmas Red ABS 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm,<a_178><b_71><c_156>,<a_178>,<a_178><b_71>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_143><c_111>,<a_178>,<a_178><b_143>,3558,"Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D",3d_filament,1,0,1,1,1,2,1,0,1,1,7,1,0,l2_routing_miss_after_l1_hit
r693a,1665,A4228,756,other,"Gardner Bender GSW-20  Electrical Toggle Switch Covers, EDPM Rubber Cover, Moisture, Dust and Dirt Resistant, Pack of 2, Black",<a_164><b_55><c_83>,<a_164>,<a_164><b_55>,999,,0,0,0,0,0,0,0.0,0.0,<a_197><b_47><c_84>,<a_197>,<a_197><b_47>,53,"T&uuml;rlen Precision TEST DIAL INDICATOR 7 JEWELS .0005"" 0-15-0",other,0,0,1,1,1,3,0,0,0,0,6,0,0,l1_routing_miss
r693a,1666,A4300,1255,other,"SE 82331TF 30-Piece Set of Titanium-Coated Diamond Burrs, Grits 120-150",<a_92><b_168><c_225>,<a_92>,<a_92><b_168>,999,,0,0,0,0,0,0,0.0,0.0,<a_75><b_107><c_134>,<a_75>,<a_75><b_107>,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,0,0,1,0,1,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,1667,A4300,2401,other,AIRSUNNY three Legs 5 pairs Infrared Diode LED IR Emission and Receiver,<a_105><b_43><c_193>,<a_105>,<a_105><b_43>,999,,0,0,0,0,0,0,0.0,0.0,<a_134><b_254><c_47>,<a_134>,<a_134><b_254>,145,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",other,0,0,1,1,2,3,0,0,1,0,5,1,0,l1_routing_miss
r693a,1668,A4381,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_109><b_114><c_135>,<a_109>,<a_109><b_114>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_171><c_89>,<a_31>,<a_31><b_171>,2596,"X-Treme Tape TPE-XZLYEL Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Yellow",tape,0,0,0,0,3,6,0,0,1,0,10,0,0,l1_routing_miss
r693a,1669,A5173,2420,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",<a_178><b_154><c_133>,<a_178>,<a_178><b_154>,999,,0,0,0,0,0,0,0.0,0.0,<a_109><b_17><c_3>,<a_109>,<a_109><b_17>,1205,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",other,0,0,0,1,2,5,0,0,1,1,8,0,0,l1_routing_miss
r693a,1670,A6065,3254,other,ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food,<a_72><b_27><c_43>,<a_72>,<a_72><b_27>,999,,0,0,0,0,0,0,0.0,0.0,<a_106><b_23><c_156>,<a_106>,<a_106><b_23>,2083,Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube,other,0,0,1,0,0,0,0,0,0,0,10,0,0,l1_routing_miss
r693a,1671,A6642,3516,connector_fitting,DHT Electronics 2PCS RF coaxial cable UHF female SO239 to MCX male right angle connector RG316 20CM,<a_40><b_201><c_179>,<a_40>,<a_40><b_201>,999,,0,0,0,0,0,0,0.0,0.0,<a_126><b_64><c_16>,<a_126>,<a_126><b_64>,2960,Uxcell a11090300ux0241 IC Sockets Adaptor Solder Type Socket (Pack of 17),other,0,0,0,0,1,4,0,0,1,0,8,0,0,l1_routing_miss
r693a,1672,A6816,3279,other,SEOH Graduated Cylinder Borosilicate Glass Round Base - Capacity (ml) 100 -,<a_81><b_173><c_78>,<a_81>,<a_81><b_173>,999,,0,0,0,0,0,0,0.0,0.0,<a_245><b_36><c_95>,<a_245>,<a_245><b_36>,2532,"Brew Tapper Triple Scale Hydrometer for Beer, Wine, Mead & Kombucha - Specific Gravity ABV Tester",gauge_meter,0,0,0,0,1,1,1,0,1,0,2,0,0,l2_routing_miss_after_l1_hit
r693a,1673,A7446,2660,3d_filament,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_32>,<a_178>,<a_178><b_14>,41,41.0,0,0,0,0,0,1,0.0,0.1854490234153689,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,1,1,1,0,1,3,1,1,1,1,4,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,1674,A23,117,adhesive_epoxy,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",<a_78><b_181><c_194>,<a_78>,<a_78><b_181>,999,,0,0,0,0,0,0,0.0,0.0,<a_214><b_212><c_61>,<a_214>,<a_214><b_212>,122,"Rust Bullet MB24SP Metal Blast Rust Treatment and Rust Remover, 24 oz. Spray Bottle, Clear Liquid",other,0,0,0,1,2,2,1,0,1,0,3,0,0,l2_routing_miss_after_l1_hit
r693a,1675,A308,98,metadata_placeholder,"Industrial & Scientific"" />",<a_154><b_254><c_212>,<a_154>,<a_154><b_254>,16,16.0,0,0,0,0,1,1,0.0,0.24465054211822604,<a_185><b_83><c_203>,<a_185>,<a_185><b_83>,457,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle,other,0,0,0,0,3,5,0,0,1,1,5,0,0,l1_routing_miss
r693a,1676,A475,1269,other,"Deli Wrap Interfolded Wax Paper/Dry Waxed Food Liner Master Size 12"" x 10&frac34;"", 500 Sheets",<a_171><b_161><c_113>,<a_171>,<a_171><b_161>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_155><c_192>,<a_31>,<a_31><b_155>,168,"Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft",tape,0,0,0,1,2,4,0,0,0,0,4,0,0,l1_routing_miss
r693a,1677,A611,1871,gauge_meter,"Eagle UI-50-FS Red Galvanized Steel Type I Gasoline Safety Can with Funnel, 5 Gallon Capacity, 13.5"" Height, 12.5"" Diameter",<a_168><b_136><c_246>,<a_168>,<a_168><b_136>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_208><c_41>,<a_31>,<a_31><b_208>,125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,0,0,0,1,2,5,0,0,0,0,6,0,0,l1_routing_miss
r693a,1678,A867,2210,other,"HHIP 8000-0001 2 Flute High Speed Steel End Mill Set, 6 Piece, 3/8"" Shank",<a_7><b_200><c_11>,<a_7>,<a_7><b_200>,999,,0,0,0,0,0,0,0.0,0.0,<a_211><b_253><c_96>,<a_211>,<a_211><b_253>,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",other,0,0,1,0,1,4,0,0,0,0,8,0,0,l1_routing_miss
r693a,1679,A2636,1626,other,"Kimberly-Clark Kimtech Science Kimwipes Delicate Task Disposable Wiper, 8-25/64"" Length x 4-25/64"" Width, White (Pack of 3)",<a_211><b_154><c_104>,<a_211>,<a_211><b_154>,999,,0,0,0,0,0,0,0.0,0.0,<a_243><b_202><c_149>,<a_243>,<a_243><b_202>,2228,"Control Devices ST Series Brass ASME Safety Valve, 150 psi Set Pressure, 1/4"" Male NPT",other,0,0,1,1,1,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,1680,A2972,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_197><b_173><c_161>,<a_197>,<a_197><b_173>,35,35.0,0,0,0,0,0,1,0.0,0.19342640361727081,<a_31><b_50><c_138>,<a_31>,<a_31><b_50>,116,Rescue Tape RT1000201202USCO,tape,0,0,0,1,2,3,0,0,1,1,4,0,0,l1_routing_miss
r693a,1681,A3857,499,other,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length",<a_162><b_241><c_141>,<a_162>,<a_162><b_241>,999,,0,0,0,0,0,0,0.0,0.0,<a_109><b_114><c_135>,<a_109>,<a_109><b_114>,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,0,0,1,0,0,1,0,0,0,0,4,0,0,l1_routing_miss
r693a,1682,A3857,500,other,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",<a_109><b_17><c_165>,<a_109>,<a_109><b_17>,1,1.0,1,1,1,1,1,1,1.0,1.0,<a_109><b_17><c_165>,<a_109>,<a_109><b_17>,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",other,1,1,1,0,1,1,1,1,1,1,5,0,0,hit_at_10
r693a,1683,A3896,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_253>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_69><b_246><c_141>,<a_69>,<a_69><b_246>,363,"BOSTITCH BT1350B-1M 2-Inch 18-Gauge Brads, 1000 per Box, Coated",gauge_meter,0,0,0,0,0,1,0,0,0,0,2,0,0,l1_routing_miss
r693a,1684,A3896,1754,3d_filament,XCSOURCE 3D Printer MK8 Extruder Aluminum Frame Block DIY Kit Reprap i3 All Metal BI090,<a_212><b_45><c_51>,<a_212>,<a_212><b_45>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,0,0,1,0,0,1,0,0,0,0,3,0,0,l1_routing_miss
r693a,1685,A4889,821,other,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit",<a_153><b_36><c_155>,<a_153>,<a_153><b_36>,999,,0,0,0,0,0,0,0.0,0.0,<a_190><b_103><c_0>,<a_190>,<a_190><b_103>,181|182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,0,0,0,0,1,1,0,0,0,0,1,0,0,l1_routing_miss
r693a,1686,A5470,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_107>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_129><b_163><c_0>,<a_129>,<a_129><b_163>,431|1006,"Industrial & Scientific"" /> || Industrial & Scientific"" />",metadata_placeholder,0,0,0,0,1,1,0,0,0,0,1,0,0,l1_routing_miss
r693a,1687,A5470,1552,3d_filament,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_115>,<a_178>,<a_178><b_14>,16,16.0,0,0,0,0,1,1,0.0,0.24465054211822604,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,1,1,1,0,1,1,1,1,1,1,2,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,1688,A5470,1402,tape,Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm,<a_109><b_189><c_23>,<a_109>,<a_109><b_189>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,0,0,0,0,1,2,0,0,1,0,3,0,0,l1_routing_miss
r693a,1689,A5470,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_173>,<a_220>,<a_220><b_114>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_14><c_6>,<a_178>,<a_178><b_14>,2909|3494,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS || 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,0,0,1,0,1,2,0,0,1,1,4,0,0,l1_routing_miss
r693a,1690,A5470,3216,3d_filament,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",<a_212><b_69><c_91>,<a_212>,<a_212><b_69>,999,,0,0,0,0,0,0,0.0,0.0,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,0,0,1,0,1,3,1,0,1,0,5,0,0,l2_routing_miss_after_l1_hit
r693a,1691,A5470,3645,3d_filament,Inland 1.75mm Natural PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_18>,<a_220>,<a_220><b_114>,37,37.0,0,0,0,0,0,1,0.0,0.1905514124267734,<a_220><b_114><c_145>,<a_220>,<a_220><b_114>,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,1,1,1,0,1,4,1,1,1,1,6,1,1,leaf_or_ranking_miss_after_l2_hit
r693a,1692,A5645,562,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_178><b_165><c_16>,<a_178>,<a_178><b_165>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_28><c_220>,<a_31>,<a_31><b_28>,711,3M Scotch #35 Electrical Tape Value Pack (10457NA),tape,0,0,0,0,0,2,0,0,0,0,2,0,0,l1_routing_miss
r693a,1693,A5719,1113,adhesive_epoxy,"Low Cost, Low Volume Resist., Electrically Conductive Silver Epoxy Adhesive, AA-DUCT 906 , 2.5gm kit",<a_138><b_198><c_36>,<a_138>,<a_138><b_198>,999,,0,0,0,0,0,0,0.0,0.0,<a_115><b_56><c_2>,<a_115>,<a_115><b_56>,170,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),other,0,0,0,1,2,3,0,0,1,0,4,0,0,l1_routing_miss
r693a,1694,A6457,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_178><b_14><c_94>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_154><c_50>,<a_178>,<a_178><b_154>,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,1,0,1,0,0,0,1,0,1,0,2,0,0,l2_routing_miss_after_l1_hit
r693a,1695,A7419,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_107>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_156><c_135>,<a_178>,<a_178><b_156>,2893,"eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White",3d_filament,1,0,1,1,1,2,1,0,1,0,6,1,0,l2_routing_miss_after_l1_hit
r693a,1696,A7428,3171,3d_filament,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,<a_220><b_164><c_165>,<a_220>,<a_220><b_164>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_165><c_148>,<a_178>,<a_178><b_165>,2507,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver",3d_filament,0,0,1,0,1,2,1,0,1,0,4,1,0,l2_routing_miss_after_l1_hit
r693a,1697,A1574,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_109><b_114><c_135>,<a_109>,<a_109><b_114>,12,12.0,0,0,0,0,1,1,0.0,0.27023815442731974,<a_40><b_39><c_213>,<a_40>,<a_40><b_39>,1518,Install Bay Copper Ring Terminal 8 Gauge 3/8 Inch 25 Pack - CUR838,connector_fitting,0,0,0,0,1,2,0,0,1,1,5,0,0,l1_routing_miss
r693a,1698,A1873,2241,other,"Curad Antiviral Face Mask, 10 Count",<a_67><b_144><c_249>,<a_67>,<a_67><b_144>,999,,0,0,0,0,0,0,0.0,0.0,<a_193><b_130><c_174>,<a_193>,<a_193><b_130>,926,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",other,0,0,1,1,2,4,0,0,0,0,10,0,0,l1_routing_miss
r693a,1699,A2061,2659,3d_filament,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_139>,<a_178>,<a_178><b_14>,999,,0,0,0,0,0,0,0.0,0.0,<a_178><b_20><c_140>,<a_178>,<a_178><b_20>,1794,"Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural",3d_filament,1,0,1,0,1,1,1,0,1,1,4,1,0,l2_routing_miss_after_l1_hit
r693a,1700,A2278,194,other,Oral-B Deep Sweep Toothbrush,<a_89><b_117><c_227>,<a_89>,<a_89><b_117>,999,,0,0,0,0,0,0,0.0,0.0,<a_124><b_153><c_37>,<a_124>,<a_124><b_153>,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,0,0,0,1,2,3,0,0,0,0,4,0,0,l1_routing_miss
r693a,1701,A3148,439,other,"Malin - MS20995C Stainless Steel Safety Wire / Lockwire | .032"" Dia , Can",<a_32><b_226><c_214>,<a_32>,<a_32><b_226>,999,,0,0,0,0,0,0,0.0,0.0,<a_197><b_173><c_161>,<a_197>,<a_197><b_173>,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,0,0,0,1,1,1,0,0,0,0,1,0,0,l1_routing_miss
r693a,1702,A3148,856,tape,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,<a_31><b_51><c_218>,<a_31>,<a_31><b_51>,999,,0,0,0,0,0,0,0.0,0.0,<a_197><b_173><c_161>,<a_197>,<a_197><b_173>,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,0,0,0,1,1,1,0,0,1,0,2,0,0,l1_routing_miss
r693a,1703,A3148,410,other,"Century Drill and Tool 95107 Coarse Plug Hand Tap, 3/8-16",<a_7><b_239><c_51>,<a_7>,<a_7><b_239>,999,,0,0,0,0,0,0,0.0,0.0,<a_31><b_51><c_218>,<a_31>,<a_31><b_51>,856,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,tape,0,0,0,1,2,2,0,0,0,0,3,0,0,l1_routing_miss
r693a,1704,A3148,1376,other,"Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT",<a_7><b_239><c_75>,<a_7>,<a_7><b_239>,31,31.0,0,0,0,0,0,1,0.0,0.2,<a_197><b_173><c_161>,<a_197>,<a_197><b_173>,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,0,0,0,1,2,2,0,0,1,1,4,1,1,l1_routing_miss
r693a,1705,A3148,2213,gauge_meter,"Zenport DPG200 Zen-Tek Dry Air Pressure Gauge, 200 PSI",<a_189><b_226><c_14>,<a_189>,<a_189><b_226>,999,,0,0,0,0,0,0,0.0,0.0,<a_197><b_173><c_161>,<a_197>,<a_197><b_173>,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,0,0,1,1,2,3,0,0,0,0,5,0,0,l1_routing_miss
