case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
lost_vs_v2,v2_on_p05,3595,gauge_meter,2929,"Install Bay 3MHST34 3M Heat Shrink Tubing 3/4"" Diameter 4G 4-Ft",<a_115><b_251><c_91>,32.0,1.0,l2_routing_miss_after_l1_hit,1,1,"<a_115><b_179><c_232> :: ids=[3397] :: fam=gauge_meter :: Install Bay 3MHST1 Heat Shrink 1 Inch (diameter) x 4 Foot
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_115><b_155><c_242> :: ids=[1839] :: fam=gauge_meter :: Bare Copper Wire, Bright, 14 AWG, 0.064"" Diameter, 80' Length (Pack of 1)
<a_115><b_213><c_222> :: ids=[399] :: fam=other :: Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft","<a_83><b_53><c_127> :: ids=[2929] :: fam=gauge_meter :: Install Bay 3MHST34 3M Heat Shrink Tubing 3/4"" Diameter 4G 4-Ft
<a_83><b_53><c_3> :: ids=[1294] :: fam=other :: Install Bay 3M Heat Shrink Tubing 1/4 Inch 10G - 4 Feet
<a_83><b_53><c_88> :: ids=[3019] :: fam=other :: Install Bay Heat Shrink 3/8 Inch x 4 Feet
<a_83><b_53><c_133> :: ids=[1293] :: fam=other :: Install Bay Heat Shrink 1/8 Inch x 4 Feet
<a_168><b_53><c_241> :: ids=[883] :: fam=adhesive_epoxy :: Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing",,
lost_vs_v2,v2_on_p05,3663,other,1248,"T-fal C51407 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookware, 12-Inch, Red",<a_93><b_19><c_177>,,9.0,l1_routing_miss,1,1,"<a_197><b_163><c_5> :: ids=[2865] :: fam=gauge_meter :: Accugage Rubber Gauge Cover
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_211><b_154><c_68> :: ids=[513] :: fam=other :: Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply
<a_197><b_163><c_143> :: ids=[360] :: fam=gauge_meter :: Carrera Precision CP9806-TF Titanium 0-Inch to 6-Inch Electronic Fractional & Decimal Digital Caliper
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion","<a_2><b_49><c_29> :: ids=[570] :: fam=other :: Bissell 9595A CleanView Bagless Vacuum with OnePass
<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_50><b_92><c_5> :: ids=[385] :: fam=other :: Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)
<a_209><b_166><c_114> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_50><b_81><c_98> :: ids=[853] :: fam=other :: Rubbermaid Professional Plus Heavy-Duty Spray Bottle,32 fl OZ (946ml), (FG6C13PR06)",,
lost_vs_v2,v2_on_p05,3686,other,2745,HM Digital 1000ppm TDS Calibration Solution,<a_153><b_199><c_193>,18.0,9.0,l2_routing_miss_after_l1_hit,1,1,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_35><b_85><c_71> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)","<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_175><b_13><c_126> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''
<a_175><b_178><c_119> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_141><b_44><c_97> :: ids=[2807] :: fam=ventilation_fan :: VIVOSUN 6 Inch 440 CFM Inline Duct Ventilation Fan with Variable Speed Controller
<a_209><b_169><c_44> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",,
lost_vs_v2,v2_on_p05,3840,3d_filament,3522,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",<a_178><b_14><c_183>,19.0,9.0,leaf_or_ranking_miss_after_l2_hit,1,4,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_17> :: ids=[3494] :: fam=3d_filament :: 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_213> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,
lost_vs_v2,v2_on_p05,4046,3d_filament,2158,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",<a_178><b_156><c_234>,27.0,6.0,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_193><b_58><c_86> :: ids=[3059] :: fam=3d_filament :: Filabot ABS 3D Printing Smoothing Pen
<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_156><c_58> :: ids=[2157] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue
<a_178><b_156><c_135> :: ids=[2893] :: fam=3d_filament :: eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White
<a_178><b_156><c_59> :: ids=[2703] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black","<a_211><b_35><c_200> :: ids=[2893] :: fam=3d_filament :: eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White
<a_211><b_35><c_13> :: ids=[2703] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black
<a_202><b_149><c_116> :: ids=[3267] :: fam=3d_filament :: Filabot TB1 Taulman BRIDGE Filament, 1.75 mm, White
<a_211><b_35><c_7> :: ids=[2157] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue
<a_226><b_148><c_116> :: ids=[2333] :: fam=3d_filament :: eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",,
lost_vs_v2,v2_on_p05,4081,3d_filament,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_77><b_180><c_32>,50.0,10.0,l2_routing_miss_after_l1_hit,1,5,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_26> :: ids=[3442] :: fam=3d_filament :: 3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_163> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_17> :: ids=[3494] :: fam=3d_filament :: 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_20> :: ids=[3522] :: fam=3d_filament :: 3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",,
lost_vs_v2,v2_on_p05,4122,3d_filament,3522,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",<a_178><b_14><c_183>,28.0,7.0,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_213> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_65><c_53> :: ids=[1850] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",,
lost_vs_v2,v2_on_p05,4144,connector_fitting,2302,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 5/16"" x 25' Length, 0.3125"" ID, Black",<a_0><b_87><c_143>,25.0,1.0,l2_routing_miss_after_l1_hit,1,1,"<a_0><b_176><c_5> :: ids=[850] :: fam=connector_fitting :: HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_115><b_56><c_2> :: ids=[170] :: fam=other :: URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)
<a_31><b_155><c_192> :: ids=[168] :: fam=tape :: Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft
<a_209><b_196><c_135> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)","<a_161><b_133><c_114> :: ids=[2302] :: fam=connector_fitting :: HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 5/16"" x 25' Length, 0.3125"" ID, Black
<a_83><b_83><c_33> :: ids=[170] :: fam=other :: URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS)
<a_248><b_109><c_145> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)
<a_161><b_203><c_20> :: ids=[416] :: fam=connector_fitting :: PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6
<a_161><b_140><c_199> :: ids=[36] :: fam=connector_fitting :: Neiko 50463A SAE Hydraulic Grease Fitting Kit, 110 Piece | Straight and Angled | 1/4"", 1/8",,
lost_vs_v2,v2_on_p05,4152,3d_filament,3475,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_7>,11.0,6.0,leaf_or_ranking_miss_after_l2_hit,1,4,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_26> :: ids=[3442] :: fam=3d_filament :: 3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_150> :: ids=[3466] :: fam=3d_filament :: 3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_122><c_17> :: ids=[3494] :: fam=3d_filament :: 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_8> :: ids=[1552] :: fam=3d_filament :: 3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,
lost_vs_v2,v2_on_p05,4249,3d_filament,2583,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, Green",<a_178><b_154><c_31>,35.0,6.0,leaf_or_ranking_miss_after_l2_hit,1,2,"<a_178><b_154><c_141> :: ids=[2472] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_154><c_50> :: ids=[444] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm","<a_112><b_65><c_53> :: ids=[1850] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red
<a_112><b_65><c_32> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_112><b_249><c_241> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_45><b_249><c_244> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White
<a_112><b_39><c_35> :: ids=[2715, 3480] :: fam=3d_filament :: HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1 kg Spool, 1.75 mm, Transparent Black / HATCHBOX ABS 3D Printer Filament, Dimensional Accura",,
r693a_miss_top1_history_repeat,,0,3d_filament,3681,3D Solutech Real Orange 1.75mm ABS 3D Printer Filament 2.2 LBS (1.0KG),<a_178><b_14><c_203>,,,l2_routing_miss_after_l1_hit,1,2,"<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm",,,
r693a_miss_top1_history_repeat,,51,3d_filament,3468,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_77><b_180><c_59>,18.0,,l1_routing_miss,1,3,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,,
r693a_miss_top1_history_repeat,,67,3d_filament,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",<a_178><b_156><c_59>,,,l1_routing_miss,1,2,"<a_134><b_242><c_131> :: ids=[3085] :: fam=other :: JOYSA 5PCS 0.4mm Drill Bits for 3D MakerBot Printer Nozzle Cleaning Kit BY JOYSA US Registered Brand
<a_72><b_200><c_0> :: ids=[366] :: fam=other :: Lisle 52750 Stethoscope Kit
<a_134><b_254><c_47> :: ids=[145] :: fam=other :: Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing
<a_138><b_9><c_137> :: ids=[395] :: fam=other :: Arctic Silver 5 AS5-3.5G Thermal Paste
<a_8><b_42><c_93> :: ids=[476] :: fam=gauge_meter :: Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included",,,
r693a_miss_top1_history_repeat,,122,3d_filament,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_24>,,,leaf_or_ranking_miss_after_l2_hit,1,1,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_150><c_186> :: ids=[2714] :: fam=3d_filament :: NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE
<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_166><c_183> :: ids=[2477] :: fam=3d_filament :: BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm",,,
