variant,level,bucket,size,top_family,top_family_frac,top_brand,top_brand_frac,family_counts_top6,brand_counts_top6,example_items
original,2,<a_94><b_195>,7,other,1.0,Pyrex,0.5714285714285714,other:7,Pyrex:4; American Educational Products:1; Karter Scientific:1; Corning:1,"2223:250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack o || 1773:American Educational Borosilicate Glass (Bomex) 2,000mL Erlenmeyer Flask || 3313:PYREX 125mL Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea || 1081:PYREX 1L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea || 3392:PYREX 250mL Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea || 1080:PYREX 2L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, 1/pk"
original,2,<a_94><b_40>,7,other,1.0,SEOH,1.0,other:7,SEOH:7,2875:SEOH 3 Pack Glass Borosilicate Graduated Beakers 50ml 100ml and 250ml || 1955:SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml || 3038:SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml || 3496:SEOH Beaker Borosilicate Glass Low Form Graduated 1000ml Each || 3618:SEOH Beaker Borosilicate Glass Low Form Graduated 2000ml Each || 3214:SEOH Beaker Borosilicate Glass Low Form Graduated 250ml Each
original,2,<a_223><b_193>,7,3d_filament,1.0,eSUN,0.2857142857142857,3d_filament:7,eSUN:2; Cutequeen:2; HICTOP:1; ROBO 3D:1; Summit Printing:1,"3521:Cutequeen 3D-PLA-1.75mm-1KG 3D Printer Filament,1.75 mm Diameter,Dimensional Accuracy +/-  || 3638:Cutequeen PLA Plastic Filament Cartridge,1.75 mm Diameter,Dimensional Accuracy +/- 0.05mm, || 2285:HICTOP 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy + || 3680:ProSpec PLA - Emerald - Beautiful Gemstone - Performance Grade 3D Printer Filament - 2.85m || 3472:ROBO 3D PLA 3D Printer Filament, 1 kg Spool, 1.75mm, 0.05mm, Green || 2965:eSUN 1.75mm Natural PLA 3D Printer filament 1kg Spool (2.2lbs), Natural"
original,2,<a_202><b_62>,6,tape,1.0,Pro Tapes,0.8333333333333334,tape:6,Pro Tapes:5; Rescue Tape:1,"3100:Pro Tapes PRO-46/BLK260 PRO-46 Colored Masking Tape: 2"" x 60 yd, Black || 567:ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Black ( || 528:ProTapes Pro Duct 100 PE-Coated Cloth Economy Duct Tape, 60 yds Length x 2"" Width, Silver  || 2541:ProTapes Pro Duct 110 PE-Coated Cloth General Purpose Duct Tape, 60 yds Length x 2"" Width, || 1444:ProTapes Pro Duct 110 PE-Coated Cloth General Purpose Duct Tape, 60 yds Length x 2"" Width, || 116:Rescue Tape RT1000201202USCO"
original,2,<a_24><b_91>,6,other,1.0,iRobot,1.0,other:6,iRobot:6,"2264:iRobot Roomba 614 Robot Vacuum Cleaner, Self-Charging, Good for Pet Hair, Carpets, & Hard  || 2351:iRobot Roomba 770 Robotic Vacuum Cleaner || 2179:iRobot Roomba 860 Robot Vacuum || 2352:iRobot Roomba 870 Robotic Vacuum Cleaner || 207:iRobot Roomba 880 Robot Vacuum || 678:iRobot Roomba 980 Robot Vacuum with Wi-Fi Connectivity, Works with Alexa, Ideal for Pet Ha"
original,2,<a_42><b_33>,6,other,1.0,DEWALT,1.0,other:6,DEWALT:6,"230:DEWALT DBN18125 Heavy Duty 18 Gauge, 1-1/4-Inch Brad Nail (5000-Pack) || 362:DEWALT DCA16200 2-Inch by 16 Gauge 20-Degree Finish Nail (2,500 per Box) || 1450:DEWALT DCS16125 1-1/4-Inch by 16 Gauge Finish Nail (2,500 per Box) || 446:DEWALT DCS16150 1-1/2-Inch by 16 Gauge Finish Nail (2,500 per Box) || 447:DEWALT DCS16200 2-Inch by 16 Gauge Finish Nail (2,500 per Box) || 1411:DEWALT DCS16250 2-1/2-Inch by 16 Gauge Finish Nail (2,500 per Box)"
original,2,<a_150><b_61>,6,other,0.8333333333333334,Dry-Packs,0.5,other:5; 3d_filament:1,Dry-Packs:3; Absorbent Industries:2; Dry Packs:1,"449:Dry-Packs 112gm 4-Pack Silica Gel Desiccant Packet, 5 by 3.25-Inch. || 2690:Dry-Packs 1gm Moisture Absorbing Silica Gel Indicating Packets, Pack Of 20 || 2798:Dry-Packs 3gm Cotton Silica Gel Packet, Pack of 50 || 1333:Dry-Packs Silica Gel (10 Pack), 3g || 501:Dry-Packs Silica Gel Desiccant, 40gm || 284:Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry"
original,2,<a_73><b_56>,6,other,1.0,E-Projects,0.5,other:6,E-Projects:3; RioRand:1; PIXNOR:1; VANTAKOOL:1,"2028:E-Projects EPC-101 31 Value Resistor Kit, 10 Ohm - 1M Ohm, 1/4 Watt (Pack of 775) || 735:E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075) || 1601:E-Projects EPC-103 16 Value Resistor Kit, 10 Ohm - 1M Ohm (Pack of 400) || 2983:E-Projects EPC-105 16 Value Resistor Kit, 10 Ohm - 1M Ohm, 1/2 Watt (Pack of 400) || 2951:PIXNOR 1/4W Resistor Kit 56 Values x 20pcs =1120pcs (1ohm-10Mohm) Metal Film Resistors Ass || 2612:RioRand 400 Pcs, 16 Value Resistor Kit (10 Ohm - 1M Ohm)"
original,2,<a_193><b_19>,6,pipe_fitting,0.3333333333333333,uxcell,0.3333333333333333,pipe_fitting:2; blade_tool:2; other:1; wire_cable:1,uxcell:2; General Tools Mfg Co In:1; Wirezoll:1; AUTOTOOLHOME:1; Alvord Polk:1,"1163:AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill || 1315:Alvord Polk 127-0 High-Speed Steel Chucking Reamer, Straight Flute, Round Shank, Uncoated  || 1118:General Tools 196 Hand Reamer And Countersink, 3/4-Inch || 2048:Uxcell a11103100ux0074 5/16"" x 5/16"" Straight Shank 4 Flute Endmill Milling Cutter || 1169:Uxcell a12121300ux0202 Cutting Slotting End Mill Router Bit 4 Flute 1/4"" Shank 1/4"" Diamet || 1142:Wirezoll a12051600ux0807 3/8"" x 3/8"" High Speed Steel HSS 4 Flute Straight End Mill Cutter"
original,2,<a_223><b_184>,6,other,1.0,BuildTak,1.0,other:6,BuildTak:6,"1974:BuildTak 3D Printing Build Surface, 12"" x 12"" Square, Black (Pack of 3) || 1551:BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3) || 3662:BuildTak 3D Printing Build Surface, 6.5"" x 10"" Rectangle, Black (Pack of 3) || 3445:BuildTak 3D Printing Build Surface, 6.5"" x 6.5"" Square, Black (Pack of 3) || 2698:BuildTak 3D Printing Build Surface, 8"" x 10"" Rectangle, Black (Pack of 3) || 3370:BuildTak 3D Printing Build Surface, 9"" x 10"" Rectangle, Black (Pack of 3)"
original,3,<a_223><b_80><c_0>,3,3d_filament,1.0,3D Solutech,1.0,3d_filament:3,3D Solutech:3,"2659:3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-  || 3557:3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG) || 3631:3D Solutech Skin 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG)"
original,3,<a_210><b_231><c_0>,2,other,1.0,UltraSource,1.0,other:2,UltraSource:2,"7:UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) || 8:UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)"
original,3,<a_197><b_204><c_0>,2,other,1.0,DuPont,1.0,other:2,DuPont:2,139:DuPont Teflon Non-Stick || 774:DuPont Teflon Non-Stick
original,3,<a_107><b_93><c_0>,2,other,1.0,AcuRite,1.0,other:2,AcuRite:2,"181:AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga || 182:AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga"
original,3,<a_17><b_217><c_0>,2,wire_cable,1.0,UNKNOWN,1.0,wire_cable:2,UNKNOWN:2,216:Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG || 217:Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG
original,3,<a_108><b_146><c_2>,2,pipe_fitting,1.0,Merit Brass,1.0,pipe_fitting:2,Merit Brass:2,"2100:Stainless Steel 316 Cast Pipe Fitting, Coupling, Class 150, 1/2""NPT Female || 322:Stainless Steel 316 Cast Pipe Fitting, Union, Class 150, 1/8"" NPT Female"
original,3,<a_15><b_118><c_0>,2,other,1.0,Osborn International,1.0,other:2,Osborn International:2,"431:Industrial & Scientific"" /> || 1006:Industrial & Scientific"" />"
original,3,<a_14><b_233><c_0>,2,fastener_screw,1.0,T-fal,1.0,fastener_screw:2,T-fal:2,1249:T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookw || 1250:T-fal C51402 Excite Nonstick Thermo-Spot Dishwasher Safe Oven Safe PFOA Free Fry Pan Cookw
original,3,<a_122><b_52><c_0>,2,adhesive_glue,1.0,Shoegoo,1.0,adhesive_glue:2,Shoegoo:2,"1382:Shoe GOO&reg; Adhesive, 3.7 fl oz || 1788:Shoe GOO&reg; Adhesive, 3.7 fl oz"
original,3,<a_108><b_146><c_0>,2,pipe_fitting,1.0,Merit Brass,1.0,pipe_fitting:2,Merit Brass:2,"1787:Stainless Steel 316 Cast Pipe Fitting, Hex Head Plug, Class 150, 1/4"" NPT Male || 2831:Stainless Steel 316 Pipe Fitting, Hex Countersunk Plug, Class 1000, 1/4"" NPT Male"
original,3,<a_94><b_40><c_0>,2,other,1.0,SEOH,1.0,other:2,SEOH:2,1955:SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml || 3038:SEOH 5 Pack Glass Borosilicate Graduated Beakers 50 100 250 600 and 1000ml
original,3,<a_180><b_226><c_0>,2,other,1.0,DBPOWER,1.0,other:2,DBPOWER:2,2956:DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver || 2957:DBPOWER 2 MP 15M Tube USB Waterproof Hd 6-led Borescope Endoscope Inspection Camera(Silver
original,3,<a_223><b_80><c_3>,2,3d_filament,1.0,3D Solutech,1.0,3d_filament:2,3D Solutech:2,"3493:3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.0 || 3112:3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0"
original,3,<a_67><b_199><c_0>,2,heat_shrink,1.0,Ancor,1.0,heat_shrink:2,Ancor:2,3209:Ancor Heat Shrink Ring Terminals || 3210:Ancor Heat Shrink Ring Terminals
original,3,<a_223><b_212><c_0>,2,3d_filament,1.0,Black Magic 3D,1.0,3d_filament:2,Black Magic 3D:2,"3302:PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm || 3459:PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm"
original,3,<a_236><b_231><c_226>,1,battery_electrical,1.0,"Sealed Unit Parts Co., Inc.",1.0,battery_electrical:1,"Sealed Unit Parts Co., Inc.:1",0:SUPCO SPP6 Relay/Capacitor Hard Start Kit with 500% Increase Starting Torque
original,3,<a_42><b_80><c_160>,1,pipe_fitting,1.0,Stanley,1.0,pipe_fitting:1,Stanley:1,"1:Stanley TRA708T Sharpshooter 1/2-Inch Leg Length Staples, Steel (1000 Count)"
original,3,<a_42><b_194><c_177>,1,pipe_fitting,1.0,Stanley,1.0,pipe_fitting:1,Stanley:1,2:Stanley TRA708SST 1/2-Inch HD Stainless Steel Narrow Crown Staple
original,3,<a_224><b_163><c_184>,1,fastener_screw,1.0,Kreg,1.0,fastener_screw:1,Kreg:1,"3:Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack"
original,3,<a_24><b_255><c_63>,1,abrasive_sandpaper,1.0,Dico,1.0,abrasive_sandpaper:1,Dico:1,4:Dico 541-774-21/2 Nyalox Cup Brush 21/2-Inch Grey 80 Grit
original,3,<a_165><b_25><c_46>,1,adhesive_glue,1.0,Satellite City,1.0,adhesive_glue:1,Satellite City:1,"5:Hot Stuff Super T Medium Instant CA Glue, 2oz HST-4"
original,3,<a_193><b_196><c_9>,1,adhesive_glue,1.0,PORTER-CABLE,1.0,adhesive_glue:1,PORTER-CABLE:1,6:PORTER-CABLE 740000801 4 1/2-Inch x 10yd 80 Grit Adhesive-Backed Sanding Roll
original,3,<a_108><b_140><c_213>,1,pipe_fitting,1.0,Anderson Metals,1.0,pipe_fitting:1,Anderson Metals:1,"9:Anderson Metals Brass Tube Fitting, Half-Union, 3/8"" Flare x 1/8"" Male Pipe"
original,3,<a_202><b_243><c_240>,1,tape,1.0,3M,1.0,tape:1,3M:1,"10:Scotch Foil Tape, 2-Inch by 50-Yard"
original,3,<a_104><b_152><c_192>,1,other,1.0,TRLEN,1.0,other:1,TRLEN:1,"11:T&Uuml;RLEN DIAL INDICATOR 0-1"" AGD SPEC 0.001"" w/LUG BACK"
original,3,<a_193><b_237><c_29>,1,other,1.0,Eclipse,1.0,other:1,Eclipse:1,"12:Eclipse Quick Release Woodworking Vise, Gray Cast Iron, 9"" Size"
original,3,<a_211><b_68><c_36>,1,other,1.0,Amprobe,1.0,other:1,Amprobe:1,"13:Amprobe TL36A Test Leads with Alligator Clips, 1000V"
original,3,<a_180><b_48><c_25>,1,other,1.0,Titan Tools,1.0,other:1,Titan Tools:1,14:Titan Tools 11185 Telescoping Inspection Mirror
original,3,<a_224><b_163><c_151>,1,fastener_screw,1.0,Kreg,1.0,fastener_screw:1,Kreg:1,"15:Kreg SML-C2-250 Pocket Screws 2-Inch, 8 Coarse, Washer Head, 250 Count"
original,3,<a_193><b_196><c_0>,1,adhesive_glue,1.0,PORTER-CABLE,1.0,adhesive_glue:1,PORTER-CABLE:1,16:PORTER-CABLE 740001201 4 1/2-Inch by 10yd 120 Grit Adhesive-Backed Sanding Roll
original,3,<a_42><b_244><c_29>,1,other,1.0,BOSTITCH,1.0,other:1,BOSTITCH:1,"17:BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box"
original,3,<a_24><b_173><c_157>,1,other,1.0,Shop-Vac,1.0,other:1,Shop-Vac:1,18:Shop-Vac 9064900 2-1/2-to-1-1/2-Inch Conversion Unit
original,3,<a_42><b_244><c_17>,1,other,1.0,BOSTITCH,1.0,other:1,BOSTITCH:1,"19:BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box"
original,3,<a_42><b_226><c_185>,1,wire_cable,1.0,PORTER-CABLE,1.0,wire_cable:1,PORTER-CABLE:1,"20:PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack"
original,3,<a_224><b_128><c_119>,1,3d_filament,1.0,Swordfish,1.0,3d_filament:1,Swordfish:1,"21:Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece"
original,3,<a_197><b_91><c_69>,1,other,1.0,EyeVac,1.0,other:1,EyeVac:1,22:Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vac
original,3,<a_202><b_100><c_73>,1,tape,1.0,Gardner Bender,1.0,tape:1,Gardner Bender:1,"23:Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Out"
original,3,<a_150><b_50><c_166>,1,other,1.0,Red Star,1.0,other:1,Red Star:1,24:Wine Yeast Red Star Premier Classique Formerly Montrachet For Wine Making x10
original,3,<a_104><b_196><c_96>,1,other,1.0,Wixey,1.0,other:1,Wixey:1,25:Wixey WR300 Digital Angle Gauge
original,3,<a_24><b_116><c_155>,1,other,1.0,SharkNinja,1.0,other:1,SharkNinja:1,26:Shark Navigator Lift-Away Professional NV356E
qcr,1,<a_191>,214,3d_filament,0.9953271028037384,HATCHBOX,0.2897196261682243,3d_filament:213; other:1,HATCHBOX:62; eSUN:30; 3D Solutech:29; Gizmo Dorks:12; SainSmart:10; Smartbuy:6,"3429:3D Printer Filament 1.75mm Black ABS - 1kg (2.2 lbs) 100% USA || 2659:3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-  || 3599:3D Solutech Aqua Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0. || 2993:3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0 || 3557:3D Solutech Chocolate Brown 3D Printer PLA Filament 1.75MM Filament 2.2 LBS (1.0KG) || 1888:3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.0"
qcr,1,<a_34>,77,wire_cable,0.5324675324675324,Install Bay,0.24675324675324675,wire_cable:41; connector_terminal:29; 3d_filament:5; other:1; abrasive_sandpaper:1,Install Bay:19; Remington Industries:11; American Terminal:9; Ginsco:8; Hilitchi:4; yueton:3,"1032:100pcs Male & Female Insulated Wire Bullet Crimp Connector Terminal. || 3203:100x European Male & Female Insulated Spade Quick Wire Crimp Connectors 22-16AWG || 2032:360-Piece Solderless Electrical Terminal Assortment || 1057:50pcs Premium Brass 18-22 (RED) Gauge Male-Female Solderless Crimp Bullet Plug Connectors || 3152:60pcs Splice Wire Connectors, Sopoby Quick Disconnects Wire Terminals, Fully Insulated Mal || 2023:Absolute USA FQD1614B 16/14 Gauge Nylon Fully Insulated Female Quick Disconnects (Blue)"
qcr,1,<a_227>,74,3d_filament,0.6756756756756757,Inland,0.24324324324324326,3d_filament:50; other:12; heat_shrink:7; battery_electrical:2; wire_cable:2; fastener_screw:1,Inland:18; AMZ3D:6; Karter Scientific:3; SOLOOP:3; Syhonic:2; Printrbot:2,2632:(100&Omega;&ndash;1M&Omega;) 130pcs 13 Values RoHS Variable Resistor Potentiometers Assort || 2739:1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03 || 2742:1.75mm Dark Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/-  || 3654:1.75mm Orange PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.0 || 3598:1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm || 2740:1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03
qcr,1,<a_114>,67,other,0.43283582089552236,Small Parts,0.19402985074626866,other:29; pipe_fitting:22; 3d_filament:8; fastener_screw:3; staple:2; abrasive_sandpaper:2,Small Parts:13; Eagle:3; Fowler:2; Mitutoyo:2; Cubitron:2; Pentek:2,"1148:1018 Carbon Steel Rectangular Bar, Unpolished (Mill) Finish, Cold Finished Temper, ASTM A1 || 1149:1018 Carbon Steel Rectangular Bar, Unpolished (Mill) Finish, Cold Finished, ASTM A108, 1/4 || 443:1018 Carbon Steel Round Rod, Unpolished (Mill) Finish, Cold Finished Temper, ASTM A108, 1. || 1127:304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS  || 1125:304 Stainless Steel Round Rod, Unpolished (Mill) Finish, Annealed, AMS 5639/ASTM A276/AMS  || 246:304 Stainless Steel Sheet, #4 Brushed Finish, Annealed, ASTM A240/ASME SA240, 0.048"" Thick"
qcr,1,<a_247>,64,tape,0.96875,3M,0.25,tape:62; 3d_filament:1; adhesive_glue:1,3M:16; Scotch:8; Duck:8; Gorilla:7; Pro Tapes:6; Intertape Polymer Group:5,"1223:1-7/8 in. Wide Duct Tape, Indoor Silver General Purpose, 60 yards || 2251:3M  Pro Strength Duct Tape, 1230-C, 1.88 Inches by 30 Yards || 553:3M  Pro Strength Duct Tape, 1260-A, 1.88  Inches by 60 Yards || 555:3M 3920-BK Duct Tape Black, 1.88 Inches by 20 Yards || 3253:3M 3960-RD Red Duct Tape, 1.88 Inches by 60 Yards || 2871:3M 468MP Adhesive Transfer Tape, 4"" width x 5yd length (1 roll)"
qcr,1,<a_140>,63,pipe_fitting,0.873015873015873,Anderson Metals,0.4126984126984127,pipe_fitting:55; connector_terminal:4; fastener_screw:4,Anderson Metals:26; Merit Brass:18; Dixon Valve & Coupling:7; Thogus:3; Spears Manufacturing:2; Weatherhead:2,"3342:Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Fe || 700:Anderson Metals 06130 Brass Pipe Fitting, 90 Degree Barstock Elbow, 1/4"" NPT Male x 1/4"" N || 2846:Anderson Metals 38101 Red Brass Pipe Fitting, Tee, 3/4"" x 3/4"" x 3/4"" Female Pipe || 818:Anderson Metals 38116 Red Brass Pipe Fitting, 90 Degree Street Elbow, 3/4"" Female x 3/4"" M || 1767:Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe || 1177:Anderson Metals 56110 Brass Pipe Fitting, Hex Bushing, 1/2"" NPT Male Pipe x 3/8"" NPT Femal"
qcr,1,<a_2>,59,other,0.3728813559322034,BOSTITCH,0.1694915254237288,other:22; fastener_screw:17; wire_cable:7; 3d_filament:7; pipe_fitting:4; adhesive_glue:1,BOSTITCH:10; ARROW FASTENER:7; PORTER-CABLE:4; National Hardware:4; Stanley:3; Qualihome:3,"1975:1-1/8"" Blk Coarse Thread Drywall Screw W/ Bugle Head 1# Box || 1005:3M 9089NA Drywall Sanding Screen, 4 3/16in x 11 1/4 in, 2-Sheet Fine-Grit || 1539:550 Pieces Nail and Brad Assortment 7 Different Sizes! || 166:ARROW 160455 Drywall Drill Bit, Screw and Anchor Kit || 1063:Aluminum Blind Rivet, Meets IFI Grade 11, 0.126""-0.25"" Grip Range, 3/32"" OD, 0.375"" Length || 1919:Anvil 8700163903, Malleable Iron Pipe Fitting, Floor Flange, 3/4"" NPT Female, Black Finish"
qcr,1,<a_170>,59,fastener_screw,0.4915254237288136,Kreg,0.22033898305084745,fastener_screw:29; other:11; wire_cable:9; 3d_filament:8; staple:1; pipe_fitting:1,Kreg:13; PORTER-CABLE:9; DEWALT:9; Small Parts:8; Stainless Town:3; Century Drill & Tool:2,"189:316 Stainless Steel Machine Screw, Plain Finish, Flat Head, Phillips Drive, 1/2"" Length, # || 2055:Brass Machine Screw, Plain Finish, Pan Head, Phillips Drive, 1/4"" Length, #2-56 Threads (P || 79:Brass Wood Screw, Plain Finish, Flat Head, Slotted Drive, 3/8"" Length, #6 Threads (Pack of || 2371:Brass Wood Screw, Plain Finish, Round Head, Phillips Drive, 1"" Length, #7 Threads (Pack of || 410:Century Drill and Tool 95107 Coarse Plug Hand Tap, 3/8-16 || 1376:Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT"
qcr,1,<a_5>,59,other,0.4067796610169492,Small Parts,0.1694915254237288,other:24; tape:8; 3d_filament:6; pipe_fitting:5; fastener_screw:5; wire_cable:4,Small Parts:10; ABN:5; UNKNOWN:3; XFasten:3; guntap:2; DuPont:2,"2375:#1 Best Quality Zinc Self Drilling Drywall Anchors with Screws Kit, 100 Pieces All Togethe || 131:110 Copper Round Rod, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 0.25"" Diameter, 24"" || 2129:20Pcs Steel Rivet Nut Insert Nutsert 5/16-18 || 566:4 - Red 12"" Tire Premium Skates Wheel Car Dolly Ball Bearings Skate Makes Moving A Car Eas || 1012:4.5"" x 7/8"" Premium High Density Jumbo Zirconia Type 29 Flap Disc 40 Grit - 10 Pack || 460:4.5"" x 7/8"" Premium Zirconia Flap Disc Grinding Wheel 60 Grit Type 29-10 Pack"
qcr,1,<a_211>,57,other,0.5789473684210527,Plymor,0.19298245614035087,other:33; 3d_filament:19; label_tag:2; wire_cable:1; tape:1; pipe_fitting:1,Plymor:11; Avery:3; UltraSource:2; Pratt:2; iMBAPrice:2; Dazzling Displays:2,"902:100 Poly Bag Zipper Resealable Plastic Shipping Bags 6"" x 9 || 2038:3"" X 4"" 4-mil Clear Resealable Zipper Poly Shipping Bags (Qty=100) || 723:4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack  || 1463:500 2x3 Clear Plastic Zipper Poly Locking Reclosable Bags 2 MiL || 1960:500 pcs 4""X6"" PVC Shrink Film Wrap Flat Bags 100 gauge || 2457:6"" x 9"", 4Mil Clear Reclosable Zip Lock Bags, case of 100"
qcr,1,<a_237>,53,other,0.660377358490566,Shop-Vac,0.2641509433962264,other:35; wire_cable:11; 3d_filament:3; pipe_fitting:2; abrasive_sandpaper:1; label_tag:1,Shop-Vac:14; Hoover:7; SharkNinja:4; Oreck Commercial:4; Hoover Commercial:3; Eureka:3,"3565:3-IN-ONE  Professional Grade Pneumatic Tool Oil, 4 OZ || 1951:Anker HomeVac Duo 2-in-1 Cordless Vacuum Cleaner, Rechargeable Bagless Stick and Handheld  || 570:Bissell 9595A CleanView Bagless Vacuum with OnePass || 2121:Bissell Garage Pro Wall-Mounted Wet Dry Car Vacuum/Blower With Auto Tool Kit, 18P03 || 1296:Craftsman 12004 6 Gallon 3 Peak HP Wet/Dry Vac || 3145:Dirt Devil Vacuum Cleaner Pro Power Bagless Corded Upright Vacuum UD70172"
qcr,1,<a_254>,53,other,0.6792452830188679,Small Parts,0.6226415094339622,other:36; 3d_filament:7; pipe_fitting:6; adhesive_glue:3; heat_shrink:1,"Small Parts:33; ATP:7; HBD Thermoid:3; Watts:2; Sterling Seal & Supply, Inc. (STCC):2; Spearit:2","3315:008 Buna-N O-Ring, 70A Durometer, Black, 3/16"" ID, 5/16"" OD, 1/16"" Width (Pack of 100) || 1970:011 Buna-N O-Ring, 50A Durometer, Round, Black, 5/16"" ID, 7/16"" OD, 1/16"" Width (Pack of 1 || 132:110 Copper Rectangular Bar, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 1/4"" Thicknes || 3351:211 Silicone O-Ring, 70A Durometer, Red, 13/16"" ID, 1-1/16"" OD, 1/8"" Width (Pack of 5) || 2873:3/8in OD 1/8in ID Speargun Band/Sling Thick Walled BLACK Latex Rubber Tubing ONE CONTINUOU || 1877:464 Brass Round Rod, Unpolished (Mill) Finish, H02 Temper, ASTM B21, 9/16"" Diameter, 12"" L"
qcr,1,<a_228>,53,heat_shrink,0.7547169811320755,uxcell,0.1509433962264151,heat_shrink:40; adhesive_glue:9; wire_cable:4,uxcell:8; Install Bay:7; Temco:7; SummitLink:6; Lucksender:4; Small Parts:4,"3067:1/4"" Heat Shrink Tubing 2:1-50FT (Black) || 1291:42 Piece Marine Heat Shrink Tubing Assortment Kit || 2578:5mm Black Polyolefin Insulation Heat Shrink Tubing 6M 19.7ft || 3209:Ancor Heat Shrink Ring Terminals || 3210:Ancor Heat Shrink Ring Terminals || 883:Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing"
