item_id,item_title,brand,test_count,train_item_events,main_hit10,l3_hit10,main_mean_rank,l3_mean_rank,main_mean_ndcg10,l3_mean_ndcg10,main_same_l12_hist_mean,l3_same_l12_hist_mean,main_l12_bucket_size,l3_l12_bucket_size,main_sid,l3_sid,hit10_delta_l3_minus_main,ndcg10_delta_l3_minus_main
668,"Dixon Valve TTA75 PTFE Industrial Sealant Tape, 260-inch, White",Dixon Valve & Coupling,1,29,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_210><b_202><c_39>,<a_115><b_62><c_211>,0,0.0
672,"Halyard Health Face Masks with Earloops, 47117, Yellow (Box of 50)",Halyard Health,1,15,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_171><b_247><c_42>,<a_62><b_87><c_98>,0,0.0
682,Pro Flex Super Flexible Elastomeric Sealant Acrylic Clear Paintable 10 Oz,Geocel,1,22,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_210><b_150><c_137>,<a_57><b_9><c_97>,0,0.0
685,The Hillman Group 90398 1/4-20X1-1/4 MACH Screw,The Hillman Group,1,17,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_182><b_100><c_160>,<a_224><b_239><c_19>,0,0.0
686,"The Hillman Group 90293 10-32-Inch x 1/2-Inch Round Head Combo Machine Screw, 100-Pack",The Hillman Group,1,12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,<a_182><b_100><c_163>,<a_224><b_239><c_21>,0,0.0
689,"Anderson Metals Brass Garden Hose Swivel Fitting, Connector, 1/2"" Barb x 3/4"" Female Hose",Anderson Metals,1,51,0,0,33.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_78><b_193><c_48>,<a_31><b_145><c_154>,0,0.0
704,"Stanley Wet/Dry Vacuum, 1 Gallon, 1.5 Horsepower",Stanley,1,14,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_83><b_211><c_99>,<a_125><b_200><c_29>,0,0.0
712,Wixey WR100 6-Inch Digital Calipers with Fractions,Wixey,1,48,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_160><b_163><c_144>,<a_88><b_26><c_190>,0,0.0
716,"GORILLA PVC R08000 Pvc Glue 8 OZ, Clear",True Value,1,28,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_150><b_85><c_105>,<a_19><b_56><c_216>,0,0.0
717,HH-66 PVC Vinyl Cement Glue with Brush 8oz,HH-66 PVC Vinyl Cement,1,23,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_150><b_29><c_62>,<a_19><b_191><c_151>,0,0.0
720,"Dicor BT-1834-1 1/8"" x 3/4"" x 30' Butyl Seal Tape",Dicor,1,132,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_235><b_69><c_89>,<a_57><b_235><c_21>,0,0.0
728,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",Small Parts,1,96,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_225><b_100><c_237>,<a_253><b_98><c_135>,0,0.0
733,"MG Chemicals 824-1L 99.9% Isopropyl Alcohol Liquid Cleaner, Clear , 945 mL (1 US Quart)",MG Chemicals,1,151,0,0,999.0,39.0,0.0,0.0,0.0,0.0,1,1,<a_165><b_108><c_111>,<a_196><b_93><c_233>,0,0.0
735,"E-Projects EPC-102 43 Value Resistor Kit, 1 Ohm - 10M Ohm (Pack of 1075)",E-Projects,1,27,0,0,999.0,999.0,0.0,0.0,0.0,0.0,10,5,<a_145><b_9><c_19>,<a_36><b_217><c_37>,0,0.0
736,GUM Proxabrush Go-Betweens Cleaners 8 ct - Ultratight Pack of (3),Sunstar,1,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_242><b_175><c_237>,<a_74><b_15><c_191>,0,0.0
741,"Hillman Group 829720 1/4 by 20-Inch Stainless Steel Nylon Insert Locknut, 50-Pack, Single",Hillman,1,25,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_182><b_226><c_27>,<a_224><b_79><c_52>,0,0.0
746,Applicator Bottle with Stainless Steel Needle - 3 Pack,IPS,1,34,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_177><b_21><c_6>,<a_20><b_117><c_16>,0,0.0
750,"Rubbermaid Commercial FG9T6600BLA Service/Utility Cart, Two-Shelf, 300 lb capactiy, Black",Rubbermaid Commercial Products,1,38,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_241><b_222><c_229>,<a_85><b_68><c_121>,0,0.0
751,Install Bay CC2218 Crimp Cap Nylon Connector 22/18 Gauge (100-Pack),Install Bay,1,100,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_202><b_51><c_228>,<a_191><b_159><c_9>,0,0.0
753,"PVC (Polyvinyl Chloride) Sheet, Opaque White, Standard Tolerance, UL 94/ASTM D1784, 1/4"" Thickness, 12"" Width, 12"" Length",Small Parts,1,20,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_225><b_96><c_32>,<a_253><b_44><c_132>,0,0.0
758,Push-On Alligator Clips for Test Leads,Elenco Electronics,1,78,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_239><b_141><c_125>,<a_0><b_111><c_179>,0,0.0
760,Sun Company 201-F Lev-o-gage Inclinometer and Tilt Gauge,Sun Company,1,18,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_12><b_212><c_73>,<a_254><b_185><c_3>,0,0.0
763,Rope King CSC-6100 Cotton Sash Cord #6 - 3/16 inch x 100 feet,Rope King,1,17,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_10><b_29><c_192>,<a_13><b_18><c_90>,0,0.0
764,Shop-Vac 9050300 2.5-Inch by 8-Foot Hose,Shop-Vac,1,16,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,3,<a_83><b_6><c_54>,<a_125><b_241><c_219>,0,0.0
765,WAGO 222-413 LEVER-NUTS 3 Conductor Compact Connectors,Wago,1,125,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_202><b_203><c_112>,<a_191><b_70><c_12>,0,0.0
767,J-B Weld 50101 MinuteWeld Instant-Setting Epoxy Syringe - Dries Clear - 25ml,J-B Weld,1,11,0,0,999.0,999.0,0.0,0.0,1.0,1.0,6,6,<a_89><b_99><c_172>,<a_19><b_166><c_197>,0,0.0
768,"Oil Slick Sheet Labratory Grade PTFE Roll Solvent Resistant Alternative to Parchment Paper, 48x16",Oil Slick,1,25,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_225><b_153><c_188>,<a_253><b_99><c_25>,0,0.0
776,"Pumice Cleaning Stone (4-Pack) - High Density, Sturdy, Fine Grit (4)",Powerhouse Pumice,1,6,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_247><b_10><c_210>,<a_77><b_31><c_160>,0,0.0
780,"Dynarex 2513 SafeTouch Nitrile Exam Gloves, Non-Latex, Powder Free, Large, Blue (Pack of 100)",Dynarex,1,115,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,7,<a_254><b_245><c_6>,<a_91><b_7><c_198>,0,0.0
782,Extech 480172 AC Line Splitter,Extech,1,108,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_42><b_235><c_158>,<a_229><b_218><c_40>,0,0.0
786,Lifegard Aquatics 3/4-Inch Double Threaded Bulkhead,Lifegard Aquatics,1,39,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_78><b_145><c_90>,<a_56><b_136><c_148>,0,0.0
787,"Covidien 6818 Webcol Alcohol Prep, Sterile, Medium, 2-Ply (Pack of 200)",COVIDIEN,1,56,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_254><b_8><c_126>,<a_83><b_12><c_87>,0,0.0
791,Stanley 21-106 8-Inch Mill Bastard File,Stanley,1,53,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_248><b_13><c_34>,<a_71><b_255><c_58>,0,0.0
792,"100pcs Solder Seal Wire Connectors, Sopoby Heat Shrink Butt Connectors, Waterproof Marine Automotive Electrical Terminals Insulated (35Red 30Blue 25White 10Yellow)",Sopoby,1,7,0,0,999.0,999.0,0.0,0.0,0.0,0.0,6,4,<a_51><b_40><c_49>,<a_15><b_223><c_180>,0,0.0
795,"The Hillman Group 41429 Round Head Toggle Bolt, 1/4-Inch x 4-Inch, 5-Pack",The Hillman Group,1,24,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_182><b_101><c_107>,<a_224><b_234><c_172>,0,0.0
801,"Pro Series 1400750340 6"" Caster",Pro Series,1,56,0,0,999.0,22.0,0.0,0.0,0.0,0.0,1,1,<a_67><b_226><c_53>,<a_16><b_73><c_86>,0,0.0
802,"4.5"" x 7/8"" Premium Zirconia Flap Discs Grinding Wheels 60 Grit Type 27-10 Pack",Benchmark Abrasives,1,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,4,<a_122><b_130><c_23>,<a_71><b_176><c_0>,0,0.0
806,"HUMCO HOLDING GROUP 303950303963 Boric Acid Powder, 6 oz.",HUMCO HOLDING GROUP,1,32,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_24><b_233><c_229>,<a_92><b_73><c_41>,0,0.0
808,"Loos Cableware SL1-2 Aluminum Duplex Oval Crimping Sleeve Set for 1/16"" Diameter Wire Rope (50 Piece)",Loos & Co.,1,48,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,4,<a_202><b_114><c_121>,<a_191><b_64><c_135>,0,0.0
810,"Koch 002023 1/16 by 500-Feet 7 by 7 Cable, Galvanized",Koch,1,17,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_10><b_156><c_116>,<a_16><b_215><c_206>,0,0.0
815,"Flex-Drain ADP53102 Downspout Adaptor, Landscaping Drain Pipe Adapter 3 by 4 by 4-Inch",Flex-Drain,1,40,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_78><b_102><c_174>,<a_31><b_220><c_24>,0,0.0
818,"Anderson Metals 38116 Red Brass Pipe Fitting, 90 Degree Street Elbow, 3/4"" Female x 3/4"" Male",Anderson Metals,1,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_78><b_51><c_202>,<a_31><b_143><c_13>,0,0.0
826,"M-D Building Products 2311 High Density Foam Tape, 1/2-by-3/4-Inch by 10 feet, Gray",M-D Building Products,1,110,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_235><b_206><c_6>,<a_42><b_239><c_238>,0,0.0
830,Stanley Hardware 75-6111 Corner Braces,National Hardware,1,41,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,4,<a_41><b_220><c_94>,<a_255><b_227><c_129>,0,0.0
835,"Industrial & Scientific"" />",Boltsize-It,1,60,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_50><b_63><c_80>,<a_134><b_100><c_135>,0,0.0
836,"RhinoGear 11912ABMI RhinoRamps MAX Vehicle Ramp - Pair (16,000lb. GVW Capacity)",RhinoGear,1,72,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_41><b_102><c_20>,<a_85><b_223><c_14>,0,0.0
840,Santamedical Adult Deluxe Aneroid Sphygmomanometer - Professional Blood Pressure Monitor with Adult black cuff and Carrying case (Light Black),Santamedical,1,19,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_67><b_116><c_76>,<a_254><b_229><c_184>,0,0.0
841,Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit,Stainless Town,1,32,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,4,<a_182><b_77><c_5>,<a_224><b_154><c_140>,0,0.0
846,"Guardian EcoGuard Indoor Wiper Floor Mat, Recycled Plastic and Rubber, 3' x 5', Green",Guardian,1,27,0,0,999.0,43.0,0.0,0.0,0.0,0.0,1,2,<a_82><b_96><c_130>,<a_77><b_150><c_28>,0,0.0
847,Hi-Lift Jack ORB Off-Road Base,Hi-Lift,1,67,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_41><b_67><c_247>,<a_85><b_13><c_10>,0,0.0
848,Rapidair 50200 Equal Tee Fitting with 1/2-Inch Tubing,Rapidair,1,86,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_78><b_253><c_211>,<a_56><b_206><c_145>,0,0.0
854,"Watts SVIG10 Pre-Cut 1/2-Inch Diameter by 3/8-Inch Clear Vinyl Tubing, 10-Foot Length",Watts,1,148,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_225><b_243><c_2>,<a_115><b_138><c_0>,0,0.0
855,"Scotch(R) Linerless Rubber Splicing Tape 130C, 1 in x 30 ft, Black, 1 Roll/Carton",Scotch,1,19,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_192><b_235><c_33>,<a_42><b_139><c_56>,0,0.0
863,"Industrial & Scientific"" />",SEOH,1,50,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_50><b_116><c_99>,<a_134><b_213><c_254>,0,0.0
866,Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe,Signstek,1,82,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_31><b_219><c_37>,<a_59><b_32><c_151>,0,0.0
868,Noga MC1700 Mini-Cool KIT (1),Noga,1,20,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_223><b_192><c_240>,<a_45><b_69><c_45>,0,0.0
869,"Gardner Bender GSW-16  Heavy-Duty Electrical Toggle Switch, DPDT, ON-(OFF)-ON, 20 A/125V AC, Screw Terminal",Gardner Bender,1,167,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,5,<a_0><b_3><c_71>,<a_67><b_160><c_93>,0,0.0
871,MEECO'S RED DEVIL 121 Furnace Cement and Fireplace Mortar,MEECO'S RED DEVIL,1,24,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,2,<a_89><b_203><c_21>,<a_57><b_59><c_235>,0,0.0
876,"Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD",Mitutoyo,1,58,0,0,999.0,999.0,0.0,0.0,0.0,0.0,7,7,<a_165><b_71><c_172>,<a_196><b_133><c_150>,0,0.0
877,"Acetal Copolymer Round Rod, Opaque Black, Standard Tolerance, ASTM D6778, 3"" Diameter, 6"" Length",Small Parts,1,63,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,2,<a_225><b_214><c_199>,<a_253><b_84><c_71>,0,0.0
883,Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing,Ancor,1,103,0,0,29.0,41.0,0.0,0.0,0.0,0.0,2,2,<a_202><b_173><c_153>,<a_115><b_16><c_121>,0,0.0
887,Milwaukee Instruments PH600AQ Ph Tester With 1 Point Manual Calibration,Milwaukee,1,31,0,0,999.0,26.0,0.0,0.0,0.0,0.0,1,3,<a_62><b_216><c_189>,<a_59><b_43><c_151>,0,0.0
893,STM Stainless Tumbling Media - 5 lbs - Ammo Reloading Supplies,STM,1,15,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_247><b_19><c_119>,<a_84><b_27><c_103>,0,0.0
895,Grizzly G8748 Hand Tapping Machine,Grizzly,1,10,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_248><b_241><c_237>,<a_71><b_3><c_193>,0,0.0
896,"MG Chemicals Ferric Chloride Copper Etchant Solution, 4L Liquid Bottle",MG Chemicals,1,84,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_24><b_15><c_102>,<a_92><b_183><c_10>,0,0.0
905,uxcell Adjustable 9mm-16mm Metal Worm Gear Hose Clamps 20 Pcs,uxcell,1,28,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_173><b_64><c_58>,<a_167><b_174><c_247>,0,0.0
923,"#1 Best Quality Wood Screw Assortment Kit, 240 Pieces",Qualihome,1,16,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_182><b_133><c_208>,<a_224><b_75><c_81>,0,0.0
926,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",DAP,1,51,0,0,999.0,33.0,0.0,0.0,0.0,0.0,1,1,<a_64><b_17><c_131>,<a_57><b_3><c_38>,0,0.0
934,Anytime Tools 40' HEAT SHRINK LARGE BLACK TUBING WRAP SLEEVES WIRE,Anytime Tools,1,27,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,3,<a_202><b_153><c_86>,<a_115><b_175><c_161>,0,0.0
935,Mighty Mag Magnetic Base,RSC,1,52,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_175><b_137><c_47>,<a_13><b_184><c_153>,0,0.0
940,"New 10 Pieces Tungsten Carbide Rotary Burr SET 1/8'' Shank Fit Dremel Tools for DIY Woodworking, Carving, Engraving, Drilling",Carving Expert,1,23,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_122><b_44><c_184>,<a_71><b_137><c_117>,0,0.0
941,Shop-Vac Corp 3Pk Reuse Dry Filt Disc 90107-19 Wet/Dry Vac Filters & Bags,Shop-Vac,1,17,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_83><b_87><c_109>,<a_125><b_4><c_115>,0,0.0
954,"Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Red",Remington Industries,1,53,1,1,1.0,1.0,1.0,1.0,2.0,2.0,11,11,<a_202><b_210><c_20>,<a_191><b_68><c_199>,0,0.0
955,"Remington Industries 22UL1007STRWHI UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, White",Remington Industries,1,21,0,0,999.0,999.0,0.0,0.0,0.0,0.0,11,11,<a_202><b_210><c_220>,<a_191><b_68><c_189>,0,0.0
957,"Remington Industries 22UL1007STRYEL UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Yellow",Remington Industries,1,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,11,11,<a_202><b_210><c_127>,<a_191><b_68><c_198>,0,0.0
958,"Bob Smith Industries BSI-109 Insta-Cure Gap Filling, 8 oz.",Bob Smith Industries,1,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_89><b_49><c_120>,<a_19><b_222><c_0>,0,0.0
960,"Liberty Oil, the Best 100% Synthetic Oil for Lubricating Your Grandfather Clocks",Liberty Oil,1,33,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_6><b_19><c_229>,<a_173><b_47><c_139>,0,0.0
967,"Forney 72755 Wire Cup Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.014-Inch",Forney,1,29,0,0,999.0,999.0,0.0,0.0,0.0,0.0,7,4,<a_247><b_134><c_84>,<a_77><b_170><c_254>,0,0.0
968,"Forney 72788 Wire Wheel Brush, Coarse Crimped with 5/8-Inch-11 Threaded Arbor, 4-Inch-by-.014-Inch",Forney,1,21,0,0,43.0,999.0,0.0,0.0,1.0,0.0,7,3,<a_247><b_134><c_40>,<a_77><b_210><c_7>,0,0.0
969,DEWALT DW4901 1-Inch Crimped End Wire Brush,DEWALT,1,23,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_122><b_45><c_194>,<a_71><b_26><c_82>,0,0.0
973,"Neiko 20713A Digital Tachometer, Non Contact Laser Photo | 2.5 - 99,999 RPM Accuracy | Batteries Included",Neiko,1,69,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_104><b_4><c_68>,<a_130><b_138><c_45>,0,0.0
976,Rectorseal 25631 4-Ounce No. 5 Pipe Thread Sealant,Rectorseal,1,19,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_89><b_22><c_43>,<a_173><b_207><c_219>,0,0.0
978,WD-40 490050 Multi-Use Lubricant Smart Straw Spray 12 OZ (Pack of 1),WD-40,1,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_6><b_191><c_32>,<a_173><b_49><c_13>,0,0.0
981,"3M Flap Disc 566A, T29, 4-1/2"" Diameter, 40 Grit, 5/8""-11 Thread (Pack of 1)",Cubitron,1,47,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_165><b_150><c_183>,<a_200><b_157><c_150>,0,0.0
989,"Weldon 10167 Aqua Blue 725 Medium-Bodied Wet 'R Dry Pvc Professional Industrial-Grade Cement Extremely Fast-Setting Low-Voc, 1/2 pint, Aqua Blue",Weldon,1,23,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_89><b_128><c_58>,<a_173><b_215><c_21>,0,0.0
992,"Hillman 122062 Galvanized Solid Wire 9 Gauge, 50 foot coil",Hillman,1,28,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_10><b_215><c_153>,<a_16><b_207><c_68>,0,0.0
997,"The Hillman Group 4839 1/8 Wire Rope Clip, 10-Pack",The Hillman Group,1,56,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_10><b_199><c_14>,<a_13><b_210><c_131>,0,0.0
1003,"Anderson Metals Brass Hose Fitting, 90 Degree Elbow, 3/8"" Barb x 1/2"" Male Pipe",Anderson Metals,1,79,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,4,<a_78><b_61><c_56>,<a_31><b_98><c_182>,0,0.0
1007,"6"" Cup Brush, Nylon Filament, 5/8""-11 Thread, 2500 max.RPM",Langeman,1,10,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_51><b_249><c_3>,<a_245><b_157><c_228>,0,0.0
1009,"Scott Kimberly-Clark 75190 Shop Towels, 10"" x 12"", Blue",Scott,1,55,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_51><b_238><c_50>,<a_163><b_216><c_81>,0,0.0
1013,"Homewerks VCK-P40-E4B In-Line Check Valve, Solvent x Solvent, PVC Schedule 40, 3/4-Inch",Homewerks,1,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_78><b_12><c_11>,<a_84><b_215><c_47>,0,0.0
1014,"NIBCO 436 Series PVC Pipe Fitting, Adapter, Schedule 40, 1-1/2"" Slip x NPT Male",Nibco,1,12,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_78><b_225><c_11>,<a_31><b_188><c_43>,0,0.0
1018,"Nicholson 5 Piece Hand File Set with Ergonomic Handles, American Pattern, 6"" Length, (2)-8"" length, (2)-10"" length",Apex Tool Group,1,8,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_248><b_224><c_239>,<a_71><b_152><c_155>,0,0.0
1024,Lehigh Group-Crawford 18025 25PK Peg Locks,CRAWFORD PROD DIV OF JARDEN SAFETY,1,68,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,2,<a_41><b_3><c_248>,<a_255><b_165><c_164>,0,0.0
1027,B and K Industries D08050P 1/2-Inch OD by 50-Feet Copper Tubing,Mueller,1,19,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_225><b_142><c_62>,<a_115><b_170><c_30>,0,0.0
1028,"Emergency Repair Tape, Self-Fusing Silicone Tape, 12' x 1"", Red",ER Tape,1,119,0,0,999.0,999.0,0.0,0.0,0.0,0.0,4,1,<a_210><b_83><c_101>,<a_42><b_161><c_3>,0,0.0
1033,SOLOOP 50pcs Female & Male Fully Insulated Wire Terminals Connector Nylon Spade Connectors Blue,SOLOOP,1,40,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_202><b_54><c_34>,<a_191><b_16><c_24>,0,0.0
1038,"Nicholson 9 Piece Hand File Set with Ergonomic Handles, American Pattern",Apex Tool Group,1,36,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_165><b_29><c_220>,<a_196><b_249><c_128>,0,0.0
1041,"Buna-N O-Ring Kit, 70A Durometer, 382 Pieces, 30 Sizes","Sterling Seal & Supply, Inc. (STCC)",1,73,0,0,999.0,999.0,0.0,0.0,0.0,0.0,12,3,<a_165><b_106><c_188>,<a_200><b_29><c_199>,0,0.0
1048,"DEWALT DW8424B5 4-1/2-Inch by 0.045-Inch Metal Cutting Wheel, 7/8-Inch Arbor, 5-Pack",DEWALT,1,27,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,4,<a_122><b_205><c_194>,<a_71><b_164><c_233>,0,0.0
1051,"3M Dual Lock Reclosable Fastener TB3560 250/250 Clear, 1 in x 10 ft (1 Mated Strip/Bag)",3M,1,34,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,1,<a_235><b_200><c_55>,<a_226><b_163><c_185>,0,0.0
1053,"Krazy Glue KG82048SN Home & Office Super Glue, Single-Use Tubes, Fine Tip, 0.5 Grams, 4 Count, 0.017 oz",Krazy Glue,1,37,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,3,<a_150><b_45><c_228>,<a_19><b_28><c_29>,0,0.0
1072,FiiO D3 (D03K) Digital to Analog Audio Converter With Micca 6ft Optical Toslink Cable - 192kHz/24bit Optical and Coaxial DAC,FiiO,1,70,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,3,<a_45><b_91><c_69>,<a_67><b_54><c_103>,0,0.0
1073,"Kodiak Cutting Tools KCT131558 USA Made Solid Premium Carbide End Mill, ALTiN Coated, 4 Flute, 1/4"" Diameter",Kodiak Cutting Tools,1,28,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_122><b_186><c_53>,<a_71><b_138><c_91>,0,0.0
1075,"Industrial & Scientific"" />",Cooper Hand Tools,1,16,0,0,999.0,999.0,0.0,0.0,0.0,0.0,3,1,<a_50><b_218><c_71>,<a_134><b_7><c_57>,0,0.0
1080,"PYREX 2L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, 1/pk",Pyrex,1,30,0,0,999.0,999.0,0.0,0.0,0.0,0.0,5,3,<a_178><b_104><c_123>,<a_223><b_0><c_29>,0,0.0
1081,"PYREX 1L Narrow Mouth Erlenmeyer Flasks with Heavy Duty Rim, Ea",Pyrex,1,65,0,0,999.0,999.0,0.0,0.0,0.0,0.0,5,2,<a_178><b_104><c_14>,<a_223><b_158><c_25>,0,0.0
1083,"PORTER-CABLE PFN16200 2-Inch 16-Gauge Galvanized Finish Nails, 2500-Pack",PORTER-CABLE,1,4,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,4,<a_191><b_17><c_174>,<a_255><b_155><c_170>,0,0.0
1100,"Trinity TLS-0201 EcoStorage NSF, 48-Inch Stainless Steel Utility Table",Trinity,1,28,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_241><b_4><c_226>,<a_73><b_200><c_16>,0,0.0
1102,4 Set Stainless Spring Loaded Toggle Case Box Chest Trunk Latch Catch Clamp Clip,ReFaXi,1,16,0,0,999.0,999.0,0.0,0.0,0.0,0.0,2,3,<a_41><b_203><c_176>,<a_16><b_75><c_76>,0,0.0
1109,"Aven 12002 Stainless Steel Hemostat, Curved Serrated Jaws, Ratchet Lock, 3-1/2"" Length",Aven,1,27,0,0,999.0,999.0,0.0,0.0,0.0,0.0,1,1,<a_50><b_50><c_18>,<a_86><b_153><c_21>,0,0.0
