row_id,user_id,item_id,item_title,brand,history_len,train_item_events,main_l3_020_sid,main_l3_020_rank,main_l3_020_hit10,main_l3_020_ndcg10,main_l3_020_l1_rank,main_l3_020_l12_rank,main_l3_020_l1_hit1,main_l3_020_l12_hit10,main_l3_020_top1,main_l3_020_top1_title,main_l3_020_top1_in_history,main_l3_020_same_l1_hist_count,main_l3_020_same_l12_hist_count,main_l3_020_l1_bucket_size,main_l3_020_l12_bucket_size,main_l3_020_l1_train_events,main_l3_020_l12_train_events,main_l3_020_sid_train_events,l3_010_sid,l3_010_rank,l3_010_hit10,l3_010_ndcg10,l3_010_l1_rank,l3_010_l12_rank,l3_010_l1_hit1,l3_010_l12_hit10,l3_010_top1,l3_010_top1_title,l3_010_top1_in_history,l3_010_same_l1_hist_count,l3_010_same_l12_hist_count,l3_010_l1_bucket_size,l3_010_l12_bucket_size,l3_010_l1_train_events,l3_010_l12_train_events,l3_010_sid_train_events,ndcg10_delta_l3_minus_main,hit10_transition
1670,A6065,3254,ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food,ETA hand2mind,10,0,<a_91><b_137><c_13>,999,0,0.0,999,999,0,0,<a_12><b_53><c_89>,AGPtek 3-joint Red Adjustable Magnetic Base Holder for Digital Dial Indicator,0,0,0,49,1,2523,0,0,<a_254><b_197><c_94>,999,0,0.0,9,999,0,0,<a_246><b_40><c_12>,"3Doodler Create 3D Pen with 50 Plastic Strands, No Mess, Non-Toxic -",0,0,0,49,2,2090,6,0,0.0,0->0
1671,A6642,3516,DHT Electronics 2PCS RF coaxial cable UHF female SO239 to MCX male right angle connector RG316 20CM,DHT Electronics,8,26,<a_45><b_209><c_13>,999,0,0.0,6,999,0,0,<a_42><b_217><c_188>,Siglent Technologies SDS1052DL+ 50 MHz Digital Storage Oscilloscope,0,2,0,56,2,2040,42,26,<a_0><b_218><c_177>,999,0,0.0,29,999,0,0,<a_175><b_255><c_1>,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",1,1,0,66,3,2275,58,26,0.0,0->0
1672,A6816,3279,SEOH Graduated Cylinder Borosilicate Glass Round Base - Capacity (ml) 100 -,SEOH,2,12,<a_178><b_68><c_195>,999,0,0.0,3,999,0,0,<a_172><b_196><c_151>,G2PLUS 100PCS 3ml Disposable Plastic Essential Oils Graduated Transfer Pipettes,1,1,0,68,1,3077,12,12,<a_223><b_170><c_1>,999,0,0.0,2,999,0,0,<a_105><b_163><c_178>,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",0,0,0,89,1,4110,12,12,0.0,0->0
1673,A7446,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,4,64,<a_222><b_68><c_57>,16,0,0.0,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,4,3,159,23,10557,895,64,<a_184><b_137><c_144>,28,0,0.0,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,4,3,210,24,12329,846,64,0.0,0->0
1674,A23,117,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 8 ounce Bottle, Brown",Gorilla,3,142,<a_150><b_187><c_167>,999,0,0.0,999,999,0,0,<a_247><b_64><c_117>,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",1,0,0,65,4,4849,580,142,<a_19><b_108><c_255>,999,0,0.0,5,999,0,0,<a_173><b_73><c_244>,"Rust Bullet MB24SP Metal Blast Rust Treatment and Rust Remover, 24 oz. Spray Bottle, Clear",1,0,0,92,3,5739,262,142,0.0,0->0
1675,A308,98,"Industrial & Scientific"" />",iGaging,5,396,<a_50><b_14><c_146>,13,0,0.0,4,13,0,0,<a_6><b_47><c_154>,CRC 03400 16oz Truetap Cutting Fluid Heavy Duty Bottle,0,0,0,73,1,3854,396,396,<a_134><b_96><c_105>,5,1,0.38685280723454163,5,5,0,1,<a_173><b_59><c_42>,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",1,0,0,27,1,1920,396,396,0.38685280723454163,0->1
1676,A475,1269,"Deli Wrap Interfolded Wax Paper/Dry Waxed Food Liner Master Size 12"" x 10&frac34;"", 500 Sheets",Marcal Co.,4,17,<a_161><b_238><c_113>,999,0,0.0,999,999,0,0,<a_192><b_0><c_45>,"Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft",1,0,0,73,1,2353,17,17,<a_91><b_14><c_138>,999,0,0.0,45,999,0,0,<a_73><b_112><c_175>,Wedge-It - The Ultimate Door Stop - Black,1,0,0,95,1,4297,17,17,0.0,0->0
1677,A611,1871,"Eagle UI-50-FS Red Galvanized Steel Type I Gasoline Safety Can with Funnel, 5 Gallon Capacity, 13.5"" Height, 12.5"" Diameter",Eagle,6,79,<a_241><b_15><c_175>,999,0,0.0,5,999,0,0,<a_150><b_83><c_15>,"Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)",0,0,0,48,4,3446,177,79,<a_20><b_70><c_178>,999,0,0.0,35,999,0,0,<a_115><b_224><c_166>,"ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 1/2"" ID x 5/8"" OD, 100 feet Length",0,0,0,92,4,4926,159,79,0.0,0->0
1678,A867,2210,"HHIP 8000-0001 2 Flute High Speed Steel End Mill Set, 6 Piece, 3/8"" Shank",HHIP,8,0,<a_122><b_138><c_95>,999,0,0.0,999,999,0,0,<a_254><b_168><c_14>,"Kimtech 33330 W4 Critical Task Wipers, Flat Double Bag, 12x12, White, 100 per Pack (Case o",0,0,0,72,2,3918,73,0,<a_71><b_154><c_237>,999,0,0.0,44,999,0,0,<a_88><b_152><c_63>,Jonard Tools Mid Span Slitter (1.2mm-3.3mm),1,0,0,125,2,5886,73,0,0.0,0->0
1679,A2636,1626,"Kimberly-Clark Kimtech Science Kimwipes Delicate Task Disposable Wiper, 8-25/64"" Length x 4-25/64"" Width, White (Pack of 3)",Kimberly-Clark Professional,3,49,<a_254><b_197><c_10>,999,0,0.0,999,999,0,0,<a_210><b_80><c_10>,"X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red",0,0,0,46,2,3152,637,49,<a_83><b_87><c_128>,999,0,0.0,999,999,0,0,<a_42><b_148><c_248>,"X-Treme Tape TPE-XZLBRD Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Bright Red",0,0,0,37,3,1791,686,49,0.0,0->0
1680,A2972,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,Neiko,4,871,<a_160><b_208><c_142>,999,0,0.0,999,999,0,0,<a_210><b_55><c_136>,Rescue Tape RT1000201202USCO,1,0,0,63,2,3550,890,871,<a_88><b_109><c_44>,999,0,0.0,999,999,0,0,<a_42><b_193><c_62>,Rescue Tape RT1000201202USCO,1,0,0,97,3,5001,937,871,0.0,0->0
1681,A3857,499,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length",Small Parts,4,142,<a_225><b_238><c_136>,999,0,0.0,30,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,83,2,5783,186,142,<a_253><b_128><c_200>,999,0,0.0,999,999,0,0,<a_19><b_12><c_70>,"Gorilla White Glue, Waterproof, 2 ounce Bottle, White, (Pack of 1)",0,0,0,56,2,3830,193,142,0.0,0->0
1682,A3857,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",Small Parts,5,121,<a_51><b_17><c_0>,1,1,1.0,1,1,1,1,<a_51><b_17><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,1,0,116,5,4839,916,121,<a_251><b_10><c_0>,1,1,1.0,1,1,1,1,<a_251><b_10><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,0,0,69,2,2987,165,121,0.0,1->1
1683,A3896,3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,2,28,<a_222><b_68><c_155>,999,0,0.0,999,999,0,0,<a_191><b_233><c_54>,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",1,0,0,159,23,10557,895,28,<a_184><b_137><c_113>,999,0,0.0,47,999,0,0,<a_118><b_171><c_111>,Vktech 10pcs 4x6cm Double Side Prototype PCB Universal Printed Circuit Board,0,0,0,210,24,12329,846,28,0.0,0->0
1684,A3896,1754,XCSOURCE 3D Printer MK8 Extruder Aluminum Frame Block DIY Kit Reprap i3 All Metal BI090,XCSOURCE,3,25,<a_48><b_201><c_168>,999,0,0.0,25,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,44,1,1133,25,25,<a_29><b_53><c_173>,999,0,0.0,30,999,0,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,0,0,42,1,1125,25,25,0.0,0->0
1685,A4889,821,"Apera Instruments AI209 PH20 Value Waterproof pH Pocket Tester, &plusmn;0.1 pH Accuracy, 0-14.0 pH Range, Complete Kit","Apera Instruments, LLC",1,13,<a_62><b_79><c_2>,999,0,0.0,9,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,32,2,1292,15,13,<a_59><b_43><c_201>,999,0,0.0,1,999,1,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,1,0,80,3,8035,83,13,0.0,0->0
1686,A5470,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,101,<a_222><b_68><c_55>,999,0,0.0,999,999,0,0,<a_50><b_135><c_14>,"Industrial & Scientific"" />",1,0,0,159,23,10557,895,101,<a_184><b_137><c_17>,999,0,0.0,999,999,0,0,<a_134><b_96><c_105>,"Industrial & Scientific"" />",0,0,0,210,24,12329,846,101,0.0,0->0
1687,A5470,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,2,41,<a_222><b_68><c_102>,11,0,0.0,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,1,159,23,10557,895,41,<a_184><b_137><c_245>,999,0,0.0,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,1,210,24,12329,846,41,0.0,0->0
1688,A5470,1402,Heat High Temperature Resistant Adhesive Gold Tape for Electric Task 30m 12mm,MS WGO,3,6,<a_51><b_176><c_246>,999,0,0.0,999,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,116,4,4839,38,6,<a_163><b_191><c_93>,999,0,0.0,999,999,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,41,1,1555,6,6,0.0,0->0
1689,A5470,2912,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,4,99,<a_186><b_178><c_46>,20,0,0.0,16,20,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,113,21,3331,578,99,<a_251><b_78><c_150>,999,0,0.0,2,999,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,69,18,2987,539,99,0.0,0->0
1690,A5470,3216,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",ILamourCar,5,15,<a_48><b_249><c_83>,999,0,0.0,40,999,0,0,<a_186><b_178><c_46>,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,0,0,44,1,1133,15,15,<a_29><b_158><c_95>,999,0,0.0,44,999,0,0,<a_251><b_78><c_22>,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),0,0,0,42,1,1125,15,15,0.0,0->0
1691,A5470,3645,Inland 1.75mm Natural PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,6,15,<a_186><b_178><c_245>,43,0,0.0,1,1,1,1,<a_186><b_178><c_46>,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,1,1,113,21,3331,578,15,<a_251><b_78><c_154>,25,0,0.0,1,1,1,1,<a_251><b_78><c_150>,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),1,1,1,69,18,2987,539,15,0.0,0->0
1692,A5645,562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",HATCHBOX,2,20,<a_222><b_157><c_156>,999,0,0.0,999,999,0,0,<a_192><b_105><c_7>,3M Rubber Splicing Tape,1,0,0,159,24,10557,2719,20,<a_184><b_67><c_207>,999,0,0.0,999,999,0,0,<a_125><b_73><c_25>,Shark Pet-Perfect Cordless Bagless Portable Hand Vacuum for Carpet and Hard Floor with Rec,1,0,0,210,27,12329,3387,20,0.0,0->0
1693,A5719,1113,"Low Cost, Low Volume Resist., Electrically Conductive Silver Epoxy Adhesive, AA-DUCT 906 , 2.5gm kit",Atom Adhesives,4,7,<a_24><b_64><c_157>,999,0,0.0,999,999,0,0,<a_10><b_73><c_95>,"Fulton WS20HD0600 Heavy Duty Trailer Winch Strap with Hook 2"" x 20'",1,0,0,27,1,1486,7,7,<a_118><b_62><c_211>,999,0,0.0,999,999,0,0,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,30,1,1172,7,7,0.0,0->0
1694,A6457,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3D Solutech,2,94,<a_222><b_68><c_71>,999,0,0.0,9,999,0,0,<a_41><b_133><c_101>,WallPeg pegboard hooks &ndash; locking peg hooks &ndash; 50 peg kit for tool storage and c,0,0,0,159,23,10557,895,94,<a_184><b_142><c_60>,999,0,0.0,21,999,0,0,<a_224><b_58><c_204>,Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes,0,0,0,210,2,12329,114,94,0.0,0->0
1695,A7419,2161,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,6,101,<a_222><b_68><c_55>,999,0,0.0,10,999,0,0,<a_85><b_219><c_31>,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +",0,2,0,159,23,10557,895,101,<a_184><b_137><c_17>,999,0,0.0,3,35,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,0,3,0,210,24,12329,846,101,0.0,0->0
1696,A7428,3171,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,Signstek,4,50,<a_186><b_249><c_191>,999,0,0.0,1,1,1,1,<a_186><b_249><c_4>,Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Mete (+1),1,1,1,113,7,3331,322,50,<a_251><b_180><c_34>,43,0,0.0,3,43,0,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,1,0,69,3,2987,103,50,0.0,0->0
1697,A1574,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,URBEST,5,180,<a_51><b_106><c_60>,10,1,0.2890648263178879,10,10,0,1,<a_10><b_34><c_31>,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",1,0,0,116,6,4839,300,180,<a_15><b_25><c_98>,999,0,0.0,24,999,0,0,<a_19><b_160><c_46>,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),1,0,0,70,3,2164,216,180,-0.2890648263178879,1->0
1698,A1873,2241,"Curad Antiviral Face Mask, 10 Count",Curad,10,26,<a_127><b_116><c_101>,999,0,0.0,999,999,0,0,<a_64><b_17><c_131>,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",1,0,0,11,1,400,26,26,<a_62><b_113><c_69>,999,0,0.0,999,999,0,0,<a_57><b_3><c_38>,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",1,0,0,24,1,864,26,26,0.0,0->0
1699,A2061,2659,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,4,62,<a_222><b_68><c_117>,999,0,0.0,49,999,0,0,<a_142><b_16><c_246>,Acid Blend - 1 lb.,0,1,0,159,23,10557,895,62,<a_184><b_137><c_130>,999,0,0.0,36,999,0,0,<a_12><b_228><c_20>,Acid Blend - 1 lb.,0,1,0,210,24,12329,846,62,0.0,0->0
1700,A2278,194,Oral-B Deep Sweep Toothbrush,Oral B,4,90,<a_242><b_132><c_126>,10,1,0.2890648263178879,6,10,0,1,<a_165><b_167><c_0>,Philips Sonicare HX6911/02 FlexCare Rechargeable Electric Toothbrush,0,0,0,47,1,1704,90,90,<a_140><b_100><c_188>,999,0,0.0,33,999,0,0,<a_196><b_74><c_2>,"Philips Sonicare HX6023/90 ProResults Compact Brush Heads, 3-Pack",0,0,0,32,2,1273,139,90,-0.2890648263178879,1->0
1701,A3148,439,"Malin - MS20995C Stainless Steel Safety Wire / Lockwire | .032"" Dia , Can",Malin,1,54,<a_10><b_21><c_171>,999,0,0.0,36,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,53,1,1796,54,54,<a_13><b_145><c_139>,999,0,0.0,999,999,0,0,<a_88><b_109><c_44>,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch,1,0,0,64,1,1871,54,54,0.0,0->0
1702,A3148,856,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,Tesa,2,29,<a_235><b_60><c_229>,999,0,0.0,999,999,0,0,<a_10><b_21><c_171>,"Malin - MS20995C Stainless Steel Safety Wire / Lockwire | .032"" Dia , Can",1,0,0,43,1,2494,29,29,<a_42><b_209><c_144>,999,0,0.0,999,999,0,0,<a_88><b_42><c_104>,Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise,0,0,0,136,2,8406,33,29,0.0,0->0
1703,A3148,410,"Century Drill and Tool 95107 Coarse Plug Hand Tap, 3/8-16",Century Drill & Tool,3,28,<a_182><b_186><c_116>,999,0,0.0,40,999,0,0,<a_235><b_60><c_229>,Tesa  Wire Loom Harness Tape Used By Mercedes BMW VW Audi,1,0,0,134,3,4252,96,28,<a_71><b_150><c_228>,999,0,0.0,7,999,0,0,<a_13><b_42><c_74>,ARB Products 10100020 20000 lbs Snatch Block,0,0,0,125,3,5886,96,28,0.0,0->0
1704,A3148,1376,"Century Drill and Tool 97205 Plug Hand Pipe Tap, 3/4-14 NPT",Century Drill & Tool,4,53,<a_182><b_186><c_135>,6,1,0.3562071871080222,1,6,1,1,<a_182><b_241><c_124>,GAVAN M14 x 1.5 Metric Taper and Plug Tap 14mm,0,1,1,134,3,4252,96,53,<a_71><b_150><c_145>,999,0,0.0,9,999,0,0,<a_88><b_42><c_104>,Olympia Tools 38-644 5-Inch Open End Multi-Purpose Vise,0,1,1,125,3,5886,96,53,-0.3562071871080222,1->0
1705,A3148,2213,"Zenport DPG200 Zen-Tek Dry Air Pressure Gauge, 200 PSI",Zenport,5,11,<a_0><b_15><c_203>,999,0,0.0,999,999,0,0,<a_10><b_34><c_31>,"Keeper Foot x 2 Inch 02612 6' x 2"" Lift Sling",0,0,0,53,1,2197,11,11,<a_254><b_46><c_11>,999,0,0.0,18,999,0,0,<a_71><b_147><c_122>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor",0,0,0,49,1,2090,11,11,0.0,0->0
1706,A3261,2325,"SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball",SPACECARE,4,6,<a_41><b_245><c_194>,999,0,0.0,999,999,0,0,<a_225><b_26><c_144>,DuPont Teflon Silicone Lubricant,0,0,0,103,4,3563,68,6,<a_85><b_122><c_141>,999,0,0.0,999,999,0,0,<a_173><b_61><c_241>,DuPont Teflon Silicone Lubricant,0,0,0,65,2,2496,27,6,0.0,0->0
1707,A3261,107,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.093"" Thickness, 12"" Width, 24"" Length",Small Parts,5,102,<a_51><b_17><c_190>,46,0,0.0,2,41,0,0,<a_225><b_26><c_144>,DuPont Teflon Silicone Lubricant,0,1,0,116,5,4839,916,102,<a_251><b_125><c_21>,999,0,0.0,999,999,0,0,<a_173><b_61><c_241>,DuPont Teflon Silicone Lubricant,0,0,0,69,3,2987,212,102,0.0,0->0
1708,A3261,108,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickness, 12"" Width, 24"" Length",Small Parts,6,87,<a_51><b_17><c_68>,1,1,1.0,1,1,1,1,<a_51><b_17><c_68>,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickne",0,2,1,116,5,4839,916,87,<a_251><b_125><c_10>,1,1,1.0,1,1,1,1,<a_251><b_125><c_10>,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickne",0,1,1,69,3,2987,212,87,0.0,1->1
1709,A3261,1808,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 3/4"" Thickness, 12"" Width, 24"" Length",Small Parts,7,44,<a_51><b_17><c_163>,23,0,0.0,4,4,0,1,<a_225><b_238><c_136>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,3,2,116,5,4839,916,44,<a_251><b_10><c_15>,999,0,0.0,1,999,1,0,<a_251><b_125><c_10>,"Polycarbonate (PC) Sheet, Transparent Clear, Standard Tolerance, ASTM D3935, 0.08"" Thickne",1,2,0,69,2,2987,165,44,0.0,0->0
1710,A3261,1809,"UHMW (Ultra High Molecular Weight Polyethylene) Sheet, Opaque White, Standard Tolerance, ASTM D4020, 1/8"" Thickness, 12"" Width, 24"" Length",Small Parts,8,44,<a_225><b_238><c_150>,49,0,0.0,1,1,1,1,<a_225><b_238><c_136>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",0,0,0,83,2,5783,186,44,<a_253><b_211><c_172>,6,1,0.3562071871080222,1,6,1,1,<a_253><b_181><c_218>,"Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size",0,0,0,56,2,3830,128,44,0.3562071871080222,0->1
1711,A3395,977,"Uriah Products UV001970 17-1/2"", Vinyl Battery Carrier Strap",Uriah Products,9,6,<a_171><b_183><c_63>,999,0,0.0,999,999,0,0,<a_50><b_14><c_146>,"Industrial & Scientific"" />",0,0,0,28,1,1038,6,6,<a_16><b_69><c_212>,999,0,0.0,2,999,0,0,<a_173><b_59><c_42>,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",0,1,0,59,1,1617,6,6,0.0,0->0
1712,A3859,2689,"Loctite 22221 Purple 222MS Low Strength Thread Locker, 10 mL Bottle",Loctite,4,13,<a_89><b_162><c_6>,999,0,0.0,999,999,0,0,<a_51><b_17><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",1,0,0,75,3,2986,67,13,<a_173><b_190><c_174>,999,0,0.0,999,999,0,0,<a_251><b_10><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",1,0,0,76,3,3522,67,13,0.0,0->0
1713,A3859,2557,"Duck Brand 240866 MAX Strength Duct Tape, 1.88 Inches by 35 Yards, White, Single Roll",Duck,5,8,<a_192><b_182><c_169>,999,0,0.0,999,999,0,0,<a_51><b_17><c_0>,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-2",1,0,0,100,1,5003,8,8,<a_42><b_172><c_223>,999,0,0.0,46,999,0,0,<a_173><b_189><c_218>,Break-Free CLP-2 Cleaner Lubricant Preservative 4 oz (113.4 gram) Aerosol,0,0,0,136,4,8406,246,8,0.0,0->0
1714,A4054,2070,"CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle",CLR,9,62,<a_6><b_151><c_62>,999,0,0.0,6,999,0,0,<a_122><b_3><c_6>,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-",0,1,0,55,2,2965,78,62,<a_92><b_146><c_53>,999,0,0.0,999,999,0,0,<a_19><b_253><c_164>,Bob Smith Industries BSI-201 Quik-Cure Epoxy (4.5 oz. Combined),1,0,0,28,1,1682,62,62,0.0,0->0
1715,A4888,2151,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,Signstek,1,139,<a_222><b_43><c_120>,999,0,0.0,999,999,0,0,<a_64><b_101><c_210>,"Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White",1,0,0,159,3,10557,178,139,<a_246><b_207><c_2>,999,0,0.0,999,999,0,0,<a_57><b_49><c_193>,"Dap 7079812343 Drydex 5.5 Oz 6Pk Raw Building Material, 5.5-Ounce, Pink/White",1,0,0,52,2,2000,165,139,0.0,0->0
1716,A4891,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,1,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,80,2,8035,3869,3869,0.0,1->1
