idx,user_id,item_id,item_title,family,brand,target_sid,target_l1,target_l2,target_l1_bucket_size,target_l2_bucket_size,target_l1_family_purity,target_l2_family_purity,target_l1_dominant_family,target_l2_dominant_family,history_len,target_l1_in_history,target_l2_in_history,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_item_repr,top1_item_titles,top1_families,top1_brands,top1_same_l1,top1_same_l2,top1_same_family,top1_same_brand,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,failure_type_at10,top5_predictions
4099,A6726,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",tape,Kingston Valves,<a_108><b_114><c_7>,<a_108>,<a_108><b_114>,143,2,0.5384615384615384,0.5,connector_fitting,tape,1,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_180><b_221><c_238>,2410,"Heathrow Scientific HD15909 Spatula with Flat End and Spoon End, 9"" Overall Length",other,Heathrow Scientific,0,0,0,0,0,1,1,0,0,0,0,l1_routing_miss,<a_180><b_221><c_238> || <a_229><b_238><c_126> || <a_94><b_35><c_31> || <a_94><b_75><c_129> || <a_107><b_93><c_0>
4100,A6726,2997,"Silicone Sheet Gasket, Red, 1/16"" Thick, 12"" &times; 12"" (Pack of 1)",other,Small Parts,<a_17><b_1><c_8>,<a_17>,<a_17><b_1>,99,1,0.6363636363636364,1.0,other,other,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_108><b_114><c_7>,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",tape,Kingston Valves,0,0,0,0,1,1,2,0,0,0,0,l1_routing_miss,<a_108><b_114><c_7> || <a_108><b_215><c_36> || <a_108><b_154><c_173> || <a_107><b_93><c_0> || <a_108><b_81><c_52>
4101,A6726,3342,"Anderson Metals 06102 Brass Pipe Fitting, Barstock Cross, 1/4"" x 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",tape,Anderson Metals,<a_108><b_1><c_88>,<a_108>,<a_108><b_1>,143,8,0.5384615384615384,0.5,connector_fitting,tape,3,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_108><b_215><c_36>,1772,"Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male",connector_fitting,Dixon Valve & Coupling,1,0,0,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_108><b_215><c_36> || <a_108><b_114><c_7> || <a_108><b_154><c_173> || <a_67><b_185><c_54> || <a_108><b_81><c_52>
4102,A6726,170,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),other,URBEST,<a_228><b_45><c_149>,<a_228>,<a_228><b_45>,96,7,0.5625,1.0,other,other,4,0,0,29,1,0,0,0,0,0,1,0.0,0.2037950470905062,<a_108><b_114><c_7>,742,"Kingston KMBVM Series Brass Mini Ball Valve, Lever, 1/4"" NPT Male x NPT Female",tape,Kingston Valves,0,0,0,0,1,1,3,1,0,1,1,l2_routing_miss_after_l1_hit,<a_108><b_114><c_7> || <a_108><b_107><c_125> || <a_108><b_215><c_36> || <a_202><b_100><c_73> || <a_180><b_221><c_238>
4103,A6808,562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,HATCHBOX,<a_223><b_198><c_37>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,8,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_245><c_180>,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,eSUN,0,0,1,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_158><b_245><c_180> || <a_223><b_187><c_125> || <a_158><b_211><c_119> || <a_91><b_115><c_103> || <a_223><b_212><c_130>
4104,A2464,2077,"Flex Shot 30804 Rubber Adhesive Sealant Caulk, 8-oz, Almond (Mildew Resistant), 1 Pack",adhesive_epoxy,Flex Shot,<a_244><b_107><c_224>,<a_244>,<a_244><b_107>,72,1,0.8333333333333334,1.0,adhesive_epoxy,adhesive_epoxy,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_52><c_171>,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",adhesive_epoxy,Gorilla,0,0,1,0,0,3,6,1,0,1,0,l2_routing_miss_after_l1_hit,<a_202><b_52><c_171> || <a_165><b_15><c_16> || <a_202><b_52><c_122> || <a_150><b_142><c_167> || <a_244><b_136><c_142>
4105,A4765,1807,RioRand&trade; Upgraded 6V-90V 15A DC Motor Pump Speed Controller,other,RioRand,<a_30><b_6><c_120>,<a_30>,<a_30><b_6>,68,1,0.75,1.0,other,other,9,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_197><b_91><c_69>,22,"Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vacuum with HEPA Filtration, Bag-less Canister. Floor Care",other,EyeVac,0,0,1,0,1,3,3,0,0,1,0,l1_routing_miss,<a_197><b_91><c_69> || <a_159><b_159><c_162> || <a_17><b_14><c_32> || <a_223><b_102><c_158> || <a_79><b_154><c_105>
4106,A6578,2276,"Loctite Epoxy Five Minute Instant Mix, Two 0.47-Fluid Ounce Syringes (1715208)",3d_filament,Loctite,<a_165><b_240><c_33>,<a_165>,<a_165><b_240>,72,1,0.8055555555555556,1.0,adhesive_epoxy,3d_filament,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_170><c_66>,1174,"Nashua 2280 Polyethylene Coated Cloth Multi-Purpose Duct Tape, 55m Length x 48mm Width, Tan",adhesive_epoxy,Nashua,0,0,0,0,1,2,3,0,0,1,0,l1_routing_miss,<a_202><b_170><c_66> || <a_202><b_170><c_25> || <a_202><b_170><c_89> || <a_73><b_231><c_56> || <a_17><b_14><c_32>
4107,A486,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,3D Solutech,<a_223><b_80><c_114>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,2,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_184><c_28>,3662,"BuildTak 3D Printing Build Surface, 6.5"" x 10"" Rectangle, Black (Pack of 3)",3d_filament,BuildTak,1,0,1,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_184><c_28> || <a_223><b_86><c_176> || <a_223><b_184><c_15> || <a_223><b_184><c_16> || <a_223><b_95><c_158>
4108,A486,1553,Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,Inland,<a_158><b_72><c_191>,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,3d_filament,3d_filament,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,0,0,1,0,0,0,2,0,0,0,0,l1_routing_miss,<a_223><b_80><c_3> || <a_223><b_80><c_84> || <a_223><b_80><c_158> || <a_223><b_80><c_0> || <a_223><b_86><c_176>
4109,A486,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,Inland,<a_158><b_72><c_243>,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,3d_filament,3d_filament,4,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_72><c_88>,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,Inland,1,1,1,1,0,1,1,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_158><b_72><c_88> || <a_223><b_96><c_140> || <a_91><b_105><c_64> || <a_158><b_72><c_191> || <a_158><b_72><c_232>
4110,A1833,694,"Colormetrics Gray Putty Tape / Butyl Tape 1/8"" x 1"" x 30' (Single Roll)",tape,DEHCO,<a_244><b_221><c_2>,<a_244>,<a_244><b_221>,72,2,0.8333333333333334,1.0,adhesive_epoxy,tape,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,2,4,0,0,1,0,l1_routing_miss,<a_107><b_93><c_0> || <a_67><b_185><c_54> || <a_224><b_163><c_184> || <a_202><b_198><c_218> || <a_107><b_90><c_50>
4111,A3361,2366,"Steel Flat Washer, Black Oxide Finish, ASME B18.22.1, 1/4"" Screw Size, 9/32"" ID, 5/8"" OD, 0.065"" Thick (Pack of 100)",fastener,Small Parts,<a_224><b_209><c_28>,<a_224>,<a_224><b_209>,191,10,0.7329842931937173,0.9,fastener,fastener,8,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_228><b_189><c_82>,1427,"Valterra W01-1600PB Clear Vinyl Tubing - 1/2"" x 10'",other,Valterra,0,0,0,0,1,2,2,0,0,0,0,l1_routing_miss,<a_228><b_189><c_82> || <a_108><b_107><c_125> || <a_108><b_88><c_41> || <a_228><b_187><c_137> || <a_67><b_185><c_54>
4112,A4208,1111,Country Brook Design | 1 Inch Black Polypropylene Webbing (100 Yards),other,Country Brook Design,<a_68><b_71><c_239>,<a_68>,<a_68><b_71>,67,1,0.4925373134328358,1.0,other,other,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_193><b_104><c_1>,802,"4.5"" x 7/8"" Premium Zirconia Flap Discs Grinding Wheels 60 Grit Type 27-10 Pack",other,Benchmark Abrasives,0,0,1,0,1,2,4,0,0,0,0,l1_routing_miss,<a_193><b_104><c_1> || <a_193><b_104><c_2> || <a_193><b_106><c_86> || <a_15><b_206><c_230> || <a_193><b_104><c_0>
4113,A6580,3393,"Corning Pyrex Borosilicate Glass Flat Bottom Boiling Flask, 250mL Capacity",other,Pyrex,<a_94><b_252><c_36>,<a_94>,<a_94><b_252>,111,1,0.7747747747747747,1.0,other,other,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_236><b_173><c_68>,2344,"Uxcell a12013100ux0116 High Knob 3P 2 Position 1P2T SPDT Vertical Slide Switch, 0.5 Amp, 50V DC, 50 Piece, 3 mm",other,uxcell,0,0,1,0,0,1,2,0,0,0,0,l1_routing_miss,<a_236><b_173><c_68> || <a_73><b_168><c_236> || <a_73><b_231><c_56> || <a_73><b_110><c_3> || <a_73><b_58><c_117>
4114,A6733,2730,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters,3d_filament,AMX3d,<a_223><b_147><c_197>,<a_223>,<a_223><b_147>,247,2,0.9676113360323887,1.0,3d_filament,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_30><b_191><c_20>,635,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,other,elegantstunning,0,0,0,0,0,1,2,0,0,0,0,l1_routing_miss,<a_30><b_191><c_20> || <a_73><b_231><c_56> || <a_73><b_233><c_141> || <a_73><b_58><c_117> || <a_73><b_218><c_162>
4115,A6981,1043,"Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100",other,Adenna,<a_44><b_71><c_57>,<a_44>,<a_44><b_71>,65,1,0.9230769230769231,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_67><b_123><c_61>,1207,"3M(TM) Performance Plus(TM) Wire Connector O/B+JUG, 500/jug",connector_fitting,3M,0,0,0,0,1,2,4,0,0,0,0,l1_routing_miss,<a_67><b_123><c_61> || <a_67><b_108><c_20> || <a_67><b_56><c_2> || <a_67><b_179><c_92> || <a_67><b_123><c_166>
4116,A1273,63,WEN 73002 500-Pound Capacity Service Cart,other,WEN,<a_210><b_90><c_53>,<a_210>,<a_210><b_90>,95,2,0.9052631578947369,0.5,other,other,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_197><b_99><c_69>,961,"Fluke TL71 Premium Test Lead Set, Right Angle",connector_fitting,Fluke,0,0,0,0,1,3,3,0,0,1,0,l1_routing_miss,<a_197><b_99><c_69> || <a_244><b_112><c_232> || <a_109><b_173><c_2> || <a_211><b_102><c_167> || <a_107><b_93><c_0>
4117,A5873,1997,Capri Tools 20004 Mini Digital Height Gauge,3d_filament,Capri Tools,<a_104><b_238><c_189>,<a_104>,<a_104><b_238>,60,2,0.5,0.5,other,gauge_meter,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_231><c_56>,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,microtivity,0,0,0,0,0,1,6,0,0,0,0,l1_routing_miss,<a_73><b_231><c_56> || <a_73><b_114><c_142> || <a_73><b_8><c_168> || <a_30><b_191><c_20> || <a_73><b_83><c_92>
4118,A6356,2058,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",3d_filament,HATCHBOX,<a_223><b_198><c_34>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_8><c_168>,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,connector_fitting,Z&T,0,0,0,0,0,1,2,0,0,0,0,l1_routing_miss,<a_73><b_8><c_168> || <a_73><b_231><c_56> || <a_73><b_141><c_0> || <a_17><b_14><c_32> || <a_73><b_108><c_83>
4119,A6356,2668,"Gizmo Dorks Blue Painters Tape for 3D Printers 6.25"" x 100'",3d_filament,Gizmo Dorks,<a_202><b_176><c_38>,<a_202>,<a_202><b_176>,117,1,0.5470085470085471,1.0,adhesive_epoxy,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_20><c_170>,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,0,0,1,0,0,0,1,0,0,0,0,l1_routing_miss,<a_223><b_20><c_170> || <a_223><b_29><c_58> || <a_223><b_198><c_114> || <a_73><b_8><c_168> || <a_223><b_198><c_230>
4120,A6503,3155,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",3d_filament,HATCHBOX,<a_223><b_72><c_23>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_72><c_88>,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,Inland,0,0,1,0,0,3,5,1,0,1,1,l2_routing_miss_after_l1_hit,<a_158><b_72><c_88> || <a_158><b_245><c_180> || <a_91><b_162><c_93> || <a_158><b_79><c_187> || <a_91><b_105><c_64>
4121,A6994,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,3D Solutech,<a_223><b_80><c_3>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,2,1,1,1,1,1,1,1,1,1,1,1.0,1.0,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,1,1,1,1,0,1,1,1,1,1,1,hit10,<a_223><b_80><c_3> || <a_223><b_80><c_0> || <a_223><b_80><c_84> || <a_223><b_80><c_158> || <a_223><b_80><c_101>
4122,A6994,3522,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",3d_filament,3D,<a_223><b_80><c_11>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,3,1,1,23,1,0,0,0,0,0,1,0.0,0.21810429198553155,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,1,1,1,0,1,2,2,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_223><b_80><c_3> || <a_223><b_80><c_101> || <a_223><b_80><c_0> || <a_223><b_80><c_84> || <a_223><b_80><c_159>
4123,A6994,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3d_filament,3D Solutech,<a_223><b_80><c_165>,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,3d_filament,3d_filament,4,1,1,14,1,0,0,0,0,1,1,0.0,0.2559580248098155,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,1,1,1,1,1,2,4,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_223><b_80><c_3> || <a_223><b_80><c_84> || <a_223><b_80><c_101> || <a_223><b_80><c_140> || <a_223><b_80><c_158>
4124,A7221,2730,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Printer - 2.0 Meters,3d_filament,AMX3d,<a_223><b_147><c_197>,<a_223>,<a_223><b_147>,247,2,0.9676113360323887,1.0,3d_filament,3d_filament,2,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_160><c_251>,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,BAMtack!,1,0,1,0,0,1,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_160><c_251> || <a_223><b_80><c_3> || <a_223><b_80><c_84> || <a_223><b_80><c_0> || <a_223><b_80><c_159>
4125,A4018,522,"Rockler Silicone Mini Glue Brush, 2-Pack",other,Rockler,<a_99><b_82><c_108>,<a_99>,<a_99><b_82>,32,2,0.53125,1.0,adhesive_epoxy,other,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_99><b_170><c_176>,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,BSI,1,0,1,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_99><b_170><c_176> || <a_193><b_176><c_173> || <a_173><b_197><c_47> || <a_173><b_93><c_124> || <a_173><b_194><c_4>
4126,A4018,2763,Stainlesstown Nut Bolt Thread Gauge (Green),fastener,Stainless Town,<a_224><b_22><c_115>,<a_224>,<a_224><b_22>,191,4,0.7329842931937173,0.75,fastener,fastener,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_99><b_132><c_145>,691,"Deft Interior Clear Wood Finish Gloss Lacquer, 12.25-Ounce Aerosol Spray",other,Deft Inc.,0,0,0,0,0,1,4,0,0,1,0,l1_routing_miss,<a_99><b_132><c_145> || <a_99><b_82><c_108> || <a_173><b_93><c_124> || <a_71><b_242><c_21> || <a_150><b_132><c_2>
4127,A4238,1151,HFS (R) 1 PAIR 123 BLOCKS 1-2-3 ULTRA PRECISION .0002 HARDENED 23 HOLES 0.0002,other,HFS,<a_159><b_83><c_167>,<a_159>,<a_159><b_83>,52,1,0.5192307692307693,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_104><b_73><c_34>,85,TEKTON 7169 0-1-Inch Dial Indicator,other,TEKTON,0,0,1,0,1,3,3,0,0,1,0,l1_routing_miss,<a_104><b_73><c_34> || <a_104><b_60><c_152> || <a_211><b_75><c_21> || <a_15><b_206><c_230> || <a_107><b_73><c_114>
4128,A6338,2469,LulzBot TAZ 6 3D Printer,3d_filament,LulzBot,<a_223><b_176><c_15>,<a_223>,<a_223><b_176>,247,1,0.9676113360323887,1.0,3d_filament,3d_filament,9,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_212><c_130>,2060,Antique Bronze Metallic PLA - 3D Printing Filament (1.75mm 0.5 kg) Made in the USA,3d_filament,Black Magic 3D,1,0,1,0,0,3,4,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_212><c_130> || <a_223><b_20><c_170> || <a_158><b_72><c_88> || <a_223><b_201><c_101> || <a_223><b_20><c_233>
4129,A6947,466,"Best Choice Products 4-Wheel Foldable Rolling Warehouse Moving Flatbed Platform Dolly Push Cart w/ 330lb Capacity, Non-Slip Surface - Blue",other,BEST CHOICE PRODUCTS,<a_87><b_177><c_14>,<a_87>,<a_87><b_177>,71,2,0.7746478873239436,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_173><b_112><c_33>,1679,Chemical Guys AIR_102_04 Premium Air Freshener and Odor Eliminator with Leather Scent (4 oz),other,Chemical Guys,0,0,1,0,1,2,4,0,0,0,0,l1_routing_miss,<a_173><b_112><c_33> || <a_66><b_251><c_227> || <a_66><b_34><c_115> || <a_66><b_78><c_36> || <a_107><b_93><c_0>
4130,A7238,2058,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",3d_filament,HATCHBOX,<a_223><b_198><c_34>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,6,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_198><c_114>,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,1,1,1,1,0,1,3,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_223><b_198><c_114> || <a_223><b_198><c_100> || <a_223><b_198><c_230> || <a_223><b_198><c_165> || <a_223><b_198><c_250>
4131,A7275,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,HATCHBOX,<a_223><b_198><c_9>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_245><c_180>,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,eSUN,0,0,1,0,0,1,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_158><b_245><c_180> || <a_223><b_72><c_76> || <a_223><b_160><c_251> || <a_91><b_105><c_64> || <a_158><b_206><c_223>
4132,A7275,164,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",3d_filament,HATCHBOX,<a_223><b_20><c_165>,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_232><c_186>,3414,"eSUN 1.75mm White ABS+ 3D Printer filament 1kg Spool (2.2lbs), White",3d_filament,eSUN,1,0,1,0,0,1,3,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_232><c_186> || <a_158><b_245><c_180> || <a_223><b_198><c_114> || <a_223><b_96><c_140> || <a_223><b_72><c_76>
4133,A7275,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,<a_223><b_86><c_176>,<a_223>,<a_223><b_86>,247,1,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,0,11,1,0,0,0,0,1,1,0.0,0.27894294565112987,<a_158><b_245><c_180>,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,eSUN,0,0,1,0,0,1,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_158><b_245><c_180> || <a_223><b_160><c_251> || <a_223><b_126><c_0> || <a_223><b_232><c_186> || <a_251><b_128><c_154>
4134,A2028,3155,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",3d_filament,HATCHBOX,<a_223><b_72><c_23>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_87><b_74><c_253>,241,"Reliable Hardware Company RH-9005-SET-A Casters Swivel Top Plate 2-Inch Wheel Diameter Zinc, Set of 4",other,Reliable Hardware Company,0,0,0,0,1,2,2,0,0,1,0,l1_routing_miss,<a_87><b_74><c_253> || <a_87><b_74><c_149> || <a_107><b_93><c_0> || <a_173><b_93><c_124> || <a_104><b_186><c_66>
4135,A2276,1414,Temco Terminal Lug Tinned Copper Uninsulated Gauge AWG,adhesive_epoxy,Temco,<a_67><b_230><c_156>,<a_67>,<a_67><b_230>,119,2,0.5714285714285714,1.0,connector_fitting,adhesive_epoxy,10,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_71><b_114><c_136>,2451,"Round Spacer, Nylon, Off-White, 0.194"" ID, 3/4"" Length, Made in US (Pack of 100)",fastener,Small Parts,0,0,0,0,1,3,4,0,0,0,0,l1_routing_miss,<a_71><b_114><c_136> || <a_71><b_44><c_249> || <a_159><b_172><c_75> || <a_224><b_81><c_180> || <a_224><b_114><c_148>
4136,A2625,529,"Gorilla Heavy Duty Construction Adhesive, 9 ounce Cartridge, White",3d_filament,Gorilla,<a_165><b_107><c_28>,<a_165>,<a_165><b_107>,72,5,0.8055555555555556,1.0,adhesive_epoxy,3d_filament,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_244><b_35><c_177>,2079,"Dap 00680 Bathtub Silicone Rubber Caulk 2.8-Ounce, White",adhesive_epoxy,DAP,0,0,0,0,1,1,1,0,0,1,0,l1_routing_miss,<a_244><b_35><c_177> || <a_193><b_42><c_1> || <a_202><b_100><c_73> || <a_197><b_204><c_0> || <a_244><b_35><c_73>
