item_id,item_title,family,eval_count,orig_failure_type,orig_l1_in_history,sem_l1_in_history,orig_l2_in_history,sem_l2_in_history,orig_l1_bucket_size,sem_l1_bucket_size,orig_l2_bucket_size,sem_l2_bucket_size,orig_l1_purity,sem_l1_purity,orig_l2_purity,sem_l2_purity,orig_target_l1,sem_target_l1,orig_target_l2,sem_target_l2,delta_l1_hist,delta_l2_hist
1551,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)",3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,247,47,6,5,0.9676113360323887,0.5319148936170213,1.0,1.0,<a_223>,<a_105>,<a_223><b_184>,<a_105><b_240>,-0.5,0.0
1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",adhesive_epoxy,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,65,3,2,0.8055555555555556,0.9384615384615385,1.0,1.0,<a_165>,<a_254>,<a_165><b_71>,<a_254><b_137>,-0.5,0.0
1634,Elenco RS-500 Resistance Substitution Box,other,2,l1_routing_miss,0.5,0.0,0.0,0.0,114,68,1,2,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_131>,<a_130><b_176>,-0.5,0.0
1723,"Uxcell a15032300ux0532 Potentiometer Volume Control Knob Cap with 100 Piece, Knurled Shaft 6 mm Diameter",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,84,28,1,1,0.7380952380952381,0.6785714285714286,1.0,1.0,<a_236>,<a_114>,<a_236><b_51>,<a_114><b_177>,-0.5,0.0
1740,Chunshop WH5001 Celsius/Fahrenheit Digital Thermometer Temperature Meter Gauge C/F,gauge_meter,2,l1_routing_miss,0.5,0.0,0.0,0.0,66,14,1,1,0.7575757575757576,0.9285714285714286,1.0,1.0,<a_107>,<a_252>,<a_107><b_239>,<a_252><b_251>,-0.5,0.0
1767,"Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",tape,2,l1_routing_miss,0.5,0.0,0.0,0.0,143,45,8,2,0.5384615384615384,0.7555555555555555,0.5,1.0,<a_108>,<a_198>,<a_108><b_1>,<a_198><b_182>,-0.5,0.0
1805,PODOY 20PCS Photoresistor GL5537 5537 LDR Photo Resistors Light-Dependent,other,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.0,0.0,114,68,3,2,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_37>,<a_130><b_19>,-0.5,0.0
1848,Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer,3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,16,2,1,0.9305555555555556,1.0,1.0,1.0,<a_91>,<a_154>,<a_91><b_29>,<a_154><b_128>,-0.5,0.0
1933,Uxcell a14082700ux0101 Antique Wood Box Latch Sets Case Hasp Lock 26 mm Long Brass Tone (Pack of 10),other,2,l1_routing_miss,0.5,0.0,0.0,0.0,118,20,1,1,0.6271186440677966,0.6,1.0,1.0,<a_71>,<a_187>,<a_71><b_99>,<a_187><b_148>,-0.5,0.0
1974,"BuildTak 3D Printing Build Surface, 12"" x 12"" Square, Black (Pack of 3)",3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.0,0.0,247,47,6,5,0.9676113360323887,0.5319148936170213,1.0,1.0,<a_223>,<a_105>,<a_223><b_184>,<a_105><b_240>,-0.5,0.0
2104,"Anderson Metals Brass Garden Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Hose",connector_fitting,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.0,0.0,143,35,3,2,0.5384615384615384,0.7428571428571429,1.0,1.0,<a_108>,<a_236>,<a_108><b_88>,<a_236><b_145>,-0.5,0.0
2211,J-B Weld 8297 HighHeat 550 Degree Epoxy Putty Stick - 2 oz.,adhesive_epoxy,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,65,1,1,0.8055555555555556,0.9384615384615385,1.0,1.0,<a_165>,<a_254>,<a_165><b_16>,<a_254><b_236>,-0.5,0.0
2277,"GREX P6/20L 23 Gauge 3/4-Inch Length Headless Pins (10,000 per box)",fastener,2,l1_routing_miss,0.5,0.0,0.0,0.0,100,28,4,3,0.6,0.6428571428571429,1.0,1.0,<a_42>,<a_65>,<a_42><b_117>,<a_65><b_160>,-0.5,0.0
2304,Aquarium Specimen Container,other,2,l1_routing_miss,0.5,0.0,0.0,0.0,39,20,1,1,0.7692307692307693,0.65,1.0,1.0,<a_14>,<a_161>,<a_14><b_156>,<a_161><b_115>,-0.5,0.0
2328,iMBAPrice iMBA-100-4x6 Reclosable Bags,other,2,l1_routing_miss,0.5,0.0,0.0,0.0,95,41,1,1,0.9052631578947369,0.9512195121951219,1.0,1.0,<a_210>,<a_59>,<a_210><b_202>,<a_59><b_153>,-0.5,0.0
2335,100Pcs M3 3mm Female Thread Hex Metal Nut Fastener Silver Tone,fastener,2,l1_routing_miss,1.0,0.5,0.0,0.0,191,60,1,3,0.7329842931937173,0.9,1.0,1.0,<a_224>,<a_140>,<a_224><b_8>,<a_140><b_243>,-0.5,0.0
2383,Inkbird All-Purpose Digital Temperature Controller Fahrenheit &Centigrade Thermostat w Sensor 2 Relays ITC-1000,gauge_meter,2,l2_routing_miss_after_l1_hit,0.5,0.0,0.0,0.0,66,68,7,7,0.7575757575757576,0.4117647058823529,0.7142857142857143,0.8571428571428571,<a_107>,<a_130>,<a_107><b_35>,<a_130><b_158>,-0.5,0.0
2448,"Innovative Components AN4C-5S221 1.38"" Star knob thru hole 1/4-20 steel zinc insert black pp (Pack of 10)",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,191,60,2,2,0.7329842931937173,0.9,0.5,0.5,<a_224>,<a_140>,<a_224><b_239>,<a_140><b_179>,-0.5,0.0
2515,"Blue Sea Systems Terminal Block Jumper for 30A Terminal Blocks, Pack of 5",connector_fitting,2,l1_routing_miss,0.5,0.0,0.0,0.0,119,25,1,1,0.5714285714285714,0.52,1.0,1.0,<a_67>,<a_15>,<a_67><b_135>,<a_15><b_214>,-0.5,0.0
2583,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, Green",3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.5,0.5,247,128,47,20,0.9676113360323887,1.0,1.0,1.0,<a_223>,<a_235>,<a_223><b_198>,<a_235><b_17>,-0.5,0.0
2584,"Plymor 4"" x 4"", 4 Mil (Pack of 500) Heavy Duty Plastic Reclosable Zipper Bags",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,95,41,10,6,0.9052631578947369,0.9512195121951219,1.0,1.0,<a_210>,<a_59>,<a_210><b_219>,<a_59><b_107>,-0.5,0.0
2649,Joe Knows Electronics 1/2W 86 Value 860 Piece Resistor Kit,other,2,l1_routing_miss,0.5,0.0,0.0,0.0,114,68,2,1,0.5350877192982456,0.4117647058823529,1.0,1.0,<a_73>,<a_130>,<a_73><b_174>,<a_130><b_73>,-0.5,0.0
2696,HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3,3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,28,3,2,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_105>,<a_23><b_180>,-0.5,0.0
2720,Smartbuy 1.75mm Christmas Red ABS 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm,3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.0,0.0,247,85,8,1,0.9676113360323887,0.9882352941176471,1.0,1.0,<a_223>,<a_66>,<a_223><b_96>,<a_66><b_22>,-0.5,0.0
2732,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; WhiteConnector Tubing for 3D Printer - 1.5 Meters,3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.5,0.5,247,28,2,3,0.9676113360323887,0.9642857142857143,1.0,1.0,<a_223>,<a_23>,<a_223><b_147>,<a_23><b_94>,-0.5,0.0
2733,Hilitchi 210pcs M3 Stainless Steel Hex Socket Head Cap Screws Nuts Assortment Kit with Box (M3),fastener,2,l1_routing_miss,0.5,0.0,0.0,0.0,191,60,5,3,0.7329842931937173,0.9,0.8,1.0,<a_224>,<a_140>,<a_224><b_153>,<a_140><b_243>,-0.5,0.0
2735,Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel,3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,22,2,1,0.9305555555555556,0.5,1.0,1.0,<a_91>,<a_206>,<a_91><b_242>,<a_206><b_243>,-0.5,0.0
2850,Pixnor Measuring Cylinder Graduated Cylinder Lab Test Tube Set of 4,tape,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.0,0.0,111,56,1,1,0.7747747747747747,0.8214285714285714,1.0,1.0,<a_94>,<a_106>,<a_94><b_200>,<a_106><b_166>,-0.5,0.0
2876,Uxcell a13051400ux0583 10-Pieces Black Plastic Housing 3.5mm Audio Jack (Pack of 10),connector_fitting,2,l1_routing_miss,0.5,0.0,0.0,0.0,50,15,2,2,0.46,0.4666666666666667,1.0,1.0,<a_23>,<a_168>,<a_23><b_201>,<a_168><b_71>,-0.5,0.0
2878,"Cortina 03-747RBC Polyethylene Portable Delineator Post with 10 lbs Recycled Rubber Base, 42"" Height, Orange",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,118,28,1,1,0.6271186440677966,0.6428571428571429,1.0,1.0,<a_71>,<a_65>,<a_71><b_168>,<a_65><b_121>,-0.5,0.0
2883,"Anderson Metals 56122 Brass Pipe Fitting, Hex Nipple, 1/2"" x 1/2"" NPT Male Pipe",tape,2,l1_routing_miss,0.5,0.0,0.0,0.0,143,45,3,3,0.5384615384615384,0.7555555555555555,1.0,1.0,<a_108>,<a_198>,<a_108><b_133>,<a_198><b_220>,-0.5,0.0
3076,10Pcs 5 x 7 cm DIY Prototype Paper PCB Universal Board New,other,2,l1_routing_miss,0.5,0.0,0.0,0.0,114,35,2,1,0.5350877192982456,0.37142857142857144,1.0,1.0,<a_73>,<a_166>,<a_73><b_36>,<a_166><b_185>,-0.5,0.0
3104,Uxcell a15011600ux0239 2 Sets 1K 2K 5K 10K Ohm Linear Taper Rotary Potentiometer Pot,tape,2,l1_routing_miss,1.0,0.5,0.0,0.0,114,68,5,3,0.5350877192982456,0.4117647058823529,0.8,0.6666666666666666,<a_73>,<a_130>,<a_73><b_123>,<a_130><b_2>,-0.5,0.0
3132,"Philips Sonicare Diamond Clean Rechargeable Toothbrush w/Deep Clean Mode with Adaptive Clean Brush Head, Black",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,119,47,8,8,0.7142857142857143,0.8936170212765957,1.0,1.0,<a_24>,<a_227>,<a_24><b_20>,<a_227><b_130>,-0.5,0.0
3162,"Chemglass, CG-1983-12 Micro Spoon Spatula, 6-1/2 Overall Length, 5-3/4 Handle, Stainless Steel , Non-Magnetic x 3/16 Width",other,2,l2_routing_miss_after_l1_hit,0.5,0.0,0.0,0.0,81,20,3,1,0.8888888888888888,0.65,1.0,1.0,<a_180>,<a_161>,<a_180><b_221>,<a_161><b_90>,-0.5,0.0
3186,Original Prusa i3 3D Printer kit,3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,31,2,2,0.9305555555555556,0.9032258064516129,1.0,1.0,<a_91>,<a_123>,<a_91><b_176>,<a_123><b_37>,-0.5,0.0
3458,Wisamic 4 Variety Pack 3d Printer 0.2mm 0.3mm 0.4mm 0.5mm Nozzles Extruder Nozzle Print Head for Mk8 Makerbot,3d_filament,2,l2_routing_miss_after_l1_hit,0.5,0.0,0.0,0.0,72,28,1,2,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_234>,<a_23><b_202>,-0.5,0.0
3502,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,81,26,4,3,0.8888888888888888,0.8846153846153846,1.0,1.0,<a_180>,<a_217>,<a_180><b_186>,<a_217><b_128>,-0.5,0.0
3525,"Genteq Capacitor 10 UF MFD 370V 97F9002, 97F9002s (Replaces Old GE# 97F9002BZ3, Z97F9002, 27L669), 10 MFD at 370V, Oval",other,2,l1_routing_miss,0.5,0.0,0.0,0.0,84,43,1,1,0.7380952380952381,0.9069767441860465,1.0,1.0,<a_236>,<a_196>,<a_236><b_227>,<a_196><b_148>,-0.5,0.0
3540,"SainSmart 1.75 Aluminum Metal 1.75 mm Filament for 3D Printing, 0.5 kg/1.1 lb.",3d_filament,2,l1_routing_miss,0.5,0.0,0.0,0.0,247,85,2,4,0.9676113360323887,0.9882352941176471,1.0,1.0,<a_223>,<a_66>,<a_223><b_160>,<a_66><b_186>,-0.5,0.0
3652,E3D Lite6 Full Kit - 1.75mm Universal (Direct) (12v),other,2,l1_routing_miss,0.5,0.0,0.0,0.0,72,31,1,1,0.9305555555555556,0.9032258064516129,1.0,1.0,<a_91>,<a_123>,<a_91><b_243>,<a_123><b_126>,-0.5,0.0
125,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",tape,2,l1_routing_miss,0.5,0.0,0.5,0.0,117,47,8,1,0.5470085470085471,0.5319148936170213,0.75,1.0,<a_202>,<a_105>,<a_202><b_52>,<a_105><b_170>,-0.5,-0.5
221,"3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch",adhesive_epoxy,2,l2_routing_miss_after_l1_hit,1.0,0.5,0.5,0.0,117,41,3,2,0.5470085470085471,0.5609756097560976,0.6666666666666666,1.0,<a_202>,<a_24>,<a_202><b_218>,<a_24><b_185>,-0.5,-0.5
2236,"Bar Neodymium Magnet 3""x1/2""x1/4"" - Rare Earth Rectangle Magnet for Craftings, School Projects and Magnetic Therapy, One Pack",other,2,l1_routing_miss,0.5,0.0,0.5,0.0,99,47,3,1,0.6363636363636364,0.5319148936170213,0.6666666666666666,1.0,<a_17>,<a_105>,<a_17><b_95>,<a_105><b_192>,-0.5,-0.5
2349,Spectra 360 1208 Electrode Gel - Parker Laboratories - 8.5 oz Tube - (Pack of 3),other,2,l1_routing_miss,1.0,0.5,0.5,0.0,65,13,4,1,0.9230769230769231,1.0,1.0,1.0,<a_44>,<a_89>,<a_44><b_4>,<a_89><b_240>,-0.5,-0.5
21,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece",fastener,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,191,50,1,1,0.7329842931937173,0.92,1.0,1.0,<a_224>,<a_86>,<a_224><b_128>,<a_86><b_57>,-1.0,0.0
486,"Premiere 9411 Disposable Scalpels with #11 High-Carbon Steel Blades, Plastic Handle, Sterile, Individually Foil Wrapped, Box of 10 pcs",other,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,81,6,2,1,0.8888888888888888,1.0,1.0,1.0,<a_180>,<a_72>,<a_180><b_227>,<a_72><b_147>,-1.0,0.0
515,Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),3d_filament,2,l1_routing_miss,1.0,0.0,0.0,0.0,116,33,2,3,0.7586206896551724,0.7575757575757576,1.0,0.6666666666666666,<a_150>,<a_211>,<a_150><b_132>,<a_211><b_7>,-1.0,0.0
917,Reliable Hardware Company RH-5112BO-A 1/2-Inch Wood Screw with Black Oxide and Wax,fastener,2,l1_routing_miss,1.0,0.0,0.0,0.0,191,50,2,1,0.7329842931937173,0.92,1.0,1.0,<a_224>,<a_86>,<a_224><b_44>,<a_86><b_32>,-1.0,0.0
1519,"TOGGLER ALLIGATOR AF6 Flanged Anchor, Polypropylene, Made in US, For #6 to #12 Fastener Sizes (Pack of 100)",adhesive_epoxy,2,l1_routing_miss,1.0,0.0,0.0,0.0,191,50,4,1,0.7329842931937173,0.92,0.75,1.0,<a_224>,<a_86>,<a_224><b_47>,<a_86><b_140>,-1.0,0.0
1621,"Bel-Art Labmat Bench Liner; 50 Feet, White (F24675-0000)",other,2,l1_routing_miss,1.0,0.0,0.0,0.0,67,19,1,1,0.4925373134328358,0.8421052631578947,1.0,1.0,<a_68>,<a_189>,<a_68><b_143>,<a_189><b_120>,-1.0,0.0
2401,AIRSUNNY three Legs 5 pairs Infrared Diode LED IR Emission and Receiver,other,2,l1_routing_miss,1.0,0.0,0.0,0.0,68,28,1,2,0.75,0.6785714285714286,1.0,1.0,<a_30>,<a_114>,<a_30><b_65>,<a_114><b_114>,-1.0,0.0
2594,"EVINIS 5Pcs&nbsp;Stainless Steel Spatula Palette Knife Painting Mixing Scraper Set,3D Print Removal Tool",3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,247,11,1,1,0.9676113360323887,0.45454545454545453,1.0,1.0,<a_223>,<a_129>,<a_223><b_21>,<a_129><b_209>,-1.0,0.0
2822,RiteBrew 812325 Briess - Dry Malt Extract - Golden Light - 3 lbs.,other,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,116,29,1,2,0.7586206896551724,0.8275862068965517,1.0,1.0,<a_150>,<a_190>,<a_150><b_107>,<a_190><b_187>,-1.0,0.0
2944,RepRap Champion 2M PTFE Teflon Tube + 2 x PC4-M6 Fittings for RepRap 3D Printer Bowden Hotend 1.75mm,3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,72,28,1,1,0.9305555555555556,0.9642857142857143,1.0,1.0,<a_91>,<a_23>,<a_91><b_147>,<a_23><b_102>,-1.0,0.0
3059,Filabot ABS 3D Printing Smoothing Pen,3d_filament,2,l2_routing_miss_after_l1_hit,1.0,0.0,0.0,0.0,247,6,1,1,0.9676113360323887,0.6666666666666666,1.0,1.0,<a_223>,<a_122>,<a_223><b_132>,<a_122><b_203>,-1.0,0.0
3089,"Filabot XTC24 XTC-3D High Performance Print Coating, 24 oz, Clear",other,2,leaf_or_ranking_miss_after_l2_hit,1.0,0.0,0.0,0.0,247,6,3,1,0.9676113360323887,0.6666666666666666,0.6666666666666666,1.0,<a_223>,<a_122>,<a_223><b_201>,<a_122><b_90>,-1.0,0.0
3424,1 X Bronze PVC Shrink Capsules- 30 Per Bag,other,2,l1_routing_miss,1.0,0.0,0.0,0.0,116,41,1,2,0.7586206896551724,0.9512195121951219,1.0,1.0,<a_150>,<a_59>,<a_150><b_209>,<a_59><b_196>,-1.0,0.0
17,"BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box",fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,100,52,4,4,0.6,0.9230769230769231,1.0,1.0,<a_42>,<a_57>,<a_42><b_244>,<a_57><b_236>,1.0,0.0
163,"Pratt PRA0017 100% Recycled Corrugated Cardboard Box, 8"" Length x 6"" Width x 6"" Height, Kraft",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,95,36,1,2,0.9052631578947369,0.5277777777777778,1.0,1.0,<a_210>,<a_151>,<a_210><b_192>,<a_151><b_24>,1.0,0.0
458,"Rust-Oleum 278146 NeverWet 11-Ounce Outdoor Fabric Spray, Clear",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,35,61,1,1,0.4,0.7049180327868853,1.0,1.0,<a_122>,<a_112>,<a_122><b_43>,<a_112><b_21>,1.0,0.0
810,"Koch 002023 1/16 by 500-Feet 7 by 7 Cable, Galvanized",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,50,59,2,2,0.46,0.8983050847457628,1.0,1.0,<a_23>,<a_99>,<a_23><b_178>,<a_99><b_84>,1.0,0.0
841,Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit,fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,191,29,2,1,0.7329842931937173,0.6896551724137931,1.0,1.0,<a_224>,<a_19>,<a_224><b_38>,<a_19><b_157>,1.0,0.0
976,Rectorseal 25631 4-Ounce No. 5 Pipe Thread Sealant,adhesive_epoxy,1,l1_routing_miss,0.0,1.0,0.0,0.0,72,46,3,2,0.8333333333333334,0.7608695652173914,0.6666666666666666,0.5,<a_244>,<a_29>,<a_244><b_151>,<a_29><b_94>,1.0,0.0
1027,B and K Industries D08050P 1/2-Inch OD by 50-Feet Copper Tubing,other,1,l1_routing_miss,0.0,1.0,0.0,0.0,96,76,3,1,0.5625,0.5921052631578947,1.0,1.0,<a_228>,<a_247>,<a_228><b_114>,<a_247><b_227>,1.0,0.0
1083,"PORTER-CABLE PFN16200 2-Inch 16-Gauge Galvanized Finish Nails, 2500-Pack",fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,100,52,2,1,0.6,0.9230769230769231,1.0,1.0,<a_42>,<a_57>,<a_42><b_44>,<a_57><b_239>,1.0,0.0
1134,FiberFix 10x Tape- 10x Stonger Than Duct Tape- Weight Bearing Untearable Water Resistant Repair Tape,adhesive_epoxy,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,35,85,1,1,0.4,0.5294117647058824,1.0,1.0,<a_122>,<a_18>,<a_122><b_121>,<a_18><b_85>,1.0,0.0
1327,Circuit-Test 22AWG Solid Hook Up Wire Kit - 6 x 25 Foot Rolls - Assorted Colors (10-HS22K6-25),other,1,l1_routing_miss,0.0,1.0,0.0,0.0,119,40,1,1,0.5714285714285714,0.925,1.0,1.0,<a_67>,<a_118>,<a_67><b_114>,<a_118><b_244>,1.0,0.0
1329,"LabExact 1200158 W33 Cellulose Weighing Paper Sheet, Nitrogen Free, Non-Absorbing, High-Gloss, 3 x 3 Inches (Pack of 500)",other,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,36,22,1,1,0.7222222222222222,0.5,1.0,1.0,<a_229>,<a_206>,<a_229><b_246>,<a_206><b_151>,1.0,0.0
1391,"Seek Thermal Reveal Thermal Imaging Camera and LED Light, Blue",other,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,66,45,1,1,0.7575757575757576,0.4888888888888889,1.0,1.0,<a_107>,<a_35>,<a_107><b_104>,<a_35><b_141>,1.0,0.0
1455,Absolute USA MQD1614B 16/14 Gauge Nylon Fully Insulated Male Quick Disconnects (Blue),other,1,l1_routing_miss,0.0,1.0,0.0,0.0,50,78,2,1,0.46,0.6666666666666666,1.0,1.0,<a_23>,<a_243>,<a_23><b_202>,<a_243><b_89>,1.0,0.0
1528,Wedge-It - The Ultimate Door Stop - Black,other,1,l1_routing_miss,0.0,1.0,0.0,0.0,25,12,1,1,0.6,0.6666666666666666,1.0,1.0,<a_170>,<a_50>,<a_170><b_84>,<a_50><b_252>,1.0,0.0
1565,Westek SLC4CG Gray Automatic Photocell Sensor Control,fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,40,28,1,2,0.675,0.6785714285714286,1.0,0.5,<a_109>,<a_114>,<a_109><b_253>,<a_114><b_222>,1.0,0.0
1567,Pro-Lift B-004D Grey Hydraulic Bottle Jack - 4 Ton Capacity,fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,71,48,4,2,0.7746478873239436,0.7083333333333334,0.5,1.0,<a_87>,<a_34>,<a_87><b_37>,<a_34><b_189>,1.0,0.0
1587,Uxcell a14032100ux0438 1m Long Alligator Clip Electrical Clamp Insulated Test Lead Cable Pair,other,1,l1_routing_miss,0.0,1.0,0.0,0.0,45,35,2,2,0.4222222222222222,0.5428571428571428,1.0,1.0,<a_211>,<a_71>,<a_211><b_35>,<a_71><b_221>,1.0,0.0
1741,"Remington Industries 20UL1007STRKIT UL1007 20 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0320"" Diameter, 25' Length",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,119,40,11,11,0.5714285714285714,0.925,1.0,1.0,<a_67>,<a_118>,<a_67><b_152>,<a_118><b_150>,1.0,0.0
1743,Loctite 19269 7649 Primer N Activator,adhesive_epoxy,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,72,61,1,3,0.8055555555555556,0.7049180327868853,1.0,1.0,<a_165>,<a_112>,<a_165><b_150>,<a_112><b_19>,1.0,0.0
1799,"Grip Rite PTN212S1, Grey",fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,100,50,1,1,0.6,0.92,1.0,1.0,<a_42>,<a_86>,<a_42><b_158>,<a_86><b_211>,1.0,0.0
1814,"sunkee 12 Value (1uf-470UF) 120 pcs Electrolytic Capacitors kit,50V1UF,each 10 pcs",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,84,43,2,1,0.7380952380952381,0.9069767441860465,1.0,1.0,<a_236>,<a_196>,<a_236><b_183>,<a_196><b_101>,1.0,0.0
2054,"Sound Decibel Meter, GoerTek Digital Mini Sound Pressure Level Meter, Audio Noise Measurement 30-130dBA,MAX/MIN Hold,Auto Backlight Display-3AAA Battery Includedd (GM1352)",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,109,73,2,2,0.5596330275229358,0.726027397260274,1.0,1.0,<a_158>,<a_17>,<a_158><b_165>,<a_17><b_215>,1.0,0.0
2128,"HFS 12 pcs precision angle block set 1/4,1/2,1 to 5 & 5 to 30 degree",other,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,31,19,1,1,0.7741935483870968,0.631578947368421,1.0,1.0,<a_15>,<a_149>,<a_15><b_34>,<a_149><b_161>,1.0,0.0
2622,Rigol ADP0150BNC 50 Ohm Impedance Adapter,connector_fitting,1,l1_routing_miss,0.0,1.0,0.0,0.0,54,66,1,4,0.5555555555555556,0.696969696969697,1.0,0.5,<a_36>,<a_142>,<a_36><b_55>,<a_142><b_171>,1.0,0.0
2655,"Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (2.5 lb Pack)",fastener,1,l2_routing_miss_after_l1_hit,0.0,1.0,0.0,0.0,99,73,2,3,0.6363636363636364,0.726027397260274,1.0,0.6666666666666666,<a_17>,<a_17>,<a_17><b_144>,<a_17><b_61>,1.0,0.0
2670,FLIR ONE Thermal Imager for iOS,other,1,l1_routing_miss,0.0,1.0,0.0,0.0,66,45,5,2,0.7575757575757576,0.4888888888888889,0.8,1.0,<a_107>,<a_35>,<a_107><b_68>,<a_35><b_203>,1.0,0.0
2700,"Amprobe IR-712 Infrared Thermometer - 0F to 1022F, 12:1",gauge_meter,1,l1_routing_miss,0.0,1.0,0.0,0.0,66,40,1,1,0.7575757575757576,0.65,1.0,1.0,<a_107>,<a_77>,<a_107><b_185>,<a_77><b_134>,1.0,0.0
2764,"Starbond EM-2000 Thick, PREMIUM CA - Super Glue with Extra Microtips, 1 oz. (For Woodturning, Hobby, Archery Fletching)",adhesive_epoxy,1,l1_routing_miss,0.0,1.0,0.0,0.0,32,62,2,2,0.53125,0.7741935483870968,1.0,1.0,<a_99>,<a_175>,<a_99><b_230>,<a_175><b_102>,1.0,0.0
2815,38mm Poly Seal Screw Caps (fits most 1/2 & 1 gallon jugs) [Bag of 12],fastener,1,l1_routing_miss,0.0,1.0,0.0,0.0,116,44,1,1,0.7586206896551724,0.75,1.0,1.0,<a_150>,<a_13>,<a_150><b_51>,<a_13><b_159>,1.0,0.0
2985,"Remington Industries 26UL1007STRKIT UL1007 26 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0190"" Diameter, 25' Length",other,1,l1_routing_miss,0.0,1.0,0.0,0.0,119,40,11,11,0.5714285714285714,0.925,1.0,1.0,<a_67>,<a_118>,<a_67><b_152>,<a_118><b_150>,1.0,0.0
