idx,item_id,item_title,family,orig_failure_type_at10,orig_hit10,orig_hit1,orig_target_l1,orig_target_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_family_purity,orig_l2_family_purity,orig_l1_in_history,orig_l2_in_history,sem_target_l1,sem_target_l2,sem_l1_bucket_size,sem_l2_bucket_size,sem_l1_family_purity,sem_l2_family_purity,sem_l1_in_history,sem_l2_in_history,delta_l1_in_history,delta_l2_in_history,delta_l1_purity,delta_l2_purity,delta_l1_bucket_size,delta_l2_bucket_size
2198,1152,"Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF",other,l1_routing_miss,0,0,<a_224>,<a_224><b_140>,191,2,0.7329842931937173,1.0,0,0,<a_121>,<a_121><b_218>,53,3,0.6037735849056604,1.0,0,0,0,0,-0.12921070828805692,0.0,-138,1
2199,2084,"Eagle 1610MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-lock Lid, 14 gallon Capacity, 26.5"" Height, 15"" Diameter",other,l1_routing_miss,0,0,<a_206>,<a_206><b_120>,60,3,0.5,1.0,0,0,<a_178>,<a_178><b_142>,98,3,0.336734693877551,1.0,0,0,0,0,-0.163265306122449,0.0,38,0
2200,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_33>,133,1,0.8045112781954887,1.0,0,0,<a_20>,<a_20><b_11>,39,3,0.8974358974358975,1.0,0,0,0,0,0.09292461924040873,0.0,-94,2
2201,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",other,hit10,1,0,<a_193>,<a_193><b_42>,133,2,0.8045112781954887,1.0,1,0,<a_20>,<a_20><b_11>,39,3,0.8974358974358975,1.0,1,1,0,1,0.09292461924040873,0.0,-94,1
2202,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,other,hit10,1,0,<a_193>,<a_193><b_67>,133,5,0.8045112781954887,1.0,1,0,<a_44>,<a_44><b_122>,58,1,0.6551724137931034,1.0,0,0,-1,0,-0.1493388644023853,0.0,-75,-4
2203,2935,IRWIN Tools Magnetic Angle Locator (1794488),3d_filament,l1_routing_miss,0,0,<a_15>,<a_15><b_73>,31,1,0.7741935483870968,1.0,0,0,<a_149>,<a_149><b_26>,19,1,0.631578947368421,1.0,0,0,0,0,-0.14261460101867574,0.0,-12,0
2204,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_66>,<a_66><b_154>,85,1,0.9882352941176471,1.0,1,0,0,-1,0.02062395808525841,0.0,-162,-23
2205,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_246>,247,2,0.9676113360323887,1.0,1,0,<a_129>,<a_129><b_41>,11,2,0.45454545454545453,1.0,0,0,-1,0,-0.5130658814869342,0.0,-236,0
2206,799,"Dap 18268 Roof Sealant, 10.1 oz, Black",adhesive_epoxy,l1_routing_miss,0,0,<a_244>,<a_244><b_179>,72,1,0.8333333333333334,1.0,0,0,<a_29>,<a_29><b_128>,46,1,0.7608695652173914,1.0,0,0,0,0,-0.07246376811594202,0.0,-26,0
2207,2325,"SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball",fastener,l1_routing_miss,0,0,<a_87>,<a_87><b_47>,71,1,0.7746478873239436,1.0,0,0,<a_232>,<a_232><b_166>,74,2,0.7297297297297297,1.0,0,0,0,0,-0.044918157594213914,0.0,3,1
2208,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,connector_fitting,l1_routing_miss,0,0,<a_67>,<a_67><b_23>,119,8,0.5714285714285714,1.0,0,0,<a_243>,<a_243><b_111>,78,6,0.6666666666666666,1.0,0,0,0,0,0.09523809523809523,0.0,-41,-2
2209,1271,"Tape-Me Duct Tape Silver, 1.88 in x 55 yd (Pack of 3)",tape,l1_routing_miss,0,0,<a_202>,<a_202><b_191>,117,1,0.5470085470085471,1.0,1,0,<a_18>,<a_18><b_221>,85,2,0.5294117647058824,1.0,0,0,-1,0,-0.017596782302664704,0.0,-32,1
2210,1174,"Nashua 2280 Polyethylene Coated Cloth Multi-Purpose Duct Tape, 55m Length x 48mm Width, Tan",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_170>,117,3,0.5470085470085471,1.0,1,0,<a_18>,<a_18><b_82>,85,3,0.5294117647058824,0.6666666666666666,1,0,0,0,-0.017596782302664704,-0.33333333333333337,-32,0
2211,499,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.125"" Thickness, 12"" Width, 24"" Length",other,l1_routing_miss,0,0,<a_79>,<a_79><b_114>,60,4,0.4,1.0,0,0,<a_99>,<a_99><b_152>,59,2,0.8983050847457628,1.0,0,0,0,0,0.49830508474576274,0.0,-1,-2
2212,500,"HDPE (High Density Polyethylene) Sheet, Opaque Off-White, Standard Tolerance, ASTM D4976-245, 0.250"" Thickness, 12"" Width, 12"" Length",other,hit10,1,1,<a_17>,<a_17><b_62>,99,5,0.6363636363636364,1.0,0,0,<a_105>,<a_105><b_139>,47,1,0.5319148936170213,1.0,0,0,0,0,-0.10444874274661509,0.0,-52,-4
2213,723,"4"" x 6"" 4 Mil (Heavy Duty) Plymor Brand Zipper Reclosable Storage Bags, DispenserBag Pack of 100",other,l1_routing_miss,0,0,<a_210>,<a_210><b_219>,95,10,0.9052631578947369,1.0,0,0,<a_59>,<a_59><b_25>,41,5,0.9512195121951219,1.0,0,0,0,0,0.04595635430038503,0.0,-54,-5
2214,1122,"Halulu 8"" x 10"" Resealable Poly Bags Reclosable Plastic Bags Zip Bags, Clear, 2 Mil, Pack of 100",other,l1_routing_miss,0,0,<a_210>,<a_210><b_54>,95,2,0.9052631578947369,1.0,1,0,<a_59>,<a_59><b_229>,41,2,0.9512195121951219,1.0,1,0,0,0,0.04595635430038503,0.0,-54,0
2215,160,"LASCO 11-1033 PTFE Pipe Sealant Tape, 1/2-Inch x 100-Inch, White",adhesive_epoxy,l1_routing_miss,0,0,<a_79>,<a_79><b_87>,60,2,0.4,0.5,0,0,<a_151>,<a_151><b_56>,36,1,0.5277777777777778,1.0,0,0,0,0,0.12777777777777777,0.5,-24,-1
2216,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,l1_routing_miss,0,0,<a_104>,<a_104><b_186>,60,2,0.5,0.5,0,0,<a_77>,<a_77><b_103>,40,2,0.65,1.0,0,0,0,0,0.15000000000000002,0.5,-20,0
2217,3311,Uxcell a10081700ux0008 20pcs 1mm Twisted Drilling Bit Tip for Electric Drill (Pack of 20),other,l1_routing_miss,0,0,<a_193>,<a_193><b_117>,133,1,0.8045112781954887,1.0,0,0,<a_121>,<a_121><b_46>,53,1,0.6037735849056604,1.0,0,0,0,0,-0.20073769328982838,0.0,-80,0
2218,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_126>,247,10,0.9676113360323887,1.0,0,0,<a_235>,<a_235><b_18>,128,8,1.0,1.0,0,0,0,0,0.03238866396761131,0.0,-119,-2
2219,591,Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable,gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_42>,66,5,0.7575757575757576,1.0,0,0,<a_35>,<a_35><b_126>,45,6,0.4888888888888889,1.0,0,0,0,0,-0.2686868686868687,0.0,-21,1
2220,3599,"3D Solutech Aqua Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_240>,128,1,1.0,1.0,0,0,-1,0,0.03238866396761131,0.0,-119,-23
2221,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_154>,85,1,0.9882352941176471,1.0,1,0,0,0,0.02062395808525841,0.0,-162,-23
2222,618,"Dap 18354 Seal 'N Peel Removable Caulk, 10.1-Ounce",adhesive_epoxy,l1_routing_miss,0,0,<a_244>,<a_244><b_18>,72,1,0.8333333333333334,1.0,0,0,<a_254>,<a_254><b_22>,65,1,0.9384615384615385,1.0,0,0,0,0,0.10512820512820509,0.0,-7,0
2223,1527,"XFasten Professional Aluminum Foil Tape, 3.6 mil, 2 Inches x 55 Yards HVAC Tape",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_232>,117,2,0.5470085470085471,1.0,1,0,<a_195>,<a_195><b_17>,30,1,0.6333333333333333,1.0,1,0,0,0,0.08632478632478624,0.0,-87,-1
2224,1836,"VIVOSUN 6 inch Inline Duct Booster Fan 240 CFM, Low Noise & Extra Long 5.5' Grounded Power Cord",ventilation_fan,l1_routing_miss,0,0,<a_158>,<a_158><b_198>,109,2,0.5596330275229358,1.0,0,0,<a_17>,<a_17><b_113>,73,3,0.726027397260274,1.0,0,0,0,0,0.16639436973733823,0.0,-36,1
2225,1218,"POWERTEC 15505 White Aluminum Oxide Grinding Wheel, 8-Inch by 1-Inch, 5/8-Inch Arbor, 120 Grit",other,l1_routing_miss,0,0,<a_193>,<a_193><b_5>,133,4,0.8045112781954887,1.0,1,0,<a_20>,<a_20><b_95>,39,2,0.8974358974358975,0.5,1,0,0,0,0.09292461924040873,-0.5,-94,-2
2226,2659,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,0
2227,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
2228,1767,"Anderson Metals 56101 Brass Pipe Fitting, Barstock Tee, 1/4"" x 1/4"" x 1/4"" NPT Female Pipe",tape,l1_routing_miss,0,0,<a_108>,<a_108><b_1>,143,8,0.5384615384615384,0.5,0,0,<a_198>,<a_198><b_182>,45,2,0.7555555555555555,1.0,0,0,0,0,0.2170940170940171,0.5,-98,-6
2229,2213,"Zenport DPG200 Zen-Tek Dry Air Pressure Gauge, 200 PSI",3d_filament,l1_routing_miss,0,0,<a_229>,<a_229><b_100>,36,1,0.7222222222222222,1.0,0,0,<a_125>,<a_125><b_214>,23,1,0.5217391304347826,1.0,0,0,0,0,-0.20048309178743962,0.0,-13,0
2230,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,hit10,1,1,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_42>,85,1,0.9882352941176471,1.0,0,0,-1,0,0.02062395808525841,0.0,-162,-4
2231,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,hit10,1,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
2232,151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",tape,l1_routing_miss,0,0,<a_68>,<a_68><b_98>,67,1,0.4925373134328358,1.0,0,0,<a_24>,<a_24><b_97>,41,1,0.5609756097560976,1.0,0,0,0,0,0.06843829632326182,0.0,-26,0
2233,1807,RioRand&trade; Upgraded 6V-90V 15A DC Motor Pump Speed Controller,other,l1_routing_miss,0,0,<a_30>,<a_30><b_6>,68,1,0.75,1.0,0,0,<a_196>,<a_196><b_203>,43,1,0.9069767441860465,1.0,0,0,0,0,0.15697674418604646,0.0,-25,0
2234,1218,"POWERTEC 15505 White Aluminum Oxide Grinding Wheel, 8-Inch by 1-Inch, 5/8-Inch Arbor, 120 Grit",other,l1_routing_miss,0,0,<a_193>,<a_193><b_5>,133,4,0.8045112781954887,1.0,0,0,<a_20>,<a_20><b_95>,39,2,0.8974358974358975,0.5,0,0,0,0,0.09292461924040873,-0.5,-94,-2
2235,266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",gauge_meter,l1_routing_miss,0,0,<a_104>,<a_104><b_60>,60,1,0.5,1.0,0,0,<a_77>,<a_77><b_177>,40,1,0.65,1.0,0,0,0,0,0.15000000000000002,0.0,-20,0
2236,465,"Dorman Hardware 4-9845 Peggable Wire Basket Set, 3-Pack",other,l1_routing_miss,0,0,<a_71>,<a_71><b_122>,118,1,0.6271186440677966,1.0,0,0,<a_253>,<a_253><b_58>,29,1,0.7586206896551724,1.0,0,0,0,0,0.13150204558737577,0.0,-89,0
2237,969,DEWALT DW4901 1-Inch Crimped End Wire Brush,other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_201>,133,1,0.8045112781954887,1.0,1,0,<a_44>,<a_44><b_99>,58,2,0.6551724137931034,1.0,0,0,-1,0,-0.1493388644023853,0.0,-75,1
2238,814,"DEWALT DW4902 1-Inch by 1/4-Inch High Performance Carbon Knot Wire End Brush, 0.020-Inch Wire",other,hit10,1,1,<a_193>,<a_193><b_58>,133,2,0.8045112781954887,1.0,1,0,<a_20>,<a_20><b_218>,39,1,0.8974358974358975,1.0,0,0,-1,0,0.09292461924040873,0.0,-94,-1
2239,2643,"Peachtree 1118 UHMW Slick Tape - 3"" X 48",adhesive_epoxy,l1_routing_miss,0,0,<a_202>,<a_202><b_212>,117,1,0.5470085470085471,1.0,0,0,<a_29>,<a_29><b_47>,46,1,0.7608695652173914,1.0,0,0,0,0,0.2138610182088443,0.0,-71,0
2240,365,Dremel EZ506CU 1-1/2-Inch Premium Metal Cutting Rotary Wheel,other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_176>,133,1,0.8045112781954887,1.0,1,0,<a_85>,<a_85><b_80>,47,1,0.723404255319149,1.0,0,0,-1,0,-0.08110702287633975,0.0,-86,0
2241,2610,Big Horn 11726PK 2-1/2-Inch Key Hose Clamp (2 Packs of 5),connector_fitting,l1_routing_miss,0,0,<a_71>,<a_71><b_251>,118,2,0.6271186440677966,1.0,1,0,<a_96>,<a_96><b_62>,28,3,0.5714285714285714,1.0,0,0,-1,0,-0.05569007263922521,0.0,-90,1
2242,1619,"Round Spacer, Aluminum, Plain Finish, #10 Screw Size, 3/8"" OD, 0.192"" ID, 1/8"" Length, Made in US (Pack of 10)",fastener,l1_routing_miss,0,0,<a_71>,<a_71><b_44>,118,2,0.6271186440677966,1.0,0,0,<a_19>,<a_19><b_226>,29,1,0.6896551724137931,1.0,0,0,0,0,0.06253652834599654,0.0,-89,-1
2243,114,"Super Glue 15187 Super Glue, 12-Pack",adhesive_epoxy,l1_routing_miss,0,0,<a_165>,<a_165><b_214>,72,2,0.8055555555555556,1.0,0,0,<a_175>,<a_175><b_222>,62,1,0.7741935483870968,1.0,0,0,0,0,-0.03136200716845883,0.0,-10,-1
2244,1415,"SE 8436MVC 3"" Universal Table Vise",fastener,l1_routing_miss,0,0,<a_193>,<a_193><b_37>,133,4,0.8045112781954887,0.5,0,0,<a_126>,<a_126><b_177>,29,1,0.6896551724137931,1.0,0,0,0,0,-0.11485610578169558,0.5,-104,-3
2245,1415,"SE 8436MVC 3"" Universal Table Vise",fastener,hit10,1,1,<a_193>,<a_193><b_37>,133,4,0.8045112781954887,0.5,1,1,<a_126>,<a_126><b_177>,29,1,0.6896551724137931,1.0,1,1,0,0,-0.11485610578169558,0.5,-104,-3
2246,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
2247,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
2248,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
2249,2893,"eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_126>,247,10,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_18>,128,8,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,-2
2250,562,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,l1_routing_miss,0,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,0,0,<a_235>,<a_235><b_198>,128,26,1.0,1.0,0,0,0,0,0.03238866396761131,0.0,-119,-21
2251,1851,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",3d_filament,hit10,1,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
2252,1755,BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs),3d_filament,l1_routing_miss,0,0,<a_159>,<a_159><b_251>,52,1,0.5192307692307693,1.0,0,0,<a_65>,<a_65><b_101>,28,1,0.6428571428571429,1.0,0,0,0,0,0.12362637362637363,0.0,-24,0
2253,3560,uxcell 10 Pcs 17mm x 6mm x 6mm Single Row Shielded Deep Groove Ball Bearing 606ZZ,other,l1_routing_miss,0,0,<a_251>,<a_251><b_207>,92,3,0.6956521739130435,1.0,0,0,<a_232>,<a_232><b_157>,74,1,0.7297297297297297,1.0,0,0,0,0,0.034077555816686256,0.0,-18,-2
2254,2655,"Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (2.5 lb Pack)",fastener,l2_routing_miss_after_l1_hit,0,0,<a_17>,<a_17><b_144>,99,2,0.6363636363636364,1.0,0,0,<a_17>,<a_17><b_61>,73,3,0.726027397260274,0.6666666666666666,1,0,1,0,0.08966376089663763,-0.33333333333333337,-26,1
2255,102,"Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (5 lb Pack)",fastener,l1_routing_miss,0,0,<a_17>,<a_17><b_144>,99,2,0.6363636363636364,1.0,0,0,<a_17>,<a_17><b_61>,73,3,0.726027397260274,0.6666666666666666,0,0,0,0,0.08966376089663763,-0.33333333333333337,-26,1
2256,2976,SEOH Plastic Hexagonal Weigh Boats Micro Dish 100pk,other,l1_routing_miss,0,0,<a_229>,<a_229><b_136>,36,1,0.7222222222222222,1.0,0,0,<a_189>,<a_189><b_96>,19,1,0.8421052631578947,1.0,0,0,0,0,0.11988304093567248,0.0,-17,0
2257,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_198>,128,26,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,-21
2258,3475,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
2259,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
2260,3442,"3D Solutech Real Purple 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
2261,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,1,0,0,0.03238866396761131,0.0,-119,0
2262,2096,Bob Smith Industries BSI-157H Maxi Cure/Insta-Set Combo Pack (3 oz. Combined),adhesive_epoxy,l1_routing_miss,0,0,<a_99>,<a_99><b_13>,32,2,0.53125,1.0,0,0,<a_175>,<a_175><b_228>,62,2,0.7741935483870968,1.0,0,0,0,0,0.24294354838709675,0.0,30,0
2263,2500,"Micro Swiss MK10 All Metal Hotend Kit .4mm Nozzle WANHAO, FlashForge, Dremel Idea Builder",3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_10>,72,1,0.9305555555555556,1.0,1,0,<a_23>,<a_23><b_241>,28,1,0.9642857142857143,1.0,0,0,-1,0,0.03373015873015872,0.0,-44,0
2264,1597,30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,tape,l2_routing_miss_after_l1_hit,0,0,<a_251>,<a_251><b_44>,92,3,0.6956521739130435,1.0,0,0,<a_232>,<a_232><b_9>,74,2,0.7297297297297297,1.0,0,0,0,0,0.034077555816686256,0.0,-18,-1
2265,2513,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,3d_filament,l1_routing_miss,0,0,<a_158>,<a_158><b_138>,109,1,0.5596330275229358,1.0,1,0,<a_223>,<a_223><b_25>,105,1,0.5428571428571428,1.0,1,0,0,0,-0.01677588466579294,0.0,-4,0
2266,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_90>,66,2,0.7575757575757576,1.0,0,0,<a_35>,<a_35><b_182>,45,2,0.4888888888888889,1.0,0,0,0,0,-0.2686868686868687,0.0,-21,0
2267,32,"4-1/2"" Cut-off Wheels for Metal, for Cutting All Ferrous Metals and Stainless Steel",other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_36>,133,1,0.8045112781954887,1.0,1,0,<a_20>,<a_20><b_99>,39,1,0.8974358974358975,1.0,1,0,0,0,0.09292461924040873,0.0,-94,0
2268,799,"Dap 18268 Roof Sealant, 10.1 oz, Black",adhesive_epoxy,l1_routing_miss,0,0,<a_244>,<a_244><b_179>,72,1,0.8333333333333334,1.0,0,0,<a_29>,<a_29><b_128>,46,1,0.7608695652173914,1.0,0,0,0,0,-0.07246376811594202,0.0,-26,0
2269,1043,"Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100",other,l1_routing_miss,0,0,<a_44>,<a_44><b_71>,65,1,0.9230769230769231,1.0,0,0,<a_233>,<a_233><b_228>,34,1,0.9705882352941176,1.0,0,0,0,0,0.04751131221719451,0.0,-31,0
2270,1418,"NoTrax 109 Brush Step Entrance Mat, for Lobbies and Indoor Entranceways, 3' Width x 10' Length x 3/8"" Thickness, Red/Black",fastener,l1_routing_miss,0,0,<a_68>,<a_68><b_34>,67,2,0.4925373134328358,0.5,0,0,<a_1>,<a_1><b_32>,29,1,0.6896551724137931,1.0,0,0,0,0,0.19711785898095735,0.5,-38,-1
2271,2732,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; WhiteConnector Tubing for 3D Printer - 1.5 Meters,3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_147>,247,2,0.9676113360323887,1.0,1,1,<a_23>,<a_23><b_94>,28,3,0.9642857142857143,1.0,1,1,0,0,-0.00332562174667439,0.0,-219,1
2272,1435,"Rigol DS1054Z Digital Oscilloscopes - Bandwidth: 50 Mhz, Channels: 4",other,l2_routing_miss_after_l1_hit,0,0,<a_36>,<a_36><b_186>,54,3,0.5555555555555556,1.0,0,0,<a_142>,<a_142><b_137>,66,3,0.696969696969697,0.6666666666666666,0,0,0,0,0.14141414141414144,-0.33333333333333337,12,0
2273,1981,"ARROW 160375 1-1/4"" Vinyl Coated Cup Hooks (Pack of 36)",other,l1_routing_miss,0,0,<a_71>,<a_71><b_174>,118,2,0.6271186440677966,1.0,0,0,<a_191>,<a_191><b_220>,11,1,0.45454545454545453,1.0,0,0,0,0,-0.17257318952234207,0.0,-107,-1
2274,2219,Gorilla Supply 50 Thermal Paper Rolls 2-1/4 X 50 Verifone Vx520 Ingenico ICT220 ICT250 FD400 50/CS,other,l1_routing_miss,0,0,<a_23>,<a_23><b_231>,50,1,0.46,1.0,0,0,<a_206>,<a_206><b_231>,22,1,0.5,1.0,0,0,0,0,0.03999999999999998,0.0,-28,0
2275,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",adhesive_epoxy,hit10,1,0,<a_202>,<a_202><b_100>,117,1,0.5470085470085471,1.0,0,0,<a_195>,<a_195><b_24>,30,2,0.6333333333333333,0.5,1,0,1,0,0.08632478632478624,-0.5,-87,1
