row_id,item_id,item_title,user_id,history_len,baseline_target_sid,hierarchy_target_sid,baseline_rank,hierarchy_rank,baseline_rank_bucket,hierarchy_rank_bucket,baseline_target_l2_fanout,hierarchy_target_l2_fanout,baseline_target_l1_fanout,hierarchy_target_l1_fanout,baseline_collision_group_size,hierarchy_collision_group_size,baseline_fanout_bucket,baseline_pred1_lcp,hierarchy_pred1_lcp,baseline_top1_hit,hierarchy_top1_hit,baseline_best_lcp_top1,hierarchy_best_lcp_top1,baseline_top1_same_l1,baseline_top1_same_l2,hierarchy_top1_same_l1,hierarchy_top1_same_l2,improved_at_1,worsened_at_1,baseline_top3_hit,hierarchy_top3_hit,baseline_best_lcp_top3,hierarchy_best_lcp_top3,baseline_top3_same_l1,baseline_top3_same_l2,hierarchy_top3_same_l1,hierarchy_top3_same_l2,improved_at_3,worsened_at_3,baseline_top5_hit,hierarchy_top5_hit,baseline_best_lcp_top5,hierarchy_best_lcp_top5,baseline_top5_same_l1,baseline_top5_same_l2,hierarchy_top5_same_l1,hierarchy_top5_same_l2,improved_at_5,worsened_at_5,baseline_top10_hit,hierarchy_top10_hit,baseline_best_lcp_top10,hierarchy_best_lcp_top10,baseline_top10_same_l1,baseline_top10_same_l2,hierarchy_top10_same_l1,hierarchy_top10_same_l2,improved_at_10,worsened_at_10,baseline_top20_hit,hierarchy_top20_hit,baseline_best_lcp_top20,hierarchy_best_lcp_top20,baseline_top20_same_l1,baseline_top20_same_l2,hierarchy_top20_same_l1,hierarchy_top20_same_l2,improved_at_20,worsened_at_20,baseline_top50_hit,hierarchy_top50_hit,baseline_best_lcp_top50,hierarchy_best_lcp_top50,baseline_top50_same_l1,baseline_top50_same_l2,hierarchy_top50_same_l1,hierarchy_top50_same_l2,improved_at_50,worsened_at_50
2156,1572,"Devcon Epoxy, 2 Ton Epoxy, 4.25 Ounce each, 2 Bottles",A4054,10,<a_107><b_224><c_145>,<a_107><b_224><c_145>,7,999,6-10,>50,3,3,21,21,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1
2157,975,"X-Treme Tape TPE-XZLB Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Black",A4054,10,<a_177><b_238><c_218>,<a_177><b_238><c_218>,999,999,>50,>50,10,10,34,34,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2158,1128,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),A4054,10,<a_63><b_48><c_253>,<a_63><b_48><c_253>,999,999,>50,>50,1,1,18,18,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2159,3185,Genuine E3D V6 All-Metal HotEnd 1.75mm Universal w/ Bowden Full Kit 12V (V6-175-B),A4522,6,<a_202><b_220><c_241>,<a_202><b_220><c_241>,999,46,>50,21-50,2,2,15,15,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,3,1,0,1,1,1,0
2160,2917,Genuine E3D V6 Extra Nozzle - 1.75mm x 0.40mm (V6-NOZZLE-175-400),A4522,7,<a_202><b_220><c_115>,<a_202><b_220><c_115>,999,999,>50,>50,2,2,15,15,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0
2161,3547,3D Solutech See Through Blue 1.75mm PETG 3D Printer Filament 2.2 LBS (1.0KG),A5589,4,<a_112><b_122><c_228>,<a_112><b_122><c_228>,999,999,>50,>50,25,25,97,97,1,1,l2>=4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,1,1,1,1,0,0
2162,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",A5784,1,<a_93><b_56><c_164>,<a_93><b_56><c_164>,999,999,>50,>50,2,2,18,18,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",A5784,2,<a_33><b_187><c_0>,<a_33><b_187><c_0>,999,999,>50,>50,17,17,33,33,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2965,"eSUN 1.75mm Natural PLA 3D Printer filament 1kg Spool (2.2lbs), Natural",A5784,3,<a_211><b_187><c_171>,<a_211><b_187><c_171>,999,12,>50,11-20,6,6,38,38,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,1,3,1,0,1,1,1,0,0,1,2,3,1,1,1,1,1,0
2165,75,"Jumbo 51pc Drum Sanding Kit - Fits Dremel - Includes Rubber Drum Mandrels - 1/2, 3/8 & 1/4",A5850,8,<a_51><b_225><c_34>,<a_51><b_225><c_34>,999,999,>50,>50,1,1,21,21,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,3576,5PCS Nema17 Stepper Motor 2A 64oz.in 40mm Body 4-lead 1m Cable W/Connector DIY CNC,A6388,5,<a_20><b_82><c_252>,<a_20><b_82><c_252>,999,999,>50,>50,1,1,11,11,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2167,1552,"3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",A7303,1,<a_112><b_122><c_8>,<a_112><b_122><c_8>,999,999,>50,>50,25,25,97,97,1,1,l2>=4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
2168,51,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,A7303,2,<a_187><b_234><c_7>,<a_187><b_234><c_7>,999,999,>50,>50,3,3,19,19,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2169,2933,"FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity",A7303,3,<a_104><b_111><c_4>,<a_104><b_111><c_4>,999,999,>50,>50,2,2,11,11,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2170,563,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,A7303,4,<a_204><b_38><c_221>,<a_204><b_38><c_221>,29,8,21-50,6-10,1,1,19,19,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,1,0,3,0,0,1,1,1,0,1,1,3,3,1,1,1,1,0,0
2171,2525,AKRON PRODUCTS C-84 Floor Jack,A1154,4,<a_75><b_37><c_61>,<a_75><b_37><c_61>,999,999,>50,>50,1,1,15,15,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,849,Neiko 53100A 4-Inch Pegboard Hooks and Organizer Assortment | 50-Piece Value Pack,A3057,3,<a_254><b_245><c_11>,<a_254><b_245><c_11>,999,999,>50,>50,2,2,32,32,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
2173,2796,"Crawford PBS9 Screwdriver Holder, Blue",A3057,4,<a_54><b_116><c_203>,<a_54><b_116><c_203>,999,999,>50,>50,1,1,27,27,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,1380,Dremel 9933 Structured Tooth Tungsten Carbide Cutter,A3720,4,<a_53><b_102><c_151>,<a_53><b_102><c_151>,999,999,>50,>50,2,2,16,16,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2175,2111,Shop-Vac 5986100 8-Gallon 5.5 Peak HP Stainless Steel Wet Dry Vacuum,A4024,2,<a_130><b_160><c_244>,<a_130><b_160><c_244>,999,999,>50,>50,1,1,19,19,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,2743,OctagonStar Flexible Couplings 5mm to 8mm NEMA 17 Shaft for RepRap 3D Printer or CNC Machine2PCS,A4127,10,<a_20><b_108><c_233>,<a_20><b_108><c_233>,999,999,>50,>50,1,1,11,11,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",A4887,2,<a_154><b_37><c_0>,<a_154><b_37><c_0>,999,999,>50,>50,2,2,12,12,2,2,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",A4887,3,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,2,2,12,12,2,2,l2<=2,3,3,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0
2179,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",A4887,4,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,2,2,12,12,2,2,l2<=2,3,3,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0
2180,2409,"LAB SCOOP Stainless steel, 6"" long 3pk",A4887,5,<a_125><b_221><c_179>,<a_125><b_221><c_179>,999,999,>50,>50,1,1,20,20,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2181,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",A4947,4,<a_209><b_169><c_44>,<a_209><b_169><c_44>,8,999,6-10,>50,1,1,28,28,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1
2182,63,WEN 73002 500-Pound Capacity Service Cart,A5815,5,<a_30><b_136><c_127>,<a_30><b_136><c_127>,999,999,>50,>50,2,2,18,18,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2899,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",A6160,5,<a_106><b_113><c_3>,<a_106><b_113><c_3>,999,999,>50,>50,1,1,26,26,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,218,Phresh Duct Silencer 8 in x 24 in,A6301,6,<a_175><b_178><c_119>,<a_175><b_178><c_119>,999,999,>50,>50,1,1,14,14,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,548,"Intertape Polymer Group 5936USW Sheathing Tape, 2-1/2 in. x 55 yd, White",A6560,2,<a_223><b_96><c_150>,<a_223><b_96><c_150>,999,999,>50,>50,1,1,22,22,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",A6560,3,<a_170><b_21><c_30>,<a_170><b_21><c_30>,8,40,6-10,21-50,2,2,34,34,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,3,0,1,1,0,0,0,1,1,1,3,3,1,1,1,1,0,0
2187,2649,Joe Knows Electronics 1/2W 86 Value 860 Piece Resistor Kit,A6560,4,<a_76><b_172><c_74>,<a_76><b_172><c_74>,999,999,>50,>50,3,3,36,36,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
2188,605,Loctite Clear Silicone Waterproof Sealant 2.7-Ounce Tube (908570),A1561,10,<a_63><b_81><c_252>,<a_63><b_81><c_252>,999,999,>50,>50,1,1,18,18,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,1551,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)",A1749,7,<a_204><b_149><c_14>,<a_204><b_149><c_14>,999,999,>50,>50,6,6,19,19,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,2157,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",A1749,8,<a_211><b_35><c_7>,<a_211><b_35><c_7>,1,48,1,21-50,7,7,38,38,1,1,l2>=4,3,0,1,0,3,0,1,1,0,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1,1,0,3,1,1,1,1,0,0,1,1,1,3,3,1,1,1,1,0,0
2191,2803,Joe Knows Electronics 1W 86 Value 860 Piece Resistor Kit,A1749,9,<a_76><b_172><c_203>,<a_76><b_172><c_203>,999,999,>50,>50,3,3,36,36,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2192,841,Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit,A2095,4,<a_105><b_7><c_254>,<a_105><b_7><c_254>,999,999,>50,>50,1,1,36,36,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
2193,2232,Stainless Steel Phillips Pan Machine Screw Assortment Kit,A2095,5,<a_87><b_110><c_7>,<a_87><b_110><c_7>,999,999,>50,>50,3,3,37,37,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2194,3198,Inland 1.75mm Translucent Yellow PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),A2167,6,<a_33><b_35><c_4>,<a_33><b_35><c_4>,999,999,>50,>50,10,10,33,33,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,800,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",A2203,1,<a_5><b_187><c_217>,<a_5><b_187><c_217>,999,999,>50,>50,3,3,27,27,1,1,l2=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,1569,"Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue",A2203,2,<a_171><b_114><c_131>,<a_171><b_114><c_131>,999,999,>50,>50,2,2,27,27,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
2197,2619,"Digital Clamp Meter AC/DC Auto-Ranging 600 Amp Measures Voltage, Resistance, Temp, More Klein Tools CL800",A2203,3,<a_228><b_51><c_101>,<a_228><b_51><c_101>,999,999,>50,>50,1,1,13,13,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,1152,"Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF",A2203,4,<a_160><b_86><c_99>,<a_160><b_86><c_99>,999,999,>50,>50,1,1,18,18,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,2084,"Eagle 1610MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-lock Lid, 14 gallon Capacity, 26.5"" Height, 15"" Diameter",A5863,4,<a_103><b_49><c_228>,<a_103><b_49><c_228>,999,999,>50,>50,1,1,22,22,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,335,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",A6165,2,<a_53><b_250><c_103>,<a_53><b_250><c_103>,999,999,>50,>50,4,4,16,16,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",A6165,3,<a_53><b_250><c_178>,<a_53><b_250><c_178>,8,999,6-10,>50,4,4,16,16,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,3,2,1,1,1,1,0,1,1,0,3,2,1,1,1,1,0,1
2202,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,A6165,4,<a_53><b_208><c_112>,<a_53><b_208><c_112>,999,999,>50,>50,1,1,16,16,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2203,2935,IRWIN Tools Magnetic Angle Locator (1794488),A6750,3,<a_228><b_64><c_214>,<a_228><b_64><c_214>,999,999,>50,>50,1,1,13,13,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",A7504,5,<a_112><b_122><c_191>,<a_112><b_122><c_191>,12,4,11-20,4-5,25,25,97,97,1,1,l2>=4,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,2,3,1,1,1,1,1,0,1,1,3,3,1,1,1,1,0,0,1,1,3,3,1,1,1,1,0,0
2205,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",A7517,2,<a_22><b_104><c_15>,<a_22><b_104><c_15>,43,999,21-50,>50,2,2,24,24,1,1,l2<=2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3,2,1,1,1,1,0,1
2206,799,"Dap 18268 Roof Sealant, 10.1 oz, Black",A243,4,<a_128><b_11><c_242>,<a_128><b_11><c_242>,999,999,>50,>50,1,1,16,16,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,2325,"SPACECARE 4 Pack of 2"" Swivel Caster Blue Polyurethane Wheels Base with Brake Top Plate Double Ball",A967,5,<a_59><b_190><c_54>,<a_59><b_190><c_54>,999,999,>50,>50,2,2,22,22,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,A1844,4,<a_24><b_110><c_168>,<a_24><b_110><c_168>,999,999,>50,>50,4,4,29,29,1,1,l2>=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2209,1271,"Tape-Me Duct Tape Silver, 1.88 in x 55 yd (Pack of 3)",A2031,8,<a_171><b_21><c_110>,<a_171><b_21><c_110>,999,999,>50,>50,2,2,27,27,1,1,l2<=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
